Source,Target,Weight
0,1,0.08
0,4,0.23
0,6,0.04
0,9,0.1
1,0,0.3
1,7,0.19
1,9,0.05
2,3,0.19
2,5,0.06
2,7,0.26
2,9,0.02
3,2,0.32
3,7,0.15
4,0,0.66
5,2,0.3
5,7,0.18
6,0,0.08
6,7,0.4
6,9,0.06
7,1,0.02
7,2,0.2
7,3,0.07
7,5,0.03
7,6,0.1
7,8,0.15
8,7,0.71
9,0,0.29
9,1,0.03
9,2,0.09
9,6,0.09
