,cl_node,ref,target_ph,xphrase_function,verse_text,cl_text
4708,515400,2_Chronicles 34:15,סֵ֧פֶר הַתֹּורָ֛ה ,Objc,וַיַּ֣עַן חִלְקִיָּ֗הוּ וַיֹּ֨אמֶר֙ אֶל־שָׁפָ֣ן הַסֹּופֵ֔ר סֵ֧פֶר הַתֹּורָ֛ה מָצָ֖אתִי בְּבֵ֣ית יְהוָ֑ה וַיִּתֵּ֧ן חִלְקִיָּ֛הוּ אֶת־הַסֵּ֖פֶר אֶל־שָׁפָֽן׃ ,סֵ֧פֶר הַתֹּורָ֛ה מָצָ֖אתִי בְּבֵ֣ית יְהוָ֑ה 
1380,460898,2_Samuel 23:5,בְרִ֨ית עֹולָ֜ם ,Objc,כִּֽי־לֹא־כֵ֥ן בֵּיתִ֖י עִם־אֵ֑ל כִּי֩ בְרִ֨ית עֹולָ֜ם שָׂ֣ם לִ֗י עֲרוּכָ֤ה בַכֹּל֙ וּשְׁמֻרָ֔ה כִּֽי־כָל־יִשְׁעִ֥י וְכָל־חֵ֖פֶץ כִּֽי־לֹ֥א יַצְמִֽיחַ׃ ,כִּי֩ בְרִ֨ית עֹולָ֜ם שָׂ֣ם לִ֗י 
3815,499411,Job 29:18,כַחֹ֗ול ,Adju,וָ֭אֹמַר עִם־קִנִּ֣י אֶגְוָ֑ע וְ֝כַחֹ֗ול אַרְבֶּ֥ה יָמִֽים׃ ,וְ֝כַחֹ֗ול אַרְבֶּ֥ה יָמִֽים׃ 
627,440507,Leviticus 25:12,מִן־הַ֨שָּׂדֶ֔ה ,Cmpl,כִּ֚י יֹובֵ֣ל הִ֔וא קֹ֖דֶשׁ תִּהְיֶ֣ה לָכֶ֑ם מִן־הַ֨שָּׂדֶ֔ה תֹּאכְל֖וּ אֶת־תְּבוּאָתָֽהּ׃ ,מִן־הַ֨שָּׂדֶ֔ה תֹּאכְל֖וּ אֶת־תְּבוּאָתָֽהּ׃ 
564,440021,Leviticus 20:18,אֶת־מְקֹרָ֣הּ ,Objc,וְ֠אִישׁ אֲשֶׁר־יִשְׁכַּ֨ב אֶת־אִשָּׁ֜ה דָּוָ֗ה וְגִלָּ֤ה אֶת־עֶרְוָתָהּ֙ אֶת־מְקֹרָ֣הּ הֶֽעֱרָ֔ה וְהִ֕יא גִּלְּתָ֖ה אֶת־מְקֹ֣ור דָּמֶ֑יהָ וְנִכְרְת֥וּ שְׁנֵיהֶ֖ם מִקֶּ֥רֶב עַמָּֽם׃ ,אֶת־מְקֹרָ֣הּ הֶֽעֱרָ֔ה 
1912,471727,Isaiah 43:27,אָבִ֥יךָ הָרִאשֹׁ֖ון ,Subj,אָבִ֥יךָ הָרִאשֹׁ֖ון חָטָ֑א וּמְלִיצֶ֖יךָ פָּ֥שְׁעוּ בִֽי׃ ,אָבִ֥יךָ הָרִאשֹׁ֖ון חָטָ֑א 
2463,481210,Ezekiel 13:13,גֶ֤שֶׁם שֹׁטֵף֙ ,Subj,לָכֵ֗ן כֹּ֤ה אָמַר֙ אֲדֹנָ֣י יְהוִ֔ה וּבִקַּעְתִּ֥י רֽוּחַ־סְעָרֹ֖ות בַּֽחֲמָתִ֑י וְגֶ֤שֶׁם שֹׁטֵף֙ בְּאַפִּ֣י יִֽהְיֶ֔ה וְאַבְנֵ֥י אֶלְגָּבִ֖ישׁ בְּחֵמָ֥ה לְכָלָֽה׃ ,וְגֶ֤שֶׁם שֹׁטֵף֙ בְּאַפִּ֣י יִֽהְיֶ֔ה 
31,428126,Genesis 6:20,שְׁנַ֧יִם מִכֹּ֛ל ,Subj,מֵהָעֹ֣וף לְמִינֵ֗הוּ וּמִן־הַבְּהֵמָה֙ לְמִינָ֔הּ מִכֹּ֛ל רֶ֥מֶשׂ הָֽאֲדָמָ֖ה לְמִינֵ֑הוּ שְׁנַ֧יִם מִכֹּ֛ל יָבֹ֥אוּ אֵלֶ֖יךָ לְהַֽחֲיֹֽות׃ ,שְׁנַ֧יִם מִכֹּ֛ל יָבֹ֥אוּ אֵלֶ֖יךָ 
4692,514937,2_Chronicles 30:3,הַכֹּהֲנִים֙ ,Subj,כִּ֣י לֹ֧א יָכְל֛וּ לַעֲשֹׂתֹ֖ו בָּעֵ֣ת הַהִ֑יא כִּ֤י הַכֹּהֲנִים֙ לֹֽא־הִתְקַדְּשׁ֣וּ לְמַדַּ֔י וְהָעָ֖ם לֹא־נֶאֶסְפ֖וּ לִֽירוּשָׁלִָֽם׃ ,כִּ֤י הַכֹּהֲנִים֙ לֹֽא־הִתְקַדְּשׁ֣וּ לְמַדַּ֔י 
597,440314,Leviticus 23:17,מִמֹּושְׁבֹ֨תֵיכֶ֜ם ,Cmpl,מִמֹּושְׁבֹ֨תֵיכֶ֜ם תָּבִ֣יאּוּ׀ לֶ֣חֶם תְּנוּפָ֗ה שְׁ֚תַּיִם שְׁנֵ֣י עֶשְׂרֹנִ֔ים סֹ֣לֶת תִּהְיֶ֔ינָה חָמֵ֖ץ תֵּאָפֶ֑ינָה בִּכּוּרִ֖ים לַֽיהוָֽה׃ ,מִמֹּושְׁבֹ֨תֵיכֶ֜ם תָּבִ֣יאּוּ׀ לֶ֣חֶם תְּנוּפָ֗ה שְׁ֚תַּיִם 
647,440649,Leviticus 25:52,כְּפִ֣י שָׁנָ֔יו ,Adju,וְאִם־מְעַ֞ט נִשְׁאַ֧ר בַּשָּׁנִ֛ים עַד־שְׁנַ֥ת הַיֹּבֵ֖ל וְחִשַּׁב־לֹ֑ו כְּפִ֣י שָׁנָ֔יו יָשִׁ֖יב אֶת־גְּאֻלָּתֹֽו׃ ,כְּפִ֣י שָׁנָ֔יו יָשִׁ֖יב אֶת־גְּאֻלָּתֹֽו׃ 
4443,507636,Daniel 11:37,עַל־אֱלֹהֵ֤י אֲבֹתָיו֙ ,Cmpl,וְעַל־אֱלֹהֵ֤י אֲבֹתָיו֙ לֹ֣א יָבִ֔ין וְעַל־חֶמְדַּ֥ת נָשִׁ֛ים וְעַֽל־כָּל־אֱלֹ֖והַּ לֹ֣א יָבִ֑ין כִּ֥י עַל־כֹּ֖ל יִתְגַּדָּֽל׃ ,וְעַל־אֱלֹהֵ֤י אֲבֹתָיו֙ לֹ֣א יָבִ֔ין 
3285,493293,Psalms 66:7,הַסֹּורְרִ֓ים׀ ,Subj,מֹ֘שֵׁ֤ל בִּגְבוּרָתֹ֨ו׀ עֹולָ֗ם עֵ֭ינָיו בַּגֹּויִ֣ם תִּצְפֶּ֑ינָה הַסֹּורְרִ֓ים׀ אַל־יָר֖וּמוּ לָ֣מֹו סֶֽלָה׃ ,הַסֹּורְרִ֓ים׀ אַל־יָר֖וּמוּ לָ֣מֹו 
2895,487491,Jonah 2:3,מִבֶּ֧טֶן שְׁאֹ֛ול ,Adju,וַיֹּ֗אמֶר קָ֠רָאתִי מִצָּ֥רָה לִ֛י אֶל־יְהוָ֖ה וַֽיַּעֲנֵ֑נִי מִבֶּ֧טֶן שְׁאֹ֛ול שִׁוַּ֖עְתִּי שָׁמַ֥עְתָּ קֹולִֽי׃ ,מִבֶּ֧טֶן שְׁאֹ֛ול שִׁוַּ֖עְתִּי 
3104,490899,Psalms 18:26,עִם־גְּבַ֥ר תָּ֝מִ֗ים ,Cmpl,עִם־חָסִ֥יד תִּתְחַסָּ֑ד עִם־גְּבַ֥ר תָּ֝מִ֗ים תִּתַּמָּֽם׃ ,עִם־גְּבַ֥ר תָּ֝מִ֗ים תִּתַּמָּֽם׃ 
3508,496223,Psalms 119:32,דֶּֽרֶךְ־מִצְוֹתֶ֥יךָ ,Objc,דֶּֽרֶךְ־מִצְוֹתֶ֥יךָ אָר֑וּץ כִּ֖י תַרְחִ֣יב לִבִּֽי׃ ,דֶּֽרֶךְ־מִצְוֹתֶ֥יךָ אָר֑וּץ 
2128,474345,Jeremiah 4:30,לַשָּׁ֖וְא ,Adju,וְאַ֨תְּ שָׁד֜וּד מַֽה־תַּעֲשִׂ֗י כִּֽי־תִלְבְּשִׁ֨י שָׁנִ֜י כִּי־תַעְדִּ֣י עֲדִי־זָהָ֗ב כִּֽי־תִקְרְעִ֤י בַפּוּךְ֙ עֵינַ֔יִךְ לַשָּׁ֖וְא תִּתְיַפִּ֑י מָאֲסוּ־בָ֥ךְ עֹגְבִ֖ים נַפְשֵׁ֥ךְ יְבַקֵּֽשׁוּ׃ ,לַשָּׁ֖וְא תִּתְיַפִּ֑י 
4506,509195,Nehemiah 7:70,מֵֽרָאשֵׁ֣י הָֽאָבֹ֗ות ,Adju,וּמֵֽרָאשֵׁ֣י הָֽאָבֹ֗ות נָֽתְנוּ֙ לְאֹוצַ֣ר הַמְּלָאכָ֔ה זָהָ֕ב דַּרְכְּמֹונִ֖ים שְׁתֵּ֣י רִבֹּ֑ות וְכֶ֕סֶף מָנִ֖ים אַלְפַּ֥יִם וּמָאתָֽיִם׃ ,וּמֵֽרָאשֵׁ֣י הָֽאָבֹ֗ות נָֽתְנוּ֙ לְאֹוצַ֣ר הַמְּלָאכָ֔ה זָהָ֕ב דַּרְכְּמֹונִ֖ים שְׁתֵּ֣י רִבֹּ֑ות וְכֶ֕סֶף מָנִ֖ים אַלְפַּ֥יִם וּמָאתָֽיִם׃ 
1255,456196,1_Samuel 18:1,נֶ֨פֶשׁ֙ יְהֹ֣ונָתָ֔ן ,Subj,וַיְהִ֗י כְּכַלֹּתֹו֙ לְדַבֵּ֣ר אֶל־שָׁא֔וּל וְנֶ֨פֶשׁ֙ יְהֹ֣ונָתָ֔ן נִקְשְׁרָ֖ה בְּנֶ֣פֶשׁ דָּוִ֑ד וַיֶּאֱהָבֵ֥הוּ יְהֹונָתָ֖ן כְּנַפְשֹֽׁו׃ ,וְנֶ֨פֶשׁ֙ יְהֹ֣ונָתָ֔ן נִקְשְׁרָ֖ה בְּנֶ֣פֶשׁ דָּוִ֑ד 
4111,501593,Proverbs 16:21,מֶ֥תֶק שְׂ֝פָתַ֗יִם ,Subj,לַחֲכַם־לֵ֭ב יִקָּרֵ֣א נָבֹ֑ון וּמֶ֥תֶק שְׂ֝פָתַ֗יִם יֹסִ֥יף לֶֽקַח׃ ,וּמֶ֥תֶק שְׂ֝פָתַ֗יִם יֹסִ֥יף לֶֽקַח׃ 
1640,468482,Isaiah 5:12,אֵ֨ת פֹּ֤עַל יְהוָה֙ ,Objc,וְהָיָ֨ה כִנֹּ֜ור וָנֶ֗בֶל תֹּ֧ף וְחָלִ֛יל וָיַ֖יִן מִשְׁתֵּיהֶ֑ם וְאֵ֨ת פֹּ֤עַל יְהוָה֙ לֹ֣א יַבִּ֔יטוּ וּמַעֲשֵׂ֥ה יָדָ֖יו לֹ֥א רָאֽוּ׃ ,וְאֵ֨ת פֹּ֤עַל יְהוָה֙ לֹ֣א יַבִּ֔יטוּ 
36,428159,Genesis 7:11,אֲרֻבֹּ֥ת הַשָּׁמַ֖יִם ,Subj,בִּשְׁנַ֨ת שֵׁשׁ־מֵאֹ֤ות שָׁנָה֙ לְחַיֵּי־נֹ֔חַ בַּחֹ֨דֶשׁ֙ הַשֵּׁנִ֔י בְּשִׁבְעָֽה־עָשָׂ֥ר יֹ֖ום לַחֹ֑דֶשׁ בַּיֹּ֣ום הַזֶּ֗ה נִבְקְעוּ֙ כָּֽל־מַעְיְנֹת֙ תְּהֹ֣ום רַבָּ֔ה וַאֲרֻבֹּ֥ת הַשָּׁמַ֖יִם נִפְתָּֽחוּ׃ ,וַאֲרֻבֹּ֥ת הַשָּׁמַ֖יִם נִפְתָּֽחוּ׃ 
3087,490709,Psalms 14:4,אֹכְלֵ֣י עַ֭מִּי ,Subj,הֲלֹ֥א יָדְעוּ֮ כָּל־פֹּ֪עֲלֵ֫י אָ֥וֶן אֹכְלֵ֣י עַ֭מִּי אָ֣כְלוּ לֶ֑חֶם יְ֝הוָ֗ה לֹ֣א קָרָֽאוּ׃ ,אֹכְלֵ֣י עַ֭מִּי אָ֣כְלוּ לֶ֑חֶם 
1614,468222,Isaiah 1:20,פִּ֥י יְהוָ֖ה ,Subj,וְאִם־תְּמָאֲנ֖וּ וּמְרִיתֶ֑ם חֶ֣רֶב תְּאֻכְּל֔וּ כִּ֛י פִּ֥י יְהוָ֖ה דִּבֵּֽר׃ ס ,כִּ֛י פִּ֥י יְהוָ֖ה דִּבֵּֽר׃ ס 
4453,507717,Daniel 12:10,הַמַּשְׂכִּלִ֖ים ,Subj,יִ֠תְבָּֽרֲרוּ וְיִֽתְלַבְּנ֤וּ וְיִצָּֽרְפוּ֙ רַבִּ֔ים וְהִרְשִׁ֣יעוּ רְשָׁעִ֔ים וְלֹ֥א יָבִ֖ינוּ כָּל־רְשָׁעִ֑ים וְהַמַּשְׂכִּלִ֖ים יָבִֽינוּ׃ ,וְהַמַּשְׂכִּלִ֖ים יָבִֽינוּ׃ 
749,442606,Numbers 15:31,דְבַר־יְהוָה֙ ,Objc,כִּ֤י דְבַר־יְהוָה֙ בָּזָ֔ה וְאֶת־מִצְוָתֹ֖ו הֵפַ֑ר הִכָּרֵ֧ת׀ תִּכָּרֵ֛ת הַנֶּ֥פֶשׁ הַהִ֖וא עֲוֹנָ֥ה בָֽהּ׃ פ ,כִּ֤י דְבַר־יְהוָה֙ בָּזָ֔ה 
1414,462002,1_Kings 6:29,אֵת֩ כָּל־קִירֹ֨ות הַבַּ֜יִת מֵסַ֣ב׀ ,Objc,וְאֵת֩ כָּל־קִירֹ֨ות הַבַּ֜יִת מֵסַ֣ב׀ קָלַ֗ע פִּתּוּחֵי֙ מִקְלְעֹות֙ כְּרוּבִ֣ים וְתִֽמֹרֹ֔ת וּפְטוּרֵ֖י צִצִּ֑ים מִלִּפְנִ֖ים וְלַחִיצֹֽון׃ ,וְאֵת֩ כָּל־קִירֹ֨ות הַבַּ֜יִת מֵסַ֣ב׀ קָלַ֗ע פִּתּוּחֵי֙ מִקְלְעֹות֙ כְּרוּבִ֣ים וְתִֽמֹרֹ֔ת וּפְטוּרֵ֖י צִצִּ֑ים מִלִּפְנִ֖ים וְלַחִיצֹֽון׃ 
432,438142,Leviticus 4:34,אֶת־כָּל־דָּמָ֣הּ ,Objc,וְלָקַ֨ח הַכֹּהֵ֜ן מִדַּ֤ם הַֽחַטָּאת֙ בְּאֶצְבָּעֹ֔ו וְנָתַ֕ן עַל־קַרְנֹ֖ת מִזְבַּ֣ח הָעֹלָ֑ה וְאֶת־כָּל־דָּמָ֣הּ יִשְׁפֹּ֔ךְ אֶל־יְסֹ֖וד הַמִּזְבֵּֽחַ׃ ,וְאֶת־כָּל־דָּמָ֣הּ יִשְׁפֹּ֔ךְ אֶל־יְסֹ֖וד הַמִּזְבֵּֽחַ׃ 
4558,510591,1_Chronicles 9:27,סְבִיבֹ֥ות בֵּית־הָאֱלֹהִ֖ים ,Cmpl,וּסְבִיבֹ֥ות בֵּית־הָאֱלֹהִ֖ים יָלִ֑ינוּ כִּֽי־עֲלֵיהֶ֣ם מִשְׁמֶ֔רֶת וְהֵ֥ם עַל־הַמַּפְתֵּ֖חַ וְלַבֹּ֥קֶר לַבֹּֽקֶר׃ ,וּסְבִיבֹ֥ות בֵּית־הָאֱלֹהִ֖ים יָלִ֑ינוּ 
3968,500648,Proverbs 3:34,לַלֵּצִ֥ים ,Cmpl,אִם־לַלֵּצִ֥ים הֽוּא־יָלִ֑יץ וְ֝לַעֲנָוִ֗ים יִתֶּן־חֵֽן׃ ,אִם־לַלֵּצִ֥ים הֽוּא־יָלִ֑יץ 
3752,498986,Job 21:32,עַל־גָּדִ֥ישׁ ,Cmpl,וְ֭הוּא לִקְבָרֹ֣ות יוּבָ֑ל וְֽעַל־גָּדִ֥ישׁ יִשְׁקֹֽוד׃ ,וְֽעַל־גָּדִ֥ישׁ יִשְׁקֹֽוד׃ 
1572,467141,2_Kings 17:30,אַנְשֵׁ֣י בָבֶ֗ל ,Subj,וְאַנְשֵׁ֣י בָבֶ֗ל עָשׂוּ֙ אֶת־סֻכֹּ֣ות בְּנֹ֔ות וְאַנְשֵׁי־כ֔וּת עָשׂ֖וּ אֶת־נֵֽרְגַ֑ל וְאַנְשֵׁ֥י חֲמָ֖ת עָשׂ֥וּ אֶת־אֲשִׁימָֽא׃ ,וְאַנְשֵׁ֣י בָבֶ֗ל עָשׂוּ֙ אֶת־סֻכֹּ֣ות בְּנֹ֔ות 
759,442845,Numbers 17:18,אֵת֙ שֵׁ֣ם אַהֲרֹ֔ן ,Objc,וְאֵת֙ שֵׁ֣ם אַהֲרֹ֔ן תִּכְתֹּ֖ב עַל־מַטֵּ֣ה לֵוִ֑י כִּ֚י מַטֶּ֣ה אֶחָ֔ד לְרֹ֖אשׁ בֵּ֥ית אֲבֹותָֽם׃ ,וְאֵת֙ שֵׁ֣ם אַהֲרֹ֔ן תִּכְתֹּ֖ב עַל־מַטֵּ֣ה לֵוִ֑י 
3551,496857,Psalms 135:7,לַמָּטָ֣ר ,Cmpl,מַֽעֲלֶ֣ה נְשִׂאִים֮ מִקְצֵ֪ה הָ֫אָ֥רֶץ בְּרָקִ֣ים לַמָּטָ֣ר עָשָׂ֑ה מֹֽוצֵא־ר֝וּחַ מֵאֹֽוצְרֹותָֽיו׃ ,בְּרָקִ֣ים לַמָּטָ֣ר עָשָׂ֑ה 
2198,475542,Jeremiah 14:17,שֶׁ֨בֶר גָּדֹ֜ול ,Objc,וְאָמַרְתָּ֤ אֲלֵיהֶם֙ אֶת־הַדָּבָ֣ר הַזֶּ֔ה תֵּרַ֨דְנָה עֵינַ֥י דִּמְעָ֛ה לַ֥יְלָה וְיֹומָ֖ם וְאַל־תִּדְמֶ֑ינָה כִּי֩ שֶׁ֨בֶר גָּדֹ֜ול נִשְׁבְּרָ֗ה בְּתוּלַת֙ בַּת־עַמִּ֔י מַכָּ֖ה נַחְלָ֥ה מְאֹֽד׃ ,כִּי֩ שֶׁ֨בֶר גָּדֹ֜ול נִשְׁבְּרָ֗ה בְּתוּלַת֙ בַּת־עַמִּ֔י 
1092,450725,Joshua 21:45,הַכֹּ֖ל ,Subj,לֹֽא־נָפַ֣ל דָּבָ֔ר מִכֹּל֙ הַדָּבָ֣ר הַטֹּ֔וב אֲשֶׁר־דִּבֶּ֥ר יְהוָ֖ה אֶל־בֵּ֣ית יִשְׂרָאֵ֑ל הַכֹּ֖ל בָּֽא׃ פ ,הַכֹּ֖ל בָּֽא׃ פ 
2192,475389,Jeremiah 13:12,כָל־נֵ֖בֶל ,Subj,וְאָמַרְתָּ֙ אֲלֵיהֶ֜ם אֶת־הַדָּבָ֣ר הַזֶּ֗ה ס כֹּֽה־אָמַ֤ר יְהוָה֙ אֱלֹהֵ֣י יִשְׂרָאֵ֔ל כָּל־נֵ֖בֶל יִמָּ֣לֵא יָ֑יִן וְאָמְר֣וּ אֵלֶ֔יךָ הֲיָדֹ֨עַ֙ לֹ֣א נֵדַ֔ע כִּ֥י כָל־נֵ֖בֶל יִמָּ֥לֵא יָֽיִן׃ ,כִּ֥י כָל־נֵ֖בֶל יִמָּ֥לֵא יָֽיִן׃ 
1288,457969,2_Samuel 1:3,מִמַּחֲנֵ֥ה יִשְׂרָאֵ֖ל ,Cmpl,וַיֹּ֤אמֶר לֹו֙ דָּוִ֔ד אֵ֥י מִזֶּ֖ה תָּבֹ֑וא וַיֹּ֣אמֶר אֵלָ֔יו מִמַּחֲנֵ֥ה יִשְׂרָאֵ֖ל נִמְלָֽטְתִּי׃ ,מִמַּחֲנֵ֥ה יִשְׂרָאֵ֖ל נִמְלָֽטְתִּי׃ 
817,444085,Numbers 28:14,חֲצִ֣י הַהִין֩ ,Subj,וְנִסְכֵּיהֶ֗ם חֲצִ֣י הַהִין֩ יִהְיֶ֨ה לַפָּ֜ר וּשְׁלִישִׁ֧ת הַהִ֣ין לָאַ֗יִל וּרְבִיעִ֥ת הַהִ֛ין לַכֶּ֖בֶשׂ יָ֑יִן זֹ֣את עֹלַ֥ת חֹ֨דֶשׁ֙ בְּחָדְשֹׁ֔ו לְחָדְשֵׁ֖י הַשָּׁנָֽה׃ ,חֲצִ֣י הַהִין֩ יִהְיֶ֨ה לַפָּ֜ר 
1783,470160,Isaiah 28:15,עִם־שְׁאֹ֖ול ,Cmpl,כִּ֣י אֲמַרְתֶּ֗ם כָּרַ֤תְנֽוּ בְרִית֙ אֶת־מָ֔וֶת וְעִם־שְׁאֹ֖ול עָשִׂ֣ינוּ חֹזֶ֑ה שֹׁ֣וט שֹׁוטֵ֤ף כִּֽי־יַֽעֲבֹר֙ לֹ֣א יְבֹואֵ֔נוּ כִּ֣י שַׂ֧מְנוּ כָזָ֛ב מַחְסֵ֖נוּ וּבַשֶּׁ֥קֶר נִסְתָּֽרְנוּ׃ ס ,וְעִם־שְׁאֹ֖ול עָשִׂ֣ינוּ חֹזֶ֑ה 
3566,497093,Psalms 140:5,מֵאִ֣ישׁ חֲמָסִ֣ים ,Cmpl,שָׁמְרֵ֤נִי יְהוָ֨ה׀ מִ֘ידֵ֤י רָשָׁ֗ע מֵאִ֣ישׁ חֲמָסִ֣ים תִּנְצְרֵ֑נִי אֲשֶׁ֥ר חָ֝שְׁב֗וּ לִדְחֹ֥ות פְּעָמָֽי׃ ,מֵאִ֣ישׁ חֲמָסִ֣ים תִּנְצְרֵ֑נִי 
2859,486622,Joel 4:10,הַֽחַלָּ֔שׁ ,Subj,כֹּ֤תּוּ אִתֵּיכֶם֙ לַֽחֲרָבֹ֔ות וּמַזְמְרֹֽתֵיכֶ֖ם לִרְמָחִ֑ים הַֽחַלָּ֔שׁ יֹאמַ֖ר גִּבֹּ֥ור אָֽנִי׃ ,הַֽחַלָּ֔שׁ יֹאמַ֖ר 
3121,491039,Psalms 20:10,הַ֝מֶּ֗לֶךְ ,Subj,יְהוָ֥ה הֹושִׁ֑יעָה הַ֝מֶּ֗לֶךְ יַעֲנֵ֥נוּ בְיֹום־קָרְאֵֽנוּ׃ ,הַ֝מֶּ֗לֶךְ יַעֲנֵ֥נוּ בְיֹום־
3191,491942,Psalms 37:28,זֶ֖רַע רְשָׁעִ֣ים ,Subj,כִּ֤י יְהוָ֨ה׀ אֹ֘הֵ֤ב מִשְׁפָּ֗ט וְלֹא־יַעֲזֹ֣ב אֶת־חֲ֭סִידָיו לְעֹולָ֣ם נִשְׁמָ֑רוּ וְזֶ֖רַע רְשָׁעִ֣ים נִכְרָֽת׃ ,וְזֶ֖רַע רְשָׁעִ֣ים נִכְרָֽת׃ 
2207,475783,Jeremiah 17:3,חֵילְךָ֥ כָל־אֹוצְרֹותֶ֖יךָ ,Objc,הֲרָרִי֙ בַּשָּׂדֶ֔ה חֵילְךָ֥ כָל־אֹוצְרֹותֶ֖יךָ לָבַ֣ז אֶתֵּ֑ן בָּמֹתֶ֕יךָ בְּחַטָּ֖את בְּכָל־גְּבוּלֶֽיךָ׃ ,חֵילְךָ֥ כָל־אֹוצְרֹותֶ֖יךָ לָבַ֣ז אֶתֵּ֑ן 
3303,493640,Psalms 71:10,שֹׁמְרֵ֥י נַ֝פְשִׁ֗י ,Subj,כִּֽי־אָמְר֣וּ אֹויְבַ֣י לִ֑י וְשֹׁמְרֵ֥י נַ֝פְשִׁ֗י נֹועֲצ֥וּ יַחְדָּֽו׃ ,וְשֹׁמְרֵ֥י נַ֝פְשִׁ֗י נֹועֲצ֥וּ יַחְדָּֽו׃ 
778,443037,Numbers 19:13,מֵ֨י נִדָּ֜ה ,Subj,כָּֽל־הַנֹּגֵ֡עַ בְּמֵ֣ת בְּנֶפֶשׁ֩ הָאָדָ֨ם אֲשֶׁר־יָמ֜וּת וְלֹ֣א יִתְחַטָּ֗א אֶת־מִשְׁכַּ֤ן יְהוָה֙ טִמֵּ֔א וְנִכְרְתָ֛ה הַנֶּ֥פֶשׁ הַהִ֖וא מִיִּשְׂרָאֵ֑ל כִּי֩ מֵ֨י נִדָּ֜ה לֹא־זֹרַ֤ק עָלָיו֙ טָמֵ֣א יִהְיֶ֔ה עֹ֖וד טֻמְאָתֹ֥ו בֹֽו׃ ,כִּי֩ מֵ֨י נִדָּ֜ה לֹא־זֹרַ֤ק עָלָיו֙ 
2592,482986,Ezekiel 26:16,עַל־הָאָ֣רֶץ ,Cmpl,וְֽיָרְד֞וּ מֵעַ֣ל כִּסְאֹותָ֗ם כֹּ֚ל נְשִׂיאֵ֣י הַיָּ֔ם וְהֵסִ֨ירוּ֙ אֶת־מְעִ֣ילֵיהֶ֔ם וְאֶת־בִּגְדֵ֥י רִקְמָתָ֖ם יִפְשֹׁ֑טוּ חֲרָדֹ֤ות׀ יִלְבָּ֨שׁוּ֙ עַל־הָאָ֣רֶץ יֵשֵׁ֔בוּ וְחָֽרְדוּ֙ לִרְגָעִ֔ים וְשָׁמְמ֖וּ עָלָֽיִךְ׃ ,עַל־הָאָ֣רֶץ יֵשֵׁ֔בוּ 
4538,509792,Nehemiah 13:19,מִנְּעָרַ֗י ,Objc,וַיְהִ֡י כַּאֲשֶׁ֣ר צָֽלֲלוּ֩ שַׁעֲרֵ֨י יְרוּשָׁלִַ֜ם לִפְנֵ֣י הַשַּׁבָּ֗ת וָאֹֽמְרָה֙ וַיִּסָּגְר֣וּ הַדְּלָתֹ֔ות וָאֹ֣מְרָ֔ה אֲשֶׁר֙ לֹ֣א יִפְתָּח֔וּם עַ֖ד אַחַ֣ר הַשַּׁבָּ֑ת וּמִנְּעָרַ֗י הֶֽעֱמַ֨דְתִּי֙ עַל־הַשְּׁעָרִ֔ים לֹא־יָבֹ֥וא מַשָּׂ֖א בְּיֹ֥ום הַשַּׁבָּֽת׃ ,וּמִנְּעָרַ֗י הֶֽעֱמַ֨דְתִּי֙ עַל־הַשְּׁעָרִ֔ים 
2681,483889,Ezekiel 34:18,אֵת֙ הַנֹּ֣ותָרִ֔ים ,Objc,הַמְעַ֣ט מִכֶּ֗ם הַמִּרְעֶ֤ה הַטֹּוב֙ תִּרְע֔וּ וְיֶ֨תֶר֙ מִרְעֵיכֶ֔ם תִּרְמְס֖וּ בְּרַגְלֵיכֶ֑ם וּמִשְׁקַע־מַ֣יִם תִּשְׁתּ֔וּ וְאֵת֙ הַנֹּ֣ותָרִ֔ים בְּרַגְלֵיכֶ֖ם תִּרְפֹּשֽׂוּן׃ ,וְאֵת֙ הַנֹּ֣ותָרִ֔ים בְּרַגְלֵיכֶ֖ם תִּרְפֹּשֽׂוּן׃ 
3027,489728,Zechariah 11:16,הַנַּ֣עַר ,Objc,כִּ֣י הִנֵּֽה־אָנֹכִי֩ מֵקִ֨ים רֹעֶ֜ה בָּאָ֗רֶץ הַנִּכְחָדֹ֤ות לֹֽא־יִפְקֹד֙ הַנַּ֣עַר לֹֽא־יְבַקֵּ֔שׁ וְהַנִּשְׁבֶּ֖רֶת לֹ֣א יְרַפֵּ֑א הַנִּצָּבָה֙ לֹ֣א יְכַלְכֵּ֔ל וּבְשַׂ֤ר הַבְּרִיאָה֙ יֹאכַ֔ל וּפַרְסֵיהֶ֖ן יְפָרֵֽק׃ ס ,הַנַּ֣עַר לֹֽא־יְבַקֵּ֔שׁ 
