,cl_node,ref,clause_type,verse_text,cl_text,target_ph,xphrase_function
9447,450163,Joshua 14:12,clause_x,וְעַתָּ֗ה תְּנָה־לִּי֙ אֶת־הָהָ֣ר הַזֶּ֔ה אֲשֶׁר־דִּבֶּ֥ר יְהוָ֖ה בַּיֹּ֣ום הַה֑וּא כִּ֣י אַתָּֽה־שָׁמַעְתָּ֩ בַיֹּ֨ום הַה֜וּא כִּֽי־עֲנָקִ֣ים שָׁ֗ם וְעָרִים֙ גְּדֹלֹ֣ות בְּצֻרֹ֔ות אוּלַ֨י יְהוָ֤ה אֹותִי֙ וְהֹ֣ורַשְׁתִּ֔ים כַּאֲשֶׁ֖ר דִּבֶּ֥ר יְהוָֽה׃ ,אֲשֶׁר־דִּבֶּ֥ר יְהוָ֖ה בַּיֹּ֣ום הַה֑וּא ,בַּיֹּ֣ום הַה֑וּא ,Time
9628,451068,Joshua 24:25,clause_x,וַיִּכְרֹ֨ת יְהֹושֻׁ֧עַ בְּרִ֛ית לָעָ֖ם בַּיֹּ֣ום הַה֑וּא וַיָּ֥שֶׂם לֹ֛ו חֹ֥ק וּמִשְׁפָּ֖ט בִּשְׁכֶֽם׃ ,וַיִּכְרֹ֨ת יְהֹושֻׁ֧עַ בְּרִ֛ית לָעָ֖ם בַּיֹּ֣ום הַה֑וּא ,בַּיֹּ֣ום הַה֑וּא ,Time
9757,451552,Judges 5:1,clause_x,וַתָּ֣שַׁר דְּבֹורָ֔ה וּבָרָ֖ק בֶּן־אֲבִינֹ֑עַם בַּיֹּ֥ום הַה֖וּא לֵאמֹֽר׃ ,וַתָּ֣שַׁר דְּבֹורָ֔ה וּבָרָ֖ק בֶּן־אֲבִינֹ֑עַם בַּיֹּ֥ום הַה֖וּא ,בַּיֹּ֥ום הַה֖וּא ,Time
10404,454397,1_Samuel 4:12,clause_x,וַיָּ֤רָץ אִישׁ־בִּנְיָמִן֙ מֵהַמַּ֣עֲרָכָ֔ה וַיָּבֹ֥א שִׁלֹ֖ה בַּיֹּ֣ום הַה֑וּא וּמַדָּ֣יו קְרֻעִ֔ים וַאֲדָמָ֖ה עַל־רֹאשֹֽׁו׃ ,וַיָּבֹ֥א שִׁלֹ֖ה בַּיֹּ֣ום הַה֑וּא ,בַּיֹּ֣ום הַה֑וּא ,Time
10439,454595,1_Samuel 6:16,clause_x,וַחֲמִשָּׁ֥ה סַרְנֵֽי־פְלִשְׁתִּ֖ים רָא֑וּ וַיָּשֻׁ֥בוּ עֶקְרֹ֖ון בַּיֹּ֥ום הַהֽוּא׃ ס ,וַיָּשֻׁ֥בוּ עֶקְרֹ֖ון בַּיֹּ֥ום הַהֽוּא׃ ס ,בַּיֹּ֥ום הַהֽוּא׃ ס ,Time
10458,454645,1_Samuel 7:6,clause_x,וַיִּקָּבְצ֣וּ הַ֠מִּצְפָּתָה וַיִּֽשְׁאֲבוּ־מַ֜יִם וַֽיִּשְׁפְּכ֣וּ׀ לִפְנֵ֣י יְהוָ֗ה וַיָּצ֨וּמוּ֙ בַּיֹּ֣ום הַה֔וּא וַיֹּ֣אמְרוּ שָׁ֔ם חָטָ֖אנוּ לַיהוָ֑ה וַיִּשְׁפֹּ֧ט שְׁמוּאֵ֛ל אֶת־בְּנֵ֥י יִשְׂרָאֵ֖ל בַּמִּצְפָּֽה׃ ,וַיָּצ֨וּמוּ֙ בַּיֹּ֣ום הַה֔וּא ,בַּיֹּ֣ום הַה֔וּא ,Time
10483,454754,1_Samuel 8:18,clause_x,וּזְעַקְתֶּם֙ בַּיֹּ֣ום הַה֔וּא מִלִּפְנֵ֣י מַלְכְּכֶ֔ם אֲשֶׁ֥ר בְּחַרְתֶּ֖ם לָכֶ֑ם וְלֹֽא־יַעֲנֶ֧ה יְהוָ֛ה אֶתְכֶ֖ם בַּיֹּ֥ום הַהֽוּא׃ ,וְלֹֽא־יַעֲנֶ֧ה יְהוָ֛ה אֶתְכֶ֖ם בַּיֹּ֥ום הַהֽוּא׃ ,בַּיֹּ֥ום הַהֽוּא׃ ,Time
10520,454921,1_Samuel 9:24,clause_x,וַיָּ֣רֶם הַ֠טַּבָּח אֶת־הַשֹּׁ֨וק וְהֶעָלֶ֜יהָ וַיָּ֣שֶׂם׀ לִפְנֵ֣י שָׁא֗וּל וַיֹּ֨אמֶר֙ הִנֵּ֤ה הַנִּשְׁאָר֙ שִׂים־לְפָנֶ֣יךָ אֱכֹ֔ל כִּ֧י לַמֹּועֵ֛ד שָֽׁמוּר־לְךָ֥ לֵאמֹ֖ר הָעָ֣ם׀ קָרָ֑אתִי וַיֹּ֧אכַל שָׁא֛וּל עִם־שְׁמוּאֵ֖ל בַּיֹּ֥ום הַהֽוּא׃ ,וַיֹּ֧אכַל שָׁא֛וּל עִם־שְׁמוּאֵ֖ל בַּיֹּ֥ום הַהֽוּא׃ ,בַּיֹּ֥ום הַהֽוּא׃ ,Time
10542,454995,1_Samuel 10:9,clause_x,וְהָיָ֗ה כְּהַפְנֹתֹ֤ו שִׁכְמֹו֙ לָלֶ֨כֶת֙ מֵעִ֣ם שְׁמוּאֵ֔ל וַיַּהֲפָךְ־לֹ֥ו אֱלֹהִ֖ים לֵ֣ב אַחֵ֑ר וַיָּבֹ֛אוּ כָּל־הָאֹתֹ֥ות הָאֵ֖לֶּה בַּיֹּ֥ום הַהֽוּא׃ ס ,וַיָּבֹ֛אוּ כָּל־הָאֹתֹ֥ות הָאֵ֖לֶּה בַּיֹּ֥ום הַהֽוּא׃ ס ,בַּיֹּ֥ום הַהֽוּא׃ ס ,Time
10602,455246,1_Samuel 12:18,clause_x,וַיִּקְרָ֤א שְׁמוּאֵל֙ אֶל־יְהוָ֔ה וַיִּתֵּ֧ן יְהוָ֛ה קֹלֹ֥ת וּמָטָ֖ר בַּיֹּ֣ום הַה֑וּא וַיִּירָ֨א כָל־הָעָ֥ם מְאֹ֛ד אֶת־יְהוָ֖ה וְאֶת־שְׁמוּאֵֽל׃ ,וַיִּתֵּ֧ן יְהוָ֛ה קֹלֹ֥ת וּמָטָ֖ר בַּיֹּ֣ום הַה֑וּא ,בַּיֹּ֣ום הַה֑וּא ,Time
10637,455452,1_Samuel 14:18,clause_x,וַיֹּ֤אמֶר שָׁאוּל֙ לַֽאֲחִיָּ֔ה הַגִּ֖ישָׁה אֲרֹ֣ון הָאֱלֹהִ֑ים כִּֽי־הָיָ֞ה אֲרֹ֧ון הָאֱלֹהִ֛ים בַּיֹּ֥ום הַה֖וּא וּבְנֵ֥י יִשְׂרָאֵֽל׃ ,כִּֽי־הָיָ֞ה אֲרֹ֧ון הָאֱלֹהִ֛ים בַּיֹּ֥ום הַה֖וּא ,בַּיֹּ֥ום הַה֖וּא ,Time
10663,455555,1_Samuel 14:37,clause_x,וַיִּשְׁאַ֤ל שָׁאוּל֙ בֵּֽאלֹהִ֔ים הַֽאֵרֵד֙ אַחֲרֵ֣י פְלִשְׁתִּ֔ים הֲתִתְּנֵ֖ם בְּיַ֣ד יִשְׂרָאֵ֑ל וְלֹ֥א עָנָ֖הוּ בַּיֹּ֥ום הַהֽוּא׃ ,וְלֹ֥א עָנָ֖הוּ בַּיֹּ֥ום הַהֽוּא׃ ,בַּיֹּ֥ום הַהֽוּא׃ ,Time
10790,456198,1_Samuel 18:2,clause_x,וַיִּקָּחֵ֥הוּ שָׁא֖וּל בַּיֹּ֣ום הַה֑וּא וְלֹ֣א נְתָנֹ֔ו לָשׁ֖וּב בֵּ֥ית אָבִֽיו׃ ,וַיִּקָּחֵ֥הוּ שָׁא֖וּל בַּיֹּ֣ום הַה֑וּא ,בַּיֹּ֣ום הַה֑וּא ,Time
10880,456585,1_Samuel 20:26,clause_x,וְלֹֽא־דִבֶּ֥ר שָׁא֛וּל מְא֖וּמָה בַּיֹּ֣ום הַה֑וּא כִּ֤י אָמַר֙ מִקְרֶ֣ה ה֔וּא בִּלְתִּ֥י טָהֹ֛ור ה֖וּא כִּֽי־לֹ֥א טָהֹֽור׃ ס ,וְלֹֽא־דִבֶּ֥ר שָׁא֛וּל מְא֖וּמָה בַּיֹּ֣ום הַה֑וּא ,בַּיֹּ֣ום הַה֑וּא ,Time
10937,456854,1_Samuel 22:22,clause_x,וַיֹּ֨אמֶר דָּוִ֜ד לְאֶבְיָתָ֗ר יָדַ֜עְתִּי בַּיֹּ֤ום הַהוּא֙ כִּֽי־שָׁם֙ דֹּואֵ֣ג הָאֲדֹמִ֔י כִּֽי־הַגֵּ֥ד יַגִּ֖יד לְשָׁא֑וּל אָנֹכִ֣י סַבֹּ֔תִי בְּכָל־נֶ֖פֶשׁ בֵּ֥ית אָבִֽיךָ׃ ,יָדַ֜עְתִּי בַּיֹּ֤ום הַהוּא֙ ,בַּיֹּ֤ום הַהוּא֙ ,Time
11223,458375,2_Samuel 3:37,clause_x,וַיֵּדְע֧וּ כָל־הָעָ֛ם וְכָל־יִשְׂרָאֵ֖ל בַּיֹּ֣ום הַה֑וּא כִּ֣י לֹ֤א הָיְתָה֙ מֵֽהַמֶּ֔לֶךְ לְהָמִ֖ית אֶת־אַבְנֵ֥ר בֶּן־נֵֽר׃ פ ,וַיֵּדְע֧וּ כָל־הָעָ֛ם וְכָל־יִשְׂרָאֵ֖ל בַּיֹּ֣ום הַה֑וּא ,בַּיֹּ֣ום הַה֑וּא ,Time
11245,458477,2_Samuel 5:8,clause_x,וַיֹּ֨אמֶר דָּוִ֜ד בַּיֹּ֣ום הַה֗וּא כָּל־מַכֵּ֤ה יְבֻסִי֙ וְיִגַּ֣ע בַּצִּנֹּ֔ור וְאֶת־הַפִּסְחִים֙ וְאֶת־הַ֣עִוְרִ֔ים שְׂנֻאֵ֖י נֶ֣פֶשׁ דָּוִ֑ד עַל־כֵּן֙ יֹֽאמְר֔וּ עִוֵּ֣ר וּפִסֵּ֔חַ לֹ֥א יָבֹ֖וא אֶל־הַבָּֽיִת׃ ,וַיֹּ֨אמֶר דָּוִ֜ד בַּיֹּ֣ום הַה֗וּא ,בַּיֹּ֣ום הַה֗וּא ,Time
11269,458566,2_Samuel 6:9,clause_x,וַיִּרָ֥א דָוִ֛ד אֶת־יְהוָ֖ה בַּיֹּ֣ום הַה֑וּא וַיֹּ֕אמֶר אֵ֛יךְ יָבֹ֥וא אֵלַ֖י אֲרֹ֥ון יְהוָֽה׃ ,וַיִּרָ֥א דָוִ֛ד אֶת־יְהוָ֖ה בַּיֹּ֣ום הַה֑וּא ,בַּיֹּ֣ום הַה֑וּא ,Time
11629,460148,2_Samuel 18:8,clause_x,וַתְּהִי־שָׁ֧ם הַמִּלְחָמָ֛ה נָפֹ֖וצֶת עַל־פְּנֵ֣י כָל־הָאָ֑רֶץ וַיֶּ֤רֶב הַיַּ֨עַר֙ לֶאֱכֹ֣ל בָּעָ֔ם מֵאֲשֶׁ֥ר אָכְלָ֛ה הַחֶ֖רֶב בַּיֹּ֥ום הַהֽוּא׃ ,מֵאֲשֶׁ֥ר אָכְלָ֛ה הַחֶ֖רֶב בַּיֹּ֥ום הַהֽוּא׃ ,בַּיֹּ֥ום הַהֽוּא׃ ,Time
11679,460299,2_Samuel 19:3,clause_x,וַתְּהִ֨י הַתְּשֻׁעָ֜ה בַּיֹּ֥ום הַה֛וּא לְאֵ֖בֶל לְכָל־הָעָ֑ם כִּֽי־שָׁמַ֣ע הָעָ֗ם בַּיֹּ֤ום הַהוּא֙ לֵאמֹ֔ר נֶעֱצַ֥ב הַמֶּ֖לֶךְ עַל־בְּנֹֽו׃ ,כִּֽי־שָׁמַ֣ע הָעָ֗ם בַּיֹּ֤ום הַהוּא֙ ,בַּיֹּ֤ום הַהוּא֙ ,Time
11681,460302,2_Samuel 19:4,clause_x,וַיִּתְגַּנֵּ֥ב הָעָ֛ם בַּיֹּ֥ום הַה֖וּא לָבֹ֣וא הָעִ֑יר כַּאֲשֶׁ֣ר יִתְגַּנֵּ֗ב הָעָם֙ הַנִּכְלָמִ֔ים בְּנוּסָ֖ם בַּמִּלְחָמָֽה׃ ,וַיִּתְגַּנֵּ֥ב הָעָ֛ם בַּיֹּ֥ום הַה֖וּא ,בַּיֹּ֥ום הַה֖וּא ,Time
11811,460924,2_Samuel 23:10,clause_x,ה֣וּא קָם֩ וַיַּ֨ךְ בַּפְּלִשְׁתִּ֜ים עַ֣ד׀ כִּֽי־יָגְעָ֣ה יָדֹ֗ו וַתִּדְבַּ֤ק יָדֹו֙ אֶל־הַחֶ֔רֶב וַיַּ֧עַשׂ יְהוָ֛ה תְּשׁוּעָ֥ה גְדֹולָ֖ה בַּיֹּ֣ום הַה֑וּא וְהָעָ֛ם יָשֻׁ֥בוּ אַחֲרָ֖יו אַךְ־לְפַשֵּֽׁט׃ ס ,וַיַּ֧עַשׂ יְהוָ֛ה תְּשׁוּעָ֥ה גְדֹולָ֖ה בַּיֹּ֣ום הַה֑וּא ,בַּיֹּ֣ום הַה֑וּא ,Time
11839,461102,2_Samuel 24:18,clause_x,וַיָּבֹא־גָ֥ד אֶל־דָּוִ֖ד בַּיֹּ֣ום הַה֑וּא וַיֹּ֣אמֶר לֹ֗ו עֲלֵה֙ הָקֵ֤ם לַֽיהוָה֙ מִזְבֵּ֔חַ בְּגֹ֖רֶן אֲרַ֥וְנָה הַיְבֻסִֽי׃ ,וַיָּבֹא־גָ֥ד אֶל־דָּוִ֖ד בַּיֹּ֣ום הַה֑וּא ,בַּיֹּ֣ום הַה֑וּא ,Time
12616,464670,1_Kings 22:35,clause_x,וַתַּעֲלֶ֤ה הַמִּלְחָמָה֙ בַּיֹּ֣ום הַה֔וּא וְהַמֶּ֗לֶךְ הָיָ֧ה מָעֳמָ֛ד בַּמֶּרְכָּבָ֖ה נֹ֣כַח אֲרָ֑ם וַיָּ֣מָת בָּעֶ֔רֶב וַיִּ֥צֶק דַּֽם־הַמַּכָּ֖ה אֶל־חֵ֥יק הָרָֽכֶב׃ ,וַתַּעֲלֶ֤ה הַמִּלְחָמָה֙ בַּיֹּ֣ום הַה֔וּא ,בַּיֹּ֣ום הַה֔וּא ,Time
13421,468300,Isaiah 2:11,clause_x,עֵינֵ֞י גַּבְה֤וּת אָדָם֙ שָׁפֵ֔ל וְשַׁ֖ח ר֣וּם אֲנָשִׁ֑ים וְנִשְׂגַּ֧ב יְהוָ֛ה לְבַדֹּ֖ו בַּיֹּ֥ום הַהֽוּא׃ ס ,וְנִשְׂגַּ֧ב יְהוָ֛ה לְבַדֹּ֖ו בַּיֹּ֥ום הַהֽוּא׃ ס ,בַּיֹּ֥ום הַהֽוּא׃ ס ,Time
13424,468313,Isaiah 2:17,clause_x,וְשַׁח֙ גַּבְה֣וּת הָאָדָ֔ם וְשָׁפֵ֖ל ר֣וּם אֲנָשִׁ֑ים וְנִשְׂגַּ֧ב יְהוָ֛ה לְבַדֹּ֖ו בַּיֹּ֥ום הַהֽוּא׃ ,וְנִשְׂגַּ֧ב יְהוָ֛ה לְבַדֹּ֖ו בַּיֹּ֥ום הַהֽוּא׃ ,בַּיֹּ֥ום הַהֽוּא׃ ,Time
13428,468343,Isaiah 3:7,clause_x,יִשָּׂא֩ בַיֹּ֨ום הַה֤וּא׀ לֵאמֹר֙ לֹא־אֶהְיֶ֣ה חֹבֵ֔שׁ וּבְבֵיתִ֕י אֵ֥ין לֶ֖חֶם וְאֵ֣ין שִׂמְלָ֑ה לֹ֥א תְשִׂימֻ֖נִי קְצִ֥ין עָֽם׃ ,יִשָּׂא֩ בַיֹּ֨ום הַה֤וּא׀ ,בַיֹּ֨ום הַה֤וּא׀ ,Time
13432,468406,Isaiah 4:1,clause_x,וְהֶחֱזִיקוּ֩ שֶׁ֨בַע נָשִׁ֜ים בְּאִ֣ישׁ אֶחָ֗ד בַּיֹּ֤ום הַהוּא֙ לֵאמֹ֔ר לַחְמֵ֣נוּ נֹאכֵ֔ל וְשִׂמְלָתֵ֖נוּ נִלְבָּ֑שׁ רַ֗ק יִקָּרֵ֤א שִׁמְךָ֙ עָלֵ֔ינוּ אֱסֹ֖ף חֶרְפָּתֵֽנוּ׃ ס ,וְהֶחֱזִיקוּ֩ שֶׁ֨בַע נָשִׁ֜ים בְּאִ֣ישׁ אֶחָ֗ד בַּיֹּ֤ום הַהוּא֙ ,בַּיֹּ֤ום הַהוּא֙ ,Time
13512,469066,Isaiah 12:1,clause_x,וְאָֽמַרְתָּ֙ בַּיֹּ֣ום הַה֔וּא אֹודְךָ֣ יְהוָ֔ה כִּ֥י אָנַ֖פְתָּ בִּ֑י יָשֹׁ֥ב אַפְּךָ֖ וּֽתְנַחֲמֵֽנִי׃ ,וְאָֽמַרְתָּ֙ בַּיֹּ֣ום הַה֔וּא ,בַּיֹּ֣ום הַה֔וּא ,Time
13513,469078,Isaiah 12:4,clause_x,וַאֲמַרְתֶּ֞ם בַּיֹּ֣ום הַה֗וּא הֹוד֤וּ לַֽיהוָה֙ קִרְא֣וּ בִשְׁמֹ֔ו הֹודִ֥יעוּ בָֽעַמִּ֖ים עֲלִֽילֹתָ֑יו הַזְכִּ֕ירוּ כִּ֥י נִשְׂגָּ֖ב שְׁמֹֽו׃ ,וַאֲמַרְתֶּ֞ם בַּיֹּ֣ום הַה֗וּא ,בַּיֹּ֣ום הַה֗וּא ,Time
13575,469545,Isaiah 19:21,clause_x,וְנֹודַ֤ע יְהוָה֙ לְמִצְרַ֔יִם וְיָדְע֥וּ מִצְרַ֛יִם אֶת־יְהוָ֖ה בַּיֹּ֣ום הַה֑וּא וְעָֽבְדוּ֙ זֶ֣בַח וּמִנְחָ֔ה וְנָדְרוּ־נֵ֥דֶר לַֽיהוָ֖ה וְשִׁלֵּֽמוּ׃ ,וְיָדְע֥וּ מִצְרַ֛יִם אֶת־יְהוָ֖ה בַּיֹּ֣ום הַה֑וּא ,בַּיֹּ֣ום הַה֑וּא ,Time
13578,469579,Isaiah 20:6,clause_x,וְ֠אָמַר יֹשֵׁ֨ב הָאִ֣י הַזֶּה֮ בַּיֹּ֣ום הַהוּא֒ הִנֵּה־כֹ֣ה מַבָּטֵ֗נוּ אֲשֶׁר־נַ֤סְנוּ שָׁם֙ לְעֶזְרָ֔ה לְהִ֨נָּצֵ֔ל מִפְּנֵ֖י מֶ֣לֶךְ אַשּׁ֑וּר וְאֵ֖יךְ נִמָּלֵ֥ט אֲנָֽחְנוּ׃ ס ,וְ֠אָמַר יֹשֵׁ֨ב הָאִ֣י הַזֶּה֮ בַּיֹּ֣ום הַהוּא֒ ,בַּיֹּ֣ום הַהוּא֒ ,Time
13633,469944,Isaiah 25:9,clause_x,וְאָמַר֙ בַּיֹּ֣ום הַה֔וּא הִנֵּ֨ה אֱלֹהֵ֥ינוּ זֶ֛ה קִוִּ֥ינוּ לֹ֖ו וְיֹֽושִׁיעֵ֑נוּ זֶ֤ה יְהוָה֙ קִוִּ֣ינוּ לֹ֔ו נָגִ֥ילָה וְנִשְׂמְחָ֖ה בִּישׁוּעָתֹֽו׃ ,וְאָמַר֙ בַּיֹּ֣ום הַה֔וּא ,בַּיֹּ֣ום הַה֔וּא ,Time
14753,478327,Jeremiah 39:10,clause_x,וּמִן־הָעָ֣ם הַדַּלִּ֗ים אֲשֶׁ֤ר אֵין־לָהֶם֙ מְא֔וּמָה הִשְׁאִ֛יר נְבוּזַרְאֲדָ֥ן רַב־טַבָּחִ֖ים בְּאֶ֣רֶץ יְהוּדָ֑ה וַיִּתֵּ֥ן לָהֶ֛ם כְּרָמִ֥ים וִֽיגֵבִ֖ים בַּיֹּ֥ום הַהֽוּא׃ ,וַיִּתֵּ֥ן לָהֶ֛ם כְּרָמִ֥ים וִֽיגֵבִ֖ים בַּיֹּ֥ום הַהֽוּא׃ ,בַּיֹּ֥ום הַהֽוּא׃ ,Time
14762,478350,Jeremiah 39:16,clause_x,הָלֹ֣וךְ וְאָמַרְתָּ֡ לְעֶבֶד־מֶ֨לָךְ הַכּוּשִׁ֜י לֵאמֹ֗ר כֹּֽה־אָמַ֞ר יְהוָ֤ה צְבָאֹות֙ אֱלֹהֵ֣י יִשְׂרָאֵ֔ל הִנְנִי֩ מֵבִ֨יא אֶת־דְּבָרַ֜י אֶל־הָעִ֥יר הַזֹּ֛את לְרָעָ֖ה וְלֹ֣א לְטֹובָ֑ה וְהָי֥וּ לְפָנֶ֖יךָ בַּיֹּ֥ום הַהֽוּא׃ ,וְהָי֥וּ לְפָנֶ֖יךָ בַּיֹּ֥ום הַהֽוּא׃ ,בַּיֹּ֥ום הַהֽוּא׃ ,Time
14763,478351,Jeremiah 39:17,clause_x,וְהִצַּלְתִּ֥יךָ בַיֹּום־הַה֖וּא נְאֻם־יְהוָ֑ה וְלֹ֤א תִנָּתֵן֙ בְּיַ֣ד הָֽאֲנָשִׁ֔ים אֲשֶׁר־אַתָּ֥ה יָגֹ֖ור מִפְּנֵיהֶֽם׃ ,וְהִצַּלְתִּ֥יךָ בַיֹּום־הַה֖וּא ,בַיֹּום־הַה֖וּא ,Time
15440,482682,Ezekiel 23:38,clause_x,עֹ֥וד זֹ֖את עָ֣שׂוּ לִ֑י טִמְּא֤וּ אֶת־מִקְדָּשִׁי֙ בַּיֹּ֣ום הַה֔וּא וְאֶת־שַׁבְּתֹותַ֖י חִלֵּֽלוּ׃ ,טִמְּא֤וּ אֶת־מִקְדָּשִׁי֙ בַּיֹּ֣ום הַה֔וּא ,בַּיֹּ֣ום הַה֔וּא ,Time
