,cl_node,ref,target_ph,xphrase_function,verse_text,cl_text
9280,449332,Joshua 7:6,יַּעֲל֥וּ ,Cmpl,וַיִּקְרַ֨ע יְהֹושֻׁ֜עַ שִׂמְלֹתָ֗יו וַיִּפֹּל֩ עַל־פָּנָ֨יו אַ֜רְצָה לִפְנֵ֨י אֲרֹ֤ון יְהוָה֙ עַד־הָעֶ֔רֶב ה֖וּא וְזִקְנֵ֣י יִשְׂרָאֵ֑ל וַיַּעֲל֥וּ עָפָ֖ר עַל־רֹאשָֽׁם׃ ,וַיַּעֲל֥וּ עָפָ֖ר עַל־רֹאשָֽׁם׃ 
10737,455994,1_Samuel 17:22,יִּטֹּשׁ֩ ,Cmpl,וַיִּטֹּשׁ֩ דָּוִ֨ד אֶת־הַכֵּלִ֜ים מֵעָלָ֗יו עַל־יַד֙ שֹׁומֵ֣ר הַכֵּלִ֔ים וַיָּ֖רָץ הַמַּעֲרָכָ֑ה וַיָּבֹ֕א וַיִּשְׁאַ֥ל לְאֶחָ֖יו לְשָׁלֹֽום׃ ,וַיִּטֹּשׁ֩ דָּוִ֨ד אֶת־הַכֵּלִ֜ים מֵעָלָ֗יו עַל־יַד֙ שֹׁומֵ֣ר הַכֵּלִ֔ים 
12115,462368,1_Kings 8:40,נָתַ֖תָּה ,Cmpl,לְמַ֨עַן֙ יִֽרָא֔וּךָ כָּל־הַ֨יָּמִ֔ים אֲשֶׁר־הֵ֥ם חַיִּ֖ים עַל־פְּנֵ֣י הָאֲדָמָ֑ה אֲשֶׁ֥ר נָתַ֖תָּה לַאֲבֹתֵֽינוּ׃ ,אֲשֶׁ֥ר נָתַ֖תָּה לַאֲבֹתֵֽינוּ׃ 
5733,433045,Genesis 46:28,יָּבֹ֖אוּ ,Cmpl,וְאֶת־יְהוּדָ֞ה שָׁלַ֤ח לְפָנָיו֙ אֶל־יֹוסֵ֔ף לְהֹורֹ֥ת לְפָנָ֖יו גֹּ֑שְׁנָה וַיָּבֹ֖אוּ אַ֥רְצָה גֹּֽשֶׁן׃ ,וַיָּבֹ֖אוּ אַ֥רְצָה גֹּֽשֶׁן׃ 
15371,482176,Ezekiel 20:34,הֹוצֵאתִ֤י ,Cmpl,וְהֹוצֵאתִ֤י אֶתְכֶם֙ מִן־הָ֣עַמִּ֔ים וְקִבַּצְתִּ֣י אֶתְכֶ֔ם מִן־הָ֣אֲרָצֹ֔ות אֲשֶׁ֥ר נְפֹוצֹתֶ֖ם בָּ֑ם בְּיָ֤ד חֲזָקָה֙ וּבִזְרֹ֣ועַ נְטוּיָ֔ה וּבְחֵמָ֖ה שְׁפוּכָֽה׃ ,וְהֹוצֵאתִ֤י אֶתְכֶם֙ מִן־הָ֣עַמִּ֔ים 
11751,460650,2_Samuel 21:1,יְבַקֵּ֥שׁ ,Objc,וַיְהִ֣י רָעָב֩ בִּימֵ֨י דָוִ֜ד שָׁלֹ֣שׁ שָׁנִ֗ים שָׁנָה֙ אַחֲרֵ֣י שָׁנָ֔ה וַיְבַקֵּ֥שׁ דָּוִ֖ד אֶת־פְּנֵ֣י יְהוָ֑ה ס וַיֹּ֣אמֶר יְהוָ֗ה אֶל־שָׁאוּל֙ וְאֶל־בֵּ֣ית הַדָּמִ֔ים עַל־אֲשֶׁר־הֵמִ֖ית אֶת־הַגִּבְעֹנִֽים׃ ,וַיְבַקֵּ֥שׁ דָּוִ֖ד אֶת־פְּנֵ֣י יְהוָ֑ה ס 
12098,462316,1_Kings 8:31,בָ֗א ,Cmpl,אֵת֩ אֲשֶׁ֨ר יֶחֱטָ֥א אִישׁ֙ לְרֵעֵ֔הוּ וְנָֽשָׁא־בֹ֥ו אָלָ֖ה לְהַֽאֲלֹתֹ֑ו וּבָ֗א אָלָ֛ה לִפְנֵ֥י מִֽזְבַּחֲךָ֖ בַּבַּ֥יִת הַזֶּֽה׃ ,וּבָ֗א אָלָ֛ה לִפְנֵ֥י מִֽזְבַּחֲךָ֖ בַּבַּ֥יִת הַזֶּֽה׃ 
11561,459784,2_Samuel 15:24,יַּצִּ֨קוּ֙ ,Objc,וְהִנֵּ֨ה גַם־צָדֹ֜וק וְכָֽל־הַלְוִיִּ֣ם אִתֹּ֗ו נֹֽשְׂאִים֙ אֶת־אֲרֹון֙ בְּרִ֣ית הָאֱלֹהִ֔ים וַיַּצִּ֨קוּ֙ אֶת־אֲרֹ֣ון הָאֱלֹהִ֔ים וַיַּ֖עַל אֶבְיָתָ֑ר עַד־תֹּ֥ם כָּל־הָעָ֖ם לַעֲבֹ֥ור מִן־הָעִֽיר׃ ,וַיַּצִּ֨קוּ֙ אֶת־אֲרֹ֣ון הָאֱלֹהִ֔ים 
13032,466726,2_Kings 14:3,עָשָׂ֛ה ,Subj,וַיַּ֤עַשׂ הַיָּשָׁר֙ בְּעֵינֵ֣י יְהוָ֔ה רַ֕ק לֹ֖א כְּדָוִ֣ד אָבִ֑יו כְּכֹ֧ל אֲשֶׁר־עָשָׂ֛ה יֹואָ֥שׁ אָבִ֖יו עָשָֽׂה׃ ,אֲשֶׁר־עָשָׂ֛ה יֹואָ֥שׁ אָבִ֖יו 
16539,489827,Zechariah 13:7,הֲשִׁבֹתִ֥י ,Cmpl,חֶ֗רֶב עוּרִ֤י עַל־רֹעִי֙ וְעַל־גֶּ֣בֶר עֲמִיתִ֔י נְאֻ֖ם יְהוָ֣ה צְבָאֹ֑ות הַ֤ךְ אֶת־הָֽרֹעֶה֙ וּתְפוּצֶ֣יןָ הַצֹּ֔אן וַהֲשִׁבֹתִ֥י יָדִ֖י עַל־הַצֹּעֲרִֽים׃ ,וַהֲשִׁבֹתִ֥י יָדִ֖י עַל־הַצֹּעֲרִֽים׃ 
6683,437335,Exodus 35:10,יַעֲשׂ֔וּ ,Objc,וְכָל־חֲכַם־לֵ֖ב בָּכֶ֑ם יָבֹ֣אוּ וְיַעֲשׂ֔וּ אֵ֛ת כָּל־אֲשֶׁ֥ר צִוָּ֖ה יְהוָֽה׃ ,וְיַעֲשׂ֔וּ אֵ֛ת כָּל־
6408,436128,Exodus 24:4,יִּכְתֹּ֣ב ,Objc,וַיִּכְתֹּ֣ב מֹשֶׁ֗ה אֵ֚ת כָּל־דִּבְרֵ֣י יְהוָ֔ה וַיַּשְׁכֵּ֣ם בַּבֹּ֔קֶר וַיִּ֥בֶן מִזְבֵּ֖חַ תַּ֣חַת הָהָ֑ר וּשְׁתֵּ֤ים עֶשְׂרֵה֙ מַצֵּבָ֔ה לִשְׁנֵ֥ים עָשָׂ֖ר שִׁבְטֵ֥י יִשְׂרָאֵֽל׃ ,וַיִּכְתֹּ֣ב מֹשֶׁ֗ה אֵ֚ת כָּל־דִּבְרֵ֣י יְהוָ֔ה 
14241,475538,Jeremiah 14:16,שָׁפַכְתִּ֥י ,Objc,וְהָעָ֣ם אֲשֶׁר־הֵ֣מָּה נִבְּאִ֣ים לָהֶ֡ם יִֽהְי֣וּ מֻשְׁלָכִים֩ בְּחֻצֹ֨ות יְרוּשָׁלִַ֜ם מִפְּנֵ֣י׀ הָרָעָ֣ב וְהַחֶ֗רֶב וְאֵ֤ין מְקַבֵּר֙ לָהֵ֔מָּה הֵ֣מָּה נְשֵׁיהֶ֔ם וּבְנֵיהֶ֖ם וּבְנֹֽתֵיהֶ֑ם וְשָׁפַכְתִּ֥י עֲלֵיהֶ֖ם אֶת־רָעָתָֽם׃ ,וְשָׁפַכְתִּ֥י עֲלֵיהֶ֖ם אֶת־רָעָתָֽם׃ 
19123,511735,1_Chronicles 22:11,בָנִ֨יתָ֙ ,Objc,עַתָּ֣ה בְנִ֔י יְהִ֥י יְהוָ֖ה עִמָּ֑ךְ וְהִצְלַחְתָּ֗ וּבָנִ֨יתָ֙ בֵּ֚ית יְהוָ֣ה אֱלֹהֶ֔יךָ כַּאֲשֶׁ֖ר דִּבֶּ֥ר עָלֶֽיךָ׃ ,וּבָנִ֨יתָ֙ בֵּ֚ית יְהוָ֣ה אֱלֹהֶ֔יךָ 
19783,515319,2_Chronicles 33:20,יִּשְׁכַּ֤ב ,Cmpl,וַיִּשְׁכַּ֤ב מְנַשֶּׁה֙ עִם־אֲבֹתָ֔יו וַֽיִּקְבְּרֻ֖הוּ בֵּיתֹ֑ו וַיִּמְלֹ֛ךְ אָמֹ֥ון בְּנֹ֖ו תַּחְתָּֽיו׃ פ ,וַיִּשְׁכַּ֤ב מְנַשֶּׁה֙ עִם־אֲבֹתָ֔יו 
6662,437244,Exodus 34:16,זָנ֣וּ ,Cmpl,וְלָקַחְתָּ֥ מִבְּנֹתָ֖יו לְבָנֶ֑יךָ וְזָנ֣וּ בְנֹתָ֗יו אַחֲרֵי֙ אֱלֹ֣הֵיהֶ֔ן וְהִזְנוּ֙ אֶת־בָּנֶ֔יךָ אַחֲרֵ֖י אֱלֹהֵיהֶֽן׃ ,וְזָנ֣וּ בְנֹתָ֗יו אַחֲרֵי֙ אֱלֹ֣הֵיהֶ֔ן 
7555,440808,Leviticus 26:43,תִ֣רֶץ ,Objc,וְהָאָרֶץ֩ תֵּעָזֵ֨ב מֵהֶ֜ם וְתִ֣רֶץ אֶת־שַׁבְּתֹתֶ֗יהָ בָּהְשַׁמָּה֙ מֵהֶ֔ם וְהֵ֖ם יִרְצ֣וּ אֶת־עֲוֹנָ֑ם יַ֣עַן וּבְיַ֔עַן בְּמִשְׁפָּטַ֣י מָאָ֔סוּ וְאֶת־חֻקֹּתַ֖י גָּעֲלָ֥ה נַפְשָֽׁם׃ ,וְתִ֣רֶץ אֶת־שַׁבְּתֹתֶ֗יהָ 
8211,444397,Numbers 32:7,תְנִיא֔וּן ,Objc,וְלָ֣מָּה תְנִיא֔וּן אֶת־לֵ֖ב בְּנֵ֣י יִשְׂרָאֵ֑ל מֵֽעֲבֹר֙ אֶל־הָאָ֔רֶץ אֲשֶׁר־נָתַ֥ן לָהֶ֖ם יְהוָֽה׃ ,וְלָ֣מָּה תְנִיא֔וּן אֶת־לֵ֖ב בְּנֵ֣י יִשְׂרָאֵ֑ל 
12348,463264,1_Kings 14:10,בִֽעַרְתִּי֙ ,Cmpl,לָכֵ֗ן הִנְנִ֨י מֵבִ֤יא רָעָה֙ אֶל־בֵּ֣ית יָרָבְעָ֔ם וְהִכְרַתִּ֤י לְיָֽרָבְעָם֙ מַשְׁתִּ֣ין בְּקִ֔יר עָצ֥וּר וְעָז֖וּב בְּיִשְׂרָאֵ֑ל וּבִֽעַרְתִּי֙ אַחֲרֵ֣י בֵית־יָרָבְעָ֔ם כַּאֲשֶׁ֛ר יְבַעֵ֥ר הַגָּלָ֖ל עַד־תֻּמֹּֽו׃ ,וּבִֽעַרְתִּי֙ אַחֲרֵ֣י בֵית־יָרָבְעָ֔ם 
17959,501875,Proverbs 20:14,יֹאמַ֣ר ,Subj,רַ֣ע רַ֭ע יֹאמַ֣ר הַקֹּונֶ֑ה וְאֹזֵ֥ל לֹ֝֗ו אָ֣ז יִתְהַלָּֽל׃ ,יֹאמַ֣ר הַקֹּונֶ֑ה 
18013,502657,Proverbs 30:10,תַּלְשֵׁ֣ן ,Cmpl,אַל־תַּלְשֵׁ֣ן עֶ֭בֶד אֶל־אֲדֹנָ֑יו פֶּֽן־יְקַלֶּלְךָ֥ וְאָשָֽׁמְתָּ׃ ,אַל־תַּלְשֵׁ֣ן עֶ֭בֶד אֶל־אֲדֹנָ֑יו 
5225,430357,Genesis 27:31,יָּבֵ֖א ,Cmpl,וַיַּ֤עַשׂ גַּם־הוּא֙ מַטְעַמִּ֔ים וַיָּבֵ֖א לְאָבִ֑יו וַיֹּ֣אמֶר לְאָבִ֗יו יָקֻ֤ם אָבִי֙ וְיֹאכַל֙ מִצֵּ֣יד בְּנֹ֔ו בַּעֲב֖וּר תְּבָרֲכַ֥נִּי נַפְשֶֽׁךָ׃ ,וַיָּבֵ֖א לְאָבִ֑יו 
8876,447442,Deuteronomy 24:5,שִׂמַּ֖ח ,Objc,כִּֽי־יִקַּ֥ח אִישׁ֙ אִשָּׁ֣ה חֲדָשָׁ֔ה לֹ֤א יֵצֵא֙ בַּצָּבָ֔א וְלֹא־יַעֲבֹ֥ר עָלָ֖יו לְכָל־דָּבָ֑ר נָקִ֞י יִהְיֶ֤ה לְבֵיתֹו֙ שָׁנָ֣ה אֶחָ֔ת וְשִׂמַּ֖ח אֶת־אִשְׁתֹּ֥ו אֲשֶׁר־לָקָֽח׃ ס ,וְשִׂמַּ֖ח אֶת־אִשְׁתֹּ֥ו 
13588,469688,Isaiah 22:10,תִּתְֿצוּ֙ ,Objc,וְאֶת־בָּתֵּ֥י יְרוּשָׁלִַ֖ם סְפַרְתֶּ֑ם וַתִּתְֿצוּ֙ הַבָּ֣תִּ֔ים לְבַצֵּ֖ר הַחֹומָֽה׃ ,וַתִּתְֿצוּ֙ הַבָּ֣תִּ֔ים 
9052,448160,Deuteronomy 30:9,הֹותִֽירְךָ֩ ,Adju,וְהֹותִֽירְךָ֩ יְהוָ֨ה אֱלֹהֶ֜יךָ בְּכֹ֣ל׀ מַעֲשֵׂ֣ה יָדֶ֗ךָ בִּפְרִ֨י בִטְנְךָ֜ וּבִפְרִ֧י בְהֶמְתְּךָ֛ וּבִפְרִ֥י אַדְמָתְךָ֖ לְטֹובָ֑ה כִּ֣י׀ יָשׁ֣וּב יְהוָ֗ה לָשׂ֤וּשׂ עָלֶ֨יךָ֙ לְטֹ֔וב כַּאֲשֶׁר־שָׂ֖שׂ עַל־אֲבֹתֶֽיךָ׃ ,וְהֹותִֽירְךָ֩ יְהוָ֨ה אֱלֹהֶ֜יךָ בְּכֹ֣ל׀ מַעֲשֵׂ֣ה יָדֶ֗ךָ בִּפְרִ֨י בִטְנְךָ֜ וּבִפְרִ֧י בְהֶמְתְּךָ֛ וּבִפְרִ֥י אַדְמָתְךָ֖ לְטֹובָ֑ה 
8878,447451,Deuteronomy 24:7,בִֽעַרְתָּ֥ ,Cmpl,כִּי־יִמָּצֵ֣א אִ֗ישׁ גֹּנֵ֨ב נֶ֤פֶשׁ מֵאֶחָיו֙ מִבְּנֵ֣י יִשְׂרָאֵ֔ל וְהִתְעַמֶּר־בֹּ֖ו וּמְכָרֹ֑ו וּמֵת֙ הַגַּנָּ֣ב הַה֔וּא וּבִֽעַרְתָּ֥ הָרָ֖ע מִקִּרְבֶּֽךָ׃ ,וּבִֽעַרְתָּ֥ הָרָ֖ע מִקִּרְבֶּֽךָ׃ 
14559,477440,Jeremiah 31:36,יָמֻ֜שׁוּ ,Cmpl,אִם־יָמֻ֜שׁוּ הַחֻקִּ֥ים הָאֵ֛לֶּה מִלְּפָנַ֖י נְאֻם־יְהוָ֑ה גַּם֩ זֶ֨רַע יִשְׂרָאֵ֜ל יִשְׁבְּת֗וּ מִֽהְיֹ֥ות גֹּ֛וי לְפָנַ֖י כָּל־הַיָּמִֽים׃ ס ,אִם־יָמֻ֜שׁוּ הַחֻקִּ֥ים הָאֵ֛לֶּה מִלְּפָנַ֖י 
11356,458907,2_Samuel 10:8,יַּעַרְכ֥וּ ,Loca,וַיֵּֽצְאוּ֙ בְּנֵ֣י עַמֹּ֔ון וַיַּעַרְכ֥וּ מִלְחָמָ֖ה פֶּ֣תַח הַשָּׁ֑עַר וַאֲרַ֨ם צֹובָ֤א וּרְחֹוב֙ וְאִֽישׁ־טֹ֣וב וּמַֽעֲכָ֔ה לְבַדָּ֖ם בַּשָּׂדֶֽה׃ ,וַיַּעַרְכ֥וּ מִלְחָמָ֖ה פֶּ֣תַח הַשָּׁ֑עַר 
7610,441222,Numbers 3:51,יִּתֵּ֨ן ,Adju,וַיִּתֵּ֨ן מֹשֶׁ֜ה אֶת־כֶּ֧סֶף הַפְּדֻיִ֛ם לְאַהֲרֹ֥ן וּלְבָנָ֖יו עַל־פִּ֣י יְהוָ֑ה כַּאֲשֶׁ֛ר צִוָּ֥ה יְהוָ֖ה אֶת־מֹשֶֽׁה׃ פ ,וַיִּתֵּ֨ן מֹשֶׁ֜ה אֶת־כֶּ֧סֶף הַפְּדֻיִ֛ם לְאַהֲרֹ֥ן וּלְבָנָ֖יו עַל־פִּ֣י יְהוָ֑ה 
14528,477233,Jeremiah 30:18,נִבְנְתָ֥ה ,Loca,כֹּ֣ה׀ אָמַ֣ר יְהוָ֗ה הִנְנִי־שָׁב֙ שְׁבוּת֙ אָהֳלֵ֣י יַֽעֲקֹ֔וב וּמִשְׁכְּנֹתָ֖יו אֲרַחֵ֑ם וְנִבְנְתָ֥ה עִיר֙ עַל־תִּלָּ֔הּ וְאַרְמֹ֖ון עַל־מִשְׁפָּטֹ֥ו יֵשֵֽׁב׃ ,וְנִבְנְתָ֥ה עִיר֙ עַל־תִּלָּ֔הּ 
6234,435391,Exodus 16:32,יִרְא֣וּ ,Objc,וַיֹּ֣אמֶר מֹשֶׁ֗ה זֶ֤ה הַדָּבָר֙ אֲשֶׁ֣ר צִוָּ֣ה יְהוָ֔ה מְלֹ֤א הָעֹ֨מֶר֙ מִמֶּ֔נּוּ לְמִשְׁמֶ֖רֶת לְדֹרֹתֵיכֶ֑ם לְמַ֣עַן׀ יִרְא֣וּ אֶת־הַלֶּ֗חֶם אֲשֶׁ֨ר הֶאֱכַ֤לְתִּי אֶתְכֶם֙ בַּמִּדְבָּ֔ר בְּהֹוצִיאִ֥י אֶתְכֶ֖ם מֵאֶ֥רֶץ מִצְרָֽיִם׃ ,לְמַ֣עַן׀ יִרְא֣וּ אֶת־הַלֶּ֗חֶם 
5437,431404,Genesis 34:25,יַּֽהַרְג֖וּ ,Objc,וַיְהִי֩ בַיֹּ֨ום הַשְּׁלִישִׁ֜י בִּֽהְיֹותָ֣ם כֹּֽאֲבִ֗ים וַיִּקְח֣וּ שְׁנֵֽי־בְנֵי־יַ֠עֲקֹב שִׁמְעֹ֨ון וְלֵוִ֜י אֲחֵ֤י דִינָה֙ אִ֣ישׁ חַרְבֹּ֔ו וַיָּבֹ֥אוּ עַל־הָעִ֖יר בֶּ֑טַח וַיַּֽהַרְג֖וּ כָּל־זָכָֽר׃ ,וַיַּֽהַרְג֖וּ כָּל־זָכָֽר׃ 
16204,487563,Jonah 3:10,יִּנָּ֣חֶם ,Cmpl,וַיַּ֤רְא הָֽאֱלֹהִים֙ אֶֽת־מַ֣עֲשֵׂיהֶ֔ם כִּי־שָׁ֖בוּ מִדַּרְכָּ֣ם הָרָעָ֑ה וַיִּנָּ֣חֶם הָאֱלֹהִ֗ים עַל־הָרָעָ֛ה אֲשֶׁר־דִּבֶּ֥ר לַעֲשֹׂות־לָהֶ֖ם וְלֹ֥א עָשָֽׂה׃ ,וַיִּנָּ֣חֶם הָאֱלֹהִ֗ים עַל־הָרָעָ֛ה 
8696,446887,Deuteronomy 18:19,יִשְׁמַע֙ ,Cmpl,וְהָיָ֗ה הָאִישׁ֙ אֲשֶׁ֤ר לֹֽא־יִשְׁמַע֙ אֶל־דְּבָרַ֔י אֲשֶׁ֥ר יְדַבֵּ֖ר בִּשְׁמִ֑י אָנֹכִ֖י אֶדְרֹ֥שׁ מֵעִמֹּֽו׃ ,אֲשֶׁ֤ר לֹֽא־יִשְׁמַע֙ אֶל־דְּבָרַ֔י 
18475,505691,Esther 6:8,לָֽבַשׁ־,Subj,יָבִ֨יאוּ֙ לְב֣וּשׁ מַלְכ֔וּת אֲשֶׁ֥ר לָֽבַשׁ־בֹּ֖ו הַמֶּ֑לֶךְ וְס֗וּס אֲשֶׁ֨ר רָכַ֤ב עָלָיו֙ הַמֶּ֔לֶךְ וַאֲשֶׁ֥ר נִתַּ֛ן כֶּ֥תֶר מַלְכ֖וּת בְּרֹאשֹֽׁו׃ ,אֲשֶׁ֥ר לָֽבַשׁ־בֹּ֖ו הַמֶּ֑לֶךְ 
18992,511007,1_Chronicles 14:10,אֶֽעֱלֶה֙ ,Cmpl,וַיִּשְׁאַ֨ל דָּוִ֤יד בֵּאלֹהִים֙ לֵאמֹ֔ר הַאֶֽעֱלֶה֙ עַל־פְּלִשְׁתִּ֔ים וּנְתַתָּ֖ם בְּיָדִ֑י וַיֹּ֨אמֶר לֹ֤ו יְהוָה֙ עֲלֵ֔ה וּנְתַתִּ֖ים בְּיָדֶֽךָ׃ ,הַאֶֽעֱלֶה֙ עַל־פְּלִשְׁתִּ֔ים 
8655,446655,Deuteronomy 15:21,יִהְיֶ֨ה ,Subj,וְכִֽי־יִהְיֶ֨ה בֹ֜ו מ֗וּם פִּסֵּ֨חַ֙ אֹ֣ו עִוֵּ֔ר כֹּ֖ל מ֣וּם רָ֑ע לֹ֣א תִזְבָּחֶ֔נּוּ לַיהוָ֖ה אֱלֹהֶֽיךָ׃ ,וְכִֽי־יִהְיֶ֨ה בֹ֜ו מ֗וּם פִּסֵּ֨חַ֙ אֹ֣ו עִוֵּ֔ר כֹּ֖ל מ֣וּם רָ֑ע 
8670,446732,Deuteronomy 16:21,תִטַּ֥ע ,Loca,לֹֽא־תִטַּ֥ע לְךָ֛ אֲשֵׁרָ֖ה כָּל־עֵ֑ץ אֵ֗צֶל מִזְבַּ֛ח יְהוָ֥ה אֱלֹהֶ֖יךָ אֲשֶׁ֥ר תַּעֲשֶׂה־לָּֽךְ׃ ס ,לֹֽא־תִטַּ֥ע לְךָ֛ אֲשֵׁרָ֖ה כָּל־עֵ֑ץ אֵ֗צֶל מִזְבַּ֛ח יְהוָ֥ה אֱלֹהֶ֖יךָ 
19361,513282,2_Chronicles 11:17,יְחַזְּקוּ֙ ,Objc,וַֽיְחַזְּקוּ֙ אֶת־מַלְכ֣וּת יְהוּדָ֔ה וַֽיְאַמְּצ֛וּ אֶת־רְחַבְעָ֥ם בֶּן־שְׁלֹמֹ֖ה לְשָׁנִ֣ים שָׁלֹ֑ושׁ כִּ֣י הָֽלְכ֗וּ בְּדֶ֧רֶךְ דָּוִ֛יד וּשְׁלֹמֹ֖ה לְשָׁנִ֥ים שָׁלֹֽושׁ׃ ,וַֽיְחַזְּקוּ֙ אֶת־מַלְכ֣וּת יְהוּדָ֔ה 
14269,475721,Jeremiah 16:10,תַגִּיד֙ ,Objc,וְהָיָ֗ה כִּ֤י תַגִּיד֙ לָעָ֣ם הַזֶּ֔ה אֵ֥ת כָּל־הַדְּבָרִ֖ים הָאֵ֑לֶּה וְאָמְר֣וּ אֵלֶ֗יךָ עַל־מֶה֩ דִבֶּ֨ר יְהוָ֤ה עָלֵ֨ינוּ֙ אֵ֣ת כָּל־הָרָעָ֤ה הַגְּדֹולָה֙ הַזֹּ֔את וּמֶ֤ה עֲוֹנֵ֨נוּ֙ וּמֶ֣ה חַטָּאתֵ֔נוּ אֲשֶׁ֥ר חָטָ֖אנוּ לַֽיהוָ֥ה אֱלֹהֵֽינוּ׃ ,כִּ֤י תַגִּיד֙ לָעָ֣ם הַזֶּ֔ה אֵ֥ת כָּל־הַדְּבָרִ֖ים הָאֵ֑לֶּה 
13674,470251,Isaiah 29:8,יַחֲלֹ֨ם ,Subj,וְהָיָ֡ה כַּאֲשֶׁר֩ יַחֲלֹ֨ם הָרָעֵ֜ב וְהִנֵּ֣ה אֹוכֵ֗ל וְהֵקִיץ֮ וְרֵיקָ֣ה נַפְשֹׁו֒ וְכַאֲשֶׁ֨ר יַחֲלֹ֤ם הַצָּמֵא֙ וְהִנֵּ֣ה שֹׁתֶ֔ה וְהֵקִיץ֙ וְהִנֵּ֣ה עָיֵ֔ף וְנַפְשֹׁ֖ו שֹׁוקֵקָ֑ה כֵּ֣ן יִֽהְיֶ֗ה הֲמֹון֙ כָּל־הַגֹּויִ֔ם הַצֹּבְאִ֖ים עַל־הַ֥ר צִיֹּֽון׃ ס ,כַּאֲשֶׁר֩ יַחֲלֹ֨ם הָרָעֵ֜ב 
8228,444468,Numbers 32:29,נְתַתֶּ֥ם ,Cmpl,וַיֹּ֨אמֶר מֹשֶׁ֜ה אֲלֵהֶ֗ם אִם־יַעַבְר֣וּ בְנֵי־גָ֣ד וּבְנֵי־רְאוּבֵ֣ן׀ אִ֠תְּכֶם אֶֽת־הַיַּרְדֵּ֞ן כָּל־חָל֤וּץ לַמִּלְחָמָה֙ לִפְנֵ֣י יְהוָ֔ה וְנִכְבְּשָׁ֥ה הָאָ֖רֶץ לִפְנֵיכֶ֑ם וּנְתַתֶּ֥ם לָהֶ֛ם אֶת־אֶ֥רֶץ הַגִּלְעָ֖ד לַאֲחֻזָּֽה׃ ,וּנְתַתֶּ֥ם לָהֶ֛ם אֶת־אֶ֥רֶץ הַגִּלְעָ֖ד לַאֲחֻזָּֽה׃ 
14540,477307,Jeremiah 31:10,שְׁמָרֹ֖ו ,Adju,שִׁמְע֤וּ דְבַר־יְהוָה֙ גֹּויִ֔ם וְהַגִּ֥ידוּ בָאִיִּ֖ים מִמֶּרְחָ֑ק וְאִמְר֗וּ מְזָרֵ֤ה יִשְׂרָאֵל֙ יְקַבְּצֶ֔נּוּ וּשְׁמָרֹ֖ו כְּרֹעֶ֥ה עֶדְרֹֽו׃ ,וּשְׁמָרֹ֖ו כְּרֹעֶ֥ה עֶדְרֹֽו׃ 
12771,465473,2_Kings 5:14,יָּ֣שָׁב ,Adju,וַיֵּ֗רֶד וַיִּטְבֹּ֤ל בַּיַּרְדֵּן֙ שֶׁ֣בַע פְּעָמִ֔ים כִּדְבַ֖ר אִ֣ישׁ הָאֱלֹהִ֑ים וַיָּ֣שָׁב בְּשָׂרֹ֗ו כִּבְשַׂ֛ר נַ֥עַר קָטֹ֖ן וַיִּטְהָֽר׃ ,וַיָּ֣שָׁב בְּשָׂרֹ֗ו כִּבְשַׂ֛ר נַ֥עַר קָטֹ֖ן 
9566,450774,Joshua 22:13,יִּשְׁלְח֨וּ ,Objc,וַיִּשְׁלְח֨וּ בְנֵֽי־יִשְׂרָאֵ֜ל אֶל־בְּנֵי־רְאוּבֵ֧ן וְאֶל־בְּנֵי־גָ֛ד וְאֶל־חֲצִ֥י שֵֽׁבֶט־מְנַשֶּׁ֖ה אֶל־אֶ֣רֶץ הַגִּלְעָ֑ד אֶת־פִּינְחָ֖ס בֶּן־אֶלְעָזָ֥ר הַכֹּהֵֽן׃ ,וַיִּשְׁלְח֨וּ בְנֵֽי־יִשְׂרָאֵ֜ל אֶל־בְּנֵי־רְאוּבֵ֧ן וְאֶל־בְּנֵי־גָ֛ד וְאֶל־חֲצִ֥י שֵֽׁבֶט־מְנַשֶּׁ֖ה אֶל־אֶ֣רֶץ הַגִּלְעָ֑ד אֶת־פִּינְחָ֖ס בֶּן־אֶלְעָזָ֥ר הַכֹּהֵֽן׃ 
16925,493017,Psalms 59:9,תִּ֝לְעַ֗ג ,Cmpl,וְאַתָּ֣ה יְ֭הוָה תִּשְׂחַק־לָ֑מֹו תִּ֝לְעַ֗ג לְכָל־גֹּויִֽם׃ ,תִּ֝לְעַ֗ג לְכָל־גֹּויִֽם׃ 
17032,493838,Psalms 74:10,יְנָ֘אֵ֤ץ ,Adju,עַד־מָתַ֣י אֱ֭לֹהִים יְחָ֣רֶף צָ֑ר יְנָ֘אֵ֤ץ אֹויֵ֖ב שִׁמְךָ֣ לָנֶֽצַח׃ ,יְנָ֘אֵ֤ץ אֹויֵ֖ב שִׁמְךָ֣ לָנֶֽצַח׃ 
