,cl_node,ref,clause_type,verse_text,cl_text,target_ph,xphrase_function
10062,452875,Judges 14:8,clause_x,וַיָּ֤שָׁב מִיָּמִים֙ לְקַחְתָּ֔הּ וַיָּ֣סַר לִרְאֹ֔ות אֵ֖ת מַפֶּ֣לֶת הָאַרְיֵ֑ה וְהִנֵּ֨ה עֲדַ֧ת דְּבֹורִ֛ים בִּגְוִיַּ֥ת הָאַרְיֵ֖ה וּדְבָֽשׁ׃ ,וַיָּ֤שָׁב מִיָּמִים֙ ,מִיָּמִים֙ ,Time
10067,452897,Judges 14:12,clause_x,וַיֹּ֤אמֶר לָהֶם֙ שִׁמְשֹׁ֔ון אָחֽוּדָה־נָּ֥א לָכֶ֖ם חִידָ֑ה אִם־הַגֵּ֣ד תַּגִּידוּ֩ אֹותָ֨הּ לִ֜י שִׁבְעַ֨ת יְמֵ֤י הַמִּשְׁתֶּה֙ וּמְצָאתֶ֔ם וְנָתַתִּ֤י לָכֶם֙ שְׁלֹשִׁ֣ים סְדִינִ֔ים וּשְׁלֹשִׁ֖ים חֲלִפֹ֥ת בְּגָדִֽים׃ ,אִם־הַגֵּ֣ד תַּגִּידוּ֩ אֹותָ֨הּ לִ֜י שִׁבְעַ֨ת יְמֵ֤י הַמִּשְׁתֶּה֙ ,שִׁבְעַ֨ת יְמֵ֤י הַמִּשְׁתֶּה֙ ,Time
10071,452928,Judges 14:17,clause_x,וַתֵּ֤בְךְּ עָלָיו֙ שִׁבְעַ֣ת הַיָּמִ֔ים אֲשֶׁר־הָיָ֥ה לָהֶ֖ם הַמִּשְׁתֶּ֑ה וַיְהִ֣י׀ בַּיֹּ֣ום הַשְּׁבִיעִ֗י וַיַּגֶּד־לָהּ֙ כִּ֣י הֱצִיקַ֔תְהוּ וַתַּגֵּ֥ד הַחִידָ֖ה לִבְנֵ֥י עַמָּֽהּ׃ ,וַתֵּ֤בְךְּ עָלָיו֙ שִׁבְעַ֣ת הַיָּמִ֔ים ,שִׁבְעַ֣ת הַיָּמִ֔ים ,Time
10108,453056,Judges 15:20,clause_x,וַיִּשְׁפֹּ֧ט אֶת־יִשְׂרָאֵ֛ל בִּימֵ֥י פְלִשְׁתִּ֖ים עֶשְׂרִ֥ים שָׁנָֽה׃ פ ,וַיִּשְׁפֹּ֧ט אֶת־יִשְׂרָאֵ֛ל בִּימֵ֥י פְלִשְׁתִּ֖ים עֶשְׂרִ֥ים שָׁנָֽה׃ פ ,עֶשְׂרִ֥ים שָׁנָֽה׃ פ ,Time
10110,453065,Judges 16:2,clause_x,לַֽעַזָּתִ֣ים׀ לֵאמֹ֗ר בָּ֤א שִׁמְשֹׁון֙ הֵ֔נָּה וַיָּסֹ֛בּוּ וַיֶּאֶרְבוּ־לֹ֥ו כָל־הַלַּ֖יְלָה בְּשַׁ֣עַר הָעִ֑יר וַיִּתְחָרְשׁ֤וּ כָל־הַלַּ֨יְלָה֙ לֵאמֹ֔ר עַד־אֹ֥ור הַבֹּ֖קֶר וַהֲרְגְנֻֽהוּ׃ ,וַיִּתְחָרְשׁ֤וּ כָל־הַלַּ֨יְלָה֙ ,כָל־הַלַּ֨יְלָה֙ ,Time
10111,453069,Judges 16:3,clause_x,וַיִּשְׁכַּ֣ב שִׁמְשֹׁון֮ עַד־חֲצִ֣י הַלַּיְלָה֒ וַיָּ֣קָם׀ בַּחֲצִ֣י הַלַּ֗יְלָה וַיֶּאֱחֹ֞ז בְּדַלְתֹ֤ות שַֽׁעַר־הָעִיר֙ וּבִשְׁתֵּ֣י הַמְּזוּזֹ֔ות וַיִּסָּעֵם֙ עִֽם־הַבְּרִ֔יחַ וַיָּ֖שֶׂם עַל־כְּתֵפָ֑יו וַֽיַּעֲלֵם֙ אֶל־רֹ֣אשׁ הָהָ֔ר אֲשֶׁ֖ר עַל־פְּנֵ֥י חֶבְרֹֽון׃ פ ,וַיִּשְׁכַּ֣ב שִׁמְשֹׁון֮ עַד־חֲצִ֣י הַלַּיְלָה֒ ,עַד־חֲצִ֣י הַלַּיְלָה֒ ,Time
10128,453147,Judges 16:16,clause_x,וַ֠יְהִי כִּֽי־הֵצִ֨יקָה לֹּ֧ו בִדְבָרֶ֛יהָ כָּל־הַיָּמִ֖ים וַתְּאַֽלֲצֵ֑הוּ וַתִּקְצַ֥ר נַפְשֹׁ֖ו לָמֽוּת׃ ,כִּֽי־הֵצִ֨יקָה לֹּ֧ו בִדְבָרֶ֛יהָ כָּל־הַיָּמִ֖ים ,כָּל־הַיָּמִ֖ים ,Time
10201,453482,Judges 19:4,clause_x,וַיֶּחֱזַק־בֹּ֤ו חֹֽתְנֹו֙ אֲבִ֣י הַֽנַּעֲרָ֔ה וַיֵּ֥שֶׁב אִתֹּ֖ו שְׁלֹ֣שֶׁת יָמִ֑ים וַיֹּאכְלוּ֙ וַיִּשְׁתּ֔וּ וַיָּלִ֖ינוּ שָֽׁם׃ ,וַיֵּ֥שֶׁב אִתֹּ֖ו שְׁלֹ֣שֶׁת יָמִ֑ים ,שְׁלֹ֣שֶׁת יָמִ֑ים ,Time
10232,453609,Judges 19:25,clause_x,וְלֹֽא־אָב֤וּ הָאֲנָשִׁים֙ לִשְׁמֹ֣עַֽ לֹ֔ו וַיַּחֲזֵ֤ק הָאִישׁ֙ בְּפִ֣ילַגְשֹׁ֔ו וַיֹּצֵ֥א אֲלֵיהֶ֖ם הַח֑וּץ וַיֵּדְע֣וּ אֹ֠ותָהּ וַיִּֽתְעַלְּלוּ־בָ֤הּ כָּל־הַלַּ֨יְלָה֙ עַד־הַבֹּ֔קֶר וַֽיְשַׁלְּח֖וּהָ כַּעֲלֹ֥ות הַשָּֽׁחַר׃ ,וַיִּֽתְעַלְּלוּ־בָ֤הּ כָּל־הַלַּ֨יְלָה֙ עַד־הַבֹּ֔קֶר ,כָּל־הַלַּ֨יְלָה֙ עַד־הַבֹּ֔קֶר ,Time
10263,453728,Judges 20:23,clause_x,וַיַּעֲל֣וּ בְנֵֽי־יִשְׂרָאֵ֗ל וַיִּבְכּ֣וּ לִפְנֵֽי־יְהוָה֮ עַד־הָעֶרֶב֒ וַיִּשְׁאֲל֤וּ בַֽיהוָה֙ לֵאמֹ֔ר הַאֹוסִ֗יף לָגֶ֨שֶׁת֙ לַמִּלְחָמָ֔ה עִם־בְּנֵ֥י בִנְיָמִ֖ן אָחִ֑י וַיֹּ֥אמֶר יְהוָ֖ה עֲל֥וּ אֵלָֽיו׃ פ ,וַיִּבְכּ֣וּ לִפְנֵֽי־יְהוָה֮ עַד־הָעֶרֶב֒ ,עַד־הָעֶרֶב֒ ,Time
10265,453744,Judges 20:26,clause_x,וַיַּעֲל֣וּ כָל־בְּנֵי֩ יִשְׂרָאֵ֨ל וְכָל־הָעָ֜ם וַיָּבֹ֣אוּ בֵֽית־אֵ֗ל וַיִּבְכּוּ֙ וַיֵּ֤שְׁבוּ שָׁם֙ לִפְנֵ֣י יְהוָ֔ה וַיָּצ֥וּמוּ בַיֹּום־הַה֖וּא עַד־הָעָ֑רֶב וַֽיַּעֲל֛וּ עֹלֹ֥ות וּשְׁלָמִ֖ים לִפְנֵ֥י יְהוָֽה׃ ,וַיָּצ֥וּמוּ בַיֹּום־הַה֖וּא עַד־הָעָ֑רֶב ,עַד־הָעָ֑רֶב ,Time
10288,453828,Judges 20:47,clause_x,וַיִּפְנ֞וּ וַיָּנֻ֤סוּ הַמִּדְבָּ֨רָה֙ אֶל־סֶ֣לַע הָֽרִמֹּ֔ון שֵׁ֥שׁ מֵאֹ֖ות אִ֑ישׁ וַיֵּֽשְׁבוּ֙ בְּסֶ֣לַע רִמֹּ֔ון אַרְבָּעָ֖ה חֳדָשִֽׁים׃ ,וַיֵּֽשְׁבוּ֙ בְּסֶ֣לַע רִמֹּ֔ון אַרְבָּעָ֖ה חֳדָשִֽׁים׃ ,אַרְבָּעָ֖ה חֳדָשִֽׁים׃ ,Time
10317,453950,1_Samuel 1:3,clause_x,וְעָלָה֩ הָאִ֨ישׁ הַה֤וּא מֵֽעִירֹו֙ מִיָּמִ֣ים׀ יָמִ֔ימָה לְהִֽשְׁתַּחֲוֹ֧ת וְלִזְבֹּ֛חַ לַיהוָ֥ה צְבָאֹ֖ות בְּשִׁלֹ֑ה וְשָׁ֞ם שְׁנֵ֣י בְנֵֽי־עֵלִ֗י חָפְנִי֙ וּפִ֣נְחָ֔ס כֹּהֲנִ֖ים לַיהוָֽה׃ ,וְעָלָה֩ הָאִ֨ישׁ הַה֤וּא מֵֽעִירֹו֙ מִיָּמִ֣ים׀ יָמִ֔ימָה ,מִיָּמִ֣ים׀ יָמִ֔ימָה ,Time
10319,453963,1_Samuel 1:7,clause_x,וְכֵ֨ן יַעֲשֶׂ֜ה שָׁנָ֣ה בְשָׁנָ֗ה מִדֵּ֤י עֲלֹתָהּ֙ בְּבֵ֣ית יְהוָ֔ה כֵּ֖ן תַּכְעִסֶ֑נָּה וַתִּבְכֶּ֖ה וְלֹ֥א תֹאכַֽל׃ ,וְכֵ֨ן יַעֲשֶׂ֜ה שָׁנָ֣ה בְשָׁנָ֗ה ,שָׁנָ֣ה בְשָׁנָ֗ה ,Time
10324,453988,1_Samuel 1:11,clause_x,וַתִּדֹּ֨ר נֶ֜דֶר וַתֹּאמַ֗ר יְהוָ֨ה צְבָאֹ֜ות אִם־רָאֹ֥ה תִרְאֶ֣ה׀ בָּעֳנִ֣י אֲמָתֶ֗ךָ וּזְכַרְתַּ֨נִי֙ וְלֹֽא־תִשְׁכַּ֣ח אֶת־אֲמָתֶ֔ךָ וְנָתַתָּ֥ה לַאֲמָתְךָ֖ זֶ֣רַע אֲנָשִׁ֑ים וּנְתַתִּ֤יו לַֽיהוָה֙ כָּל־יְמֵ֣י חַיָּ֔יו וּמֹורָ֖ה לֹא־יַעֲלֶ֥ה עַל־רֹאשֹֽׁו׃ ,וּנְתַתִּ֤יו לַֽיהוָה֙ כָּל־יְמֵ֣י חַיָּ֔יו ,כָּל־יְמֵ֣י חַיָּ֔יו ,Time
10336,454039,1_Samuel 1:22,clause_x,וְחַנָּ֖ה לֹ֣א עָלָ֑תָה כִּֽי־אָמְרָ֣ה לְאִישָׁ֗הּ עַ֣ד יִגָּמֵ֤ל הַנַּ֨עַר֙ וַהֲבִאֹתִ֗יו וְנִרְאָה֙ אֶת־פְּנֵ֣י יְהוָ֔ה וְיָ֥שַׁב שָׁ֖ם עַד־עֹולָֽם׃ ,וְיָ֥שַׁב שָׁ֖ם עַד־עֹולָֽם׃ ,עַד־עֹולָֽם׃ ,Time
10361,454147,1_Samuel 2:19,clause_x,וּמְעִ֤יל קָטֹן֙ תַּעֲשֶׂה־לֹּ֣ו אִמֹּ֔ו וְהַעַלְתָ֥ה לֹ֖ו מִיָּמִ֣ים׀ יָמִ֑ימָה בַּֽעֲלֹותָהּ֙ אֶת־אִישָׁ֔הּ לִזְבֹּ֖חַ אֶת־זֶ֥בַח הַיָּמִֽים׃ ,וְהַעַלְתָ֥ה לֹ֖ו מִיָּמִ֣ים׀ יָמִ֑ימָה ,מִיָּמִ֣ים׀ יָמִ֑ימָה ,Time
10371,454208,1_Samuel 2:32,clause_x,וְהִבַּטְתָּ֙ צַ֣ר מָעֹ֔ון בְּכֹ֥ל אֲשֶׁר־יֵיטִ֖יב אֶת־יִשְׂרָאֵ֑ל וְלֹֽא־יִהְיֶ֥ה זָקֵ֛ן בְּבֵיתְךָ֖ כָּל־הַיָּמִֽים׃ ,וְלֹֽא־יִהְיֶ֥ה זָקֵ֛ן בְּבֵיתְךָ֖ כָּל־הַיָּמִֽים׃ ,כָּל־הַיָּמִֽים׃ ,Time
10374,454220,1_Samuel 2:35,clause_x,וַהֲקִימֹתִ֥י לִי֙ כֹּהֵ֣ן נֶאֱמָ֔ן כַּאֲשֶׁ֛ר בִּלְבָבִ֥י וּבְנַפְשִׁ֖י יַעֲשֶׂ֑ה וּבָנִ֤יתִי לֹו֙ בַּ֣יִת נֶאֱמָ֔ן וְהתְהַלֵּ֥ךְ לִפְנֵֽי־מְשִׁיחִ֖י כָּל־הַיָּמִֽים׃ ,וְהתְהַלֵּ֥ךְ לִפְנֵֽי־מְשִׁיחִ֖י כָּל־הַיָּמִֽים׃ ,כָּל־הַיָּמִֽים׃ ,Time
10381,454309,1_Samuel 3:14,clause_x,וְלָכֵ֥ן נִשְׁבַּ֖עְתִּי לְבֵ֣ית עֵלִ֑י אִֽם־יִתְכַּפֵּ֞ר עֲוֹ֧ן בֵּית־עֵלִ֛י בְּזֶ֥בַח וּבְמִנְחָ֖ה עַד־עֹולָֽם׃ ,אִֽם־יִתְכַּפֵּ֞ר עֲוֹ֧ן בֵּית־עֵלִ֛י בְּזֶ֥בַח וּבְמִנְחָ֖ה עַד־עֹולָֽם׃ ,עַד־עֹולָֽם׃ ,Time
10382,454310,1_Samuel 3:15,clause_x,וַיִּשְׁכַּ֤ב שְׁמוּאֵל֙ עַד־הַבֹּ֔קֶר וַיִּפְתַּ֖ח אֶת־דַּלְתֹ֣ות בֵּית־יְהוָ֑ה וּשְׁמוּאֵ֣ל יָרֵ֔א מֵהַגִּ֥יד אֶת־הַמַּרְאָ֖ה אֶל־עֵלִֽי׃ ,וַיִּשְׁכַּ֤ב שְׁמוּאֵל֙ עַד־הַבֹּ֔קֶר ,עַד־הַבֹּ֔קֶר ,Time
10400,454375,1_Samuel 4:7,clause_x,וַיִּֽרְאוּ֙ הַפְּלִשְׁתִּ֔ים כִּ֣י אָמְר֔וּ בָּ֥א אֱלֹהִ֖ים אֶל־הַֽמַּחֲנֶ֑ה וַיֹּאמְרוּ֙ אֹ֣וי לָ֔נוּ כִּ֣י לֹ֥א הָיְתָ֛ה כָּזֹ֖את אֶתְמֹ֥ול שִׁלְשֹֽׁם׃ ,כִּ֣י לֹ֥א הָיְתָ֛ה כָּזֹ֖את אֶתְמֹ֥ול שִׁלְשֹֽׁם׃ ,אֶתְמֹ֥ול שִׁלְשֹֽׁם׃ ,Time
10416,454467,1_Samuel 5:3,clause_x,וַיַּשְׁכִּ֤מוּ אַשְׁדֹּודִים֙ מִֽמָּחֳרָ֔ת וְהִנֵּ֣ה דָגֹ֗ון נֹפֵ֤ל לְפָנָיו֙ אַ֔רְצָה לִפְנֵ֖י אֲרֹ֣ון יְהוָ֑ה וַיִּקְחוּ֙ אֶת־דָּגֹ֔ון וַיָּשִׁ֥בוּ אֹתֹ֖ו לִמְקֹומֹֽו׃ ,וַיַּשְׁכִּ֤מוּ אַשְׁדֹּודִים֙ מִֽמָּחֳרָ֔ת ,מִֽמָּחֳרָ֔ת ,Time
10418,454472,1_Samuel 5:4,clause_x,וַיַּשְׁכִּ֣מוּ בַבֹּקֶר֮ מִֽמָּחֳרָת֒ וְהִנֵּ֣ה דָגֹ֗ון נֹפֵ֤ל לְפָנָיו֙ אַ֔רְצָה לִפְנֵ֖י אֲרֹ֣ון יְהוָ֑ה וְרֹ֨אשׁ דָּגֹ֜ון וּשְׁתֵּ֣י׀ כַּפֹּ֣ות יָדָ֗יו כְּרֻתֹות֙ אֶל־הַמִּפְתָּ֔ן רַ֥ק דָּגֹ֖ון נִשְׁאַ֥ר עָלָֽיו׃ ,וַיַּשְׁכִּ֣מוּ בַבֹּקֶר֮ מִֽמָּחֳרָת֒ ,מִֽמָּחֳרָת֒ ,Time
10468,454684,1_Samuel 7:15,clause_x,וַיִּשְׁפֹּ֤ט שְׁמוּאֵל֙ אֶת־יִשְׂרָאֵ֔ל כֹּ֖ל יְמֵ֥י חַיָּֽיו׃ ,וַיִּשְׁפֹּ֤ט שְׁמוּאֵל֙ אֶת־יִשְׂרָאֵ֔ל כֹּ֖ל יְמֵ֥י חַיָּֽיו׃ ,כֹּ֖ל יְמֵ֥י חַיָּֽיו׃ ,Time
10469,454685,1_Samuel 7:16,clause_x,וְהָלַ֗ךְ מִדֵּ֤י שָׁנָה֙ בְּשָׁנָ֔ה וְסָבַב֙ בֵּֽית־אֵ֔ל וְהַגִּלְגָּ֖ל וְהַמִּצְפָּ֑ה וְשָׁפַט֙ אֶת־יִשְׂרָאֵ֔ל אֵ֥ת כָּל־הַמְּקֹומֹ֖ות הָאֵֽלֶּה׃ ,וְהָלַ֗ךְ מִדֵּ֤י שָׁנָה֙ בְּשָׁנָ֔ה ,מִדֵּ֤י שָׁנָה֙ בְּשָׁנָ֔ה ,Time
10475,454721,1_Samuel 8:8,clause_x,כְּכָֽל־הַמַּעֲשִׂ֣ים אֲשֶׁר־עָשׂ֗וּ מִיֹּום֩ הַעֲלֹתִ֨י אֹתָ֤ם מִמִּצְרַ֨יִם֙ וְעַד־הַיֹּ֣ום הַזֶּ֔ה וַיַּ֣עַזְבֻ֔נִי וַיַּעַבְד֖וּ אֱלֹהִ֣ים אֲחֵרִ֑ים כֵּ֛ן הֵ֥מָּה עֹשִׂ֖ים גַּם־לָֽךְ׃ ,אֲשֶׁר־עָשׂ֗וּ מִיֹּום֩ ,מִיֹּום֩ ,Time
10513,454886,1_Samuel 9:19,clause_x,וַיַּ֨עַן שְׁמוּאֵ֜ל אֶת־שָׁא֗וּל וַיֹּ֨אמֶר֙ אָנֹכִ֣י הָרֹאֶ֔ה עֲלֵ֤ה לְפָנַי֙ הַבָּמָ֔ה וַאֲכַלְתֶּ֥ם עִמִּ֖י הַיֹּ֑ום וְשִׁלַּחְתִּ֣יךָ בַבֹּ֔קֶר וְכֹ֛ל אֲשֶׁ֥ר בִּֽלְבָבְךָ֖ אַגִּ֥יד לָֽךְ׃ ,וַאֲכַלְתֶּ֥ם עִמִּ֖י הַיֹּ֑ום ,הַיֹּ֑ום ,Time
10643,455482,1_Samuel 14:24,clause_x,וְאִֽישׁ־יִשְׂרָאֵ֥ל נִגַּ֖שׂ בַּיֹּ֣ום הַה֑וּא וַיֹּאֶל֩ שָׁא֨וּל אֶת־הָעָ֜ם לֵאמֹ֗ר אָר֣וּר הָ֠אִישׁ אֲשֶׁר־יֹ֨אכַל לֶ֜חֶם עַד־הָעֶ֗רֶב וְנִקַּמְתִּי֙ מֵאֹ֣יְבַ֔י וְלֹֽא טָעַ֥ם כָּל־הָעָ֖ם לָֽחֶם׃ ס ,אֲשֶׁר־יֹ֨אכַל לֶ֜חֶם עַד־הָעֶ֗רֶב ,עַד־הָעֶ֗רֶב ,Time
10652,455503,1_Samuel 14:28,clause_x,וַיַּעַן֩ אִ֨ישׁ מֵֽהָעָ֜ם וַיֹּ֗אמֶר הַשְׁבֵּעַ֩ הִשְׁבִּ֨יעַ אָבִ֤יךָ אֶת־הָעָם֙ לֵאמֹ֔ר אָר֥וּר הָאִ֛ישׁ אֲשֶׁר־יֹ֥אכַל לֶ֖חֶם הַיֹּ֑ום וַיָּ֖עַף הָעָֽם׃ ,אֲשֶׁר־יֹ֥אכַל לֶ֖חֶם הַיֹּ֑ום ,הַיֹּ֑ום ,Time
10678,455669,1_Samuel 15:11,clause_x,נִחַ֗מְתִּי כִּֽי־הִמְלַ֤כְתִּי אֶת־שָׁאוּל֙ לְמֶ֔לֶךְ כִּֽי־שָׁב֙ מֵאַֽחֲרַ֔י וְאֶת־דְּבָרַ֖י לֹ֣א הֵקִ֑ים וַיִּ֨חַר֙ לִשְׁמוּאֵ֔ל וַיִּזְעַ֥ק אֶל־יְהוָ֖ה כָּל־הַלָּֽיְלָה׃ ,וַיִּזְעַ֥ק אֶל־יְהוָ֖ה כָּל־הַלָּֽיְלָה׃ ,כָּל־הַלָּֽיְלָה׃ ,Time
10680,455695,1_Samuel 15:16,clause_x,וַיֹּ֤אמֶר שְׁמוּאֵל֙ אֶל־שָׁא֔וּל הֶ֚רֶף וְאַגִּ֣ידָה לְּךָ֔ אֵת֩ אֲשֶׁ֨ר דִּבֶּ֧ר יְהוָ֛ה אֵלַ֖י הַלָּ֑יְלָה וַיֹּ֥אמֶר לֹ֖ו דַּבֵּֽר׃ ס ,אֵת֩ אֲשֶׁ֨ר דִּבֶּ֧ר יְהוָ֛ה אֵלַ֖י הַלָּ֑יְלָה ,הַלָּ֑יְלָה ,Time
10694,455751,1_Samuel 15:28,clause_x,וַיֹּ֤אמֶר אֵלָיו֙ שְׁמוּאֵ֔ל קָרַ֨ע יְהוָ֜ה אֶֽת־מַמְלְכ֧וּת יִשְׂרָאֵ֛ל מֵעָלֶ֖יךָ הַיֹּ֑ום וּנְתָנָ֕הּ לְרֵעֲךָ֖ הַטֹּ֥וב מִמֶּֽךָּ׃ ,קָרַ֨ע יְהוָ֜ה אֶֽת־מַמְלְכ֧וּת יִשְׂרָאֵ֛ל מֵעָלֶ֖יךָ הַיֹּ֑ום ,הַיֹּ֑ום ,Time
10731,455974,1_Samuel 17:16,clause_x,וַיִּגַּ֥שׁ הַפְּלִשְׁתִּ֖י הַשְׁכֵּ֣ם וְהַעֲרֵ֑ב וַיִּתְיַצֵּ֖ב אַרְבָּעִ֥ים יֹֽום׃ פ ,וַיִּתְיַצֵּ֖ב אַרְבָּעִ֥ים יֹֽום׃ פ ,אַרְבָּעִ֥ים יֹֽום׃ פ ,Time
10860,456524,1_Samuel 20:12,clause_x,וַיֹּ֨אמֶר יְהֹונָתָ֜ן אֶל־דָּוִ֗ד יְהוָ֞ה אֱלֹהֵ֤י יִשְׂרָאֵל֙ כִּֽי־אֶחְקֹ֣ר אֶת־אָבִ֗י כָּעֵ֤ת׀ מָחָר֙ הַשְּׁלִשִׁ֔ית וְהִנֵּה־טֹ֖וב אֶל־דָּוִ֑ד וְלֹֽא־אָז֙ אֶשְׁלַ֣ח אֵלֶ֔יךָ וְגָלִ֖יתִי אֶת־אָזְנֶֽךָ׃ ,כִּֽי־אֶחְקֹ֣ר אֶת־אָבִ֗י כָּעֵ֤ת׀ מָחָר֙ הַשְּׁלִשִׁ֔ית ,כָּעֵ֤ת׀ מָחָר֙ הַשְּׁלִשִׁ֔ית ,Time
10866,456540,1_Samuel 20:15,clause_x,וְלֹֽא־תַכְרִ֧ת אֶֽת־חַסְדְּךָ֛ מֵעִ֥ם בֵּיתִ֖י עַד־עֹולָ֑ם וְלֹ֗א בְּהַכְרִ֤ת יְהוָה֙ אֶת־אֹיְבֵ֣י דָוִ֔ד אִ֕ישׁ מֵעַ֖ל פְּנֵ֥י הָאֲדָמָֽה׃ ,וְלֹֽא־תַכְרִ֧ת אֶֽת־חַסְדְּךָ֛ מֵעִ֥ם בֵּיתִ֖י עַד־עֹולָ֑ם ,עַד־עֹולָ֑ם ,Time
10917,456765,1_Samuel 22:4,clause_x,וַיַּנְחֵ֕ם אֶת־פְּנֵ֖י מֶ֣לֶךְ מֹואָ֑ב וַיֵּשְׁב֣וּ עִמֹּ֔ו כָּל־יְמֵ֥י הֱיֹות־דָּוִ֖ד בַּמְּצוּדָֽה׃ ס ,וַיֵּשְׁב֣וּ עִמֹּ֔ו כָּל־יְמֵ֥י ,כָּל־יְמֵ֥י ,Time
10954,456933,1_Samuel 23:14,clause_x,וַיֵּ֨שֶׁב דָּוִ֤ד בַּמִּדְבָּר֙ בַּמְּצָדֹ֔ות וַיֵּ֥שֶׁב בָּהָ֖ר בְּמִדְבַּר־זִ֑יף וַיְבַקְשֵׁ֤הוּ שָׁאוּל֙ כָּל־הַיָּמִ֔ים וְלֹֽא־נְתָנֹ֥ו אֱלֹהִ֖ים בְּיָדֹֽו׃ ,וַיְבַקְשֵׁ֤הוּ שָׁאוּל֙ כָּל־הַיָּמִ֔ים ,כָּל־הַיָּמִ֔ים ,Time
10996,457158,1_Samuel 25:7,clause_x,וְעַתָּ֣ה שָׁמַ֔עְתִּי כִּ֥י גֹזְזִ֖ים לָ֑ךְ עַתָּ֗ה הָרֹעִ֤ים אֲשֶׁר־לְךָ֙ הָי֣וּ עִמָּ֔נוּ לֹ֣א הֶכְלַמְנ֗וּם וְלֹֽא־נִפְקַ֤ד לָהֶם֙ מְא֔וּמָה כָּל־יְמֵ֖י הֱיֹותָ֥ם בַּכַּרְמֶֽל׃ ,וְלֹֽא־נִפְקַ֤ד לָהֶם֙ מְא֔וּמָה כָּל־יְמֵ֖י ,כָּל־יְמֵ֖י ,Time
11025,457292,1_Samuel 25:32,clause_x,וַיֹּ֥אמֶר דָּוִ֖ד לַאֲבִיגַ֑ל בָּר֤וּךְ יְהוָה֙ אֱלֹהֵ֣י יִשְׂרָאֵ֔ל אֲשֶׁ֧ר שְׁלָחֵ֛ךְ הַיֹּ֥ום הַזֶּ֖ה לִקְרָאתִֽי׃ ,אֲשֶׁ֧ר שְׁלָחֵ֛ךְ הַיֹּ֥ום הַזֶּ֖ה ,הַיֹּ֥ום הַזֶּ֖ה ,Time
11026,457296,1_Samuel 25:33,clause_x,וּבָר֥וּךְ טַעְמֵ֖ךְ וּבְרוּכָ֣ה אָ֑תְּ אֲשֶׁ֨ר כְּלִתִ֜נִי הַיֹּ֤ום הַזֶּה֙ מִבֹּ֣וא בְדָמִ֔ים וְהֹשֵׁ֥עַ יָדִ֖י לִֽי׃ ,אֲשֶׁ֨ר כְּלִתִ֜נִי הַיֹּ֤ום הַזֶּה֙ ,הַיֹּ֤ום הַזֶּה֙ ,Time
11049,457468,1_Samuel 26:19,clause_x,וְעַתָּ֗ה יִֽשְׁמַֽע־נָא֙ אֲדֹנִ֣י הַמֶּ֔לֶךְ אֵ֖ת דִּבְרֵ֣י עַבְדֹּ֑ו אִם־יְהוָ֞ה הֱסִֽיתְךָ֥ בִי֙ יָרַ֣ח מִנְחָ֔ה וְאִ֣ם׀ בְּנֵ֣י הָאָדָ֗ם אֲרוּרִ֥ים הֵם֙ לִפְנֵ֣י יְהוָ֔ה כִּֽי־גֵרְשׁ֣וּנִי הַיֹּ֗ום מֵהִסְתַּפֵּ֜חַ בְּנַחֲלַ֤ת יְהוָה֙ לֵאמֹ֔ר לֵ֥ךְ עֲבֹ֖ד אֱלֹהִ֥ים אֲחֵרִֽים׃ ,כִּֽי־גֵרְשׁ֣וּנִי הַיֹּ֗ום ,הַיֹּ֗ום ,Time
11053,457483,1_Samuel 26:21,clause_x,וַיֹּאמֶר֩ שָׁא֨וּל חָטָ֜אתִי שׁ֣וּב בְּנִֽי־דָוִ֗ד כִּ֠י לֹֽא־אָרַ֤ע לְךָ֙ עֹ֔וד תַּ֠חַת אֲשֶׁ֨ר יָקְרָ֥ה נַפְשִׁ֛י בְּעֵינֶ֖יךָ הַיֹּ֣ום הַזֶּ֑ה הִנֵּ֥ה הִסְכַּ֛לְתִּי וָאֶשְׁגֶּ֖ה הַרְבֵּ֥ה מְאֹֽד׃ ,תַּ֠חַת אֲשֶׁ֨ר יָקְרָ֥ה נַפְשִׁ֛י בְּעֵינֶ֖יךָ הַיֹּ֣ום הַזֶּ֑ה ,הַיֹּ֣ום הַזֶּ֑ה ,Time
11066,457541,1_Samuel 27:10,clause_x,וַיֹּ֣אמֶר אָכִ֔ישׁ אַל־פְּשַׁטְתֶּ֖ם הַיֹּ֑ום וַיֹּ֣אמֶר דָּוִ֗ד עַל־נֶ֤גֶב יְהוּדָה֙ וְעַל־נֶ֣גֶב הַיַּרְחְמְאֵלִ֔י וְאֶל־נֶ֖גֶב הַקֵּינִֽי׃ ,אַל־פְּשַׁטְתֶּ֖ם הַיֹּ֑ום ,הַיֹּ֑ום ,Time
