,cl_node,ref,clause_type,verse_text,cl_text,target_ph,xphrase_function
5166,430019,Genesis 25:21,clause_x,וַיֶּעְתַּ֨ר יִצְחָ֤ק לַֽיהוָה֙ לְנֹ֣כַח אִשְׁתֹּ֔ו כִּ֥י עֲקָרָ֖ה הִ֑וא וַיֵּעָ֤תֶר לֹו֙ יְהוָ֔ה וַתַּ֖הַר רִבְקָ֥ה אִשְׁתֹּֽו׃ ,וַתַּ֖הַר רִבְקָ֥ה אִשְׁתֹּֽו׃ ,רִבְקָ֥ה אִשְׁתֹּֽו׃ ,Subj
5269,430572,Genesis 29:8,clause_x,וַיֹּאמְרוּ֮ לֹ֣א נוּכַל֒ עַ֣ד אֲשֶׁ֤ר יֵאָֽסְפוּ֙ כָּל־הָ֣עֲדָרִ֔ים וְגָֽלֲלוּ֙ אֶת־הָאֶ֔בֶן מֵעַ֖ל פִּ֣י הַבְּאֵ֑ר וְהִשְׁקִ֖ינוּ הַצֹּֽאן׃ ,עַ֣ד אֲשֶׁ֤ר יֵאָֽסְפוּ֙ כָּל־הָ֣עֲדָרִ֔ים ,כָּל־הָ֣עֲדָרִ֔ים ,Subj
5302,430741,Genesis 30:15,clause_x,וַתֹּ֣אמֶר לָ֗הּ הַמְעַט֙ קַחְתֵּ֣ךְ אֶת־אִישִׁ֔י וְלָקַ֕חַת גַּ֥ם אֶת־דּוּדָאֵ֖י בְּנִ֑י וַתֹּ֣אמֶר רָחֵ֗ל לָכֵן֙ יִשְׁכַּ֤ב עִמָּךְ֙ הַלַּ֔יְלָה תַּ֖חַת דּוּדָאֵ֥י בְנֵֽךְ׃ ,לָכֵן֙ יִשְׁכַּ֤ב עִמָּךְ֙ הַלַּ֔יְלָה תַּ֖חַת דּוּדָאֵ֥י בְנֵֽךְ׃ ,תַּ֖חַת דּוּדָאֵ֥י בְנֵֽךְ׃ ,Adju
5470,431662,Genesis 37:7,clause_x,וְ֠הִנֵּה אֲנַ֜חְנוּ מְאַלְּמִ֤ים אֲלֻמִּים֙ בְּתֹ֣וךְ הַשָּׂדֶ֔ה וְהִנֵּ֛ה קָ֥מָה אֲלֻמָּתִ֖י וְגַם־נִצָּ֑בָה וְהִנֵּ֤ה תְסֻבֶּ֨ינָה֙ אֲלֻמֹּ֣תֵיכֶ֔ם וַתִּֽשְׁתַּחֲוֶ֖יןָ לַאֲלֻמָּתִֽי׃ ,וַתִּֽשְׁתַּחֲוֶ֖יןָ לַאֲלֻמָּתִֽי׃ ,לַאֲלֻמָּתִֽי׃ ,Cmpl
5508,431843,Genesis 38:11,clause_x,וַיֹּ֣אמֶר יְהוּדָה֩ לְתָמָ֨ר כַּלָּתֹ֜ו שְׁבִ֧י אַלְמָנָ֣ה בֵית־אָבִ֗יךְ עַד־יִגְדַּל֙ שֵׁלָ֣ה בְנִ֔י כִּ֣י אָמַ֔ר פֶּן־יָמ֥וּת גַּם־ה֖וּא כְּאֶחָ֑יו וַתֵּ֣לֶךְ תָּמָ֔ר וַתֵּ֖שֶׁב בֵּ֥ית אָבִֽיהָ׃ ,עַד־יִגְדַּל֙ שֵׁלָ֣ה בְנִ֔י ,שֵׁלָ֣ה בְנִ֔י ,Subj
5521,431916,Genesis 38:24,clause_x,וַיְהִ֣י׀ כְּמִשְׁלֹ֣שׁ חֳדָשִׁ֗ים וַיֻּגַּ֨ד לִֽיהוּדָ֤ה לֵֽאמֹר֙ זָֽנְתָה֙ תָּמָ֣ר כַּלָּתֶ֔ךָ וְגַ֛ם הִנֵּ֥ה הָרָ֖ה לִזְנוּנִ֑ים וַיֹּ֣אמֶר יְהוּדָ֔ה הֹוצִיא֖וּהָ וְתִשָּׂרֵֽף׃ ,זָֽנְתָה֙ תָּמָ֣ר כַּלָּתֶ֔ךָ ,תָּמָ֣ר כַּלָּתֶ֔ךָ ,Subj
5575,432210,Genesis 41:21,clause_x,וַתָּבֹ֣אנָה אֶל־קִרְבֶּ֗נָה וְלֹ֤א נֹודַע֙ כִּי־בָ֣אוּ אֶל־קִרְבֶּ֔נָה וּמַרְאֵיהֶ֣ן רַ֔ע כַּאֲשֶׁ֖ר בַּתְּחִלָּ֑ה וָאִיקָֽץ׃ ,וַתָּבֹ֣אנָה אֶל־קִרְבֶּ֗נָה ,אֶל־קִרְבֶּ֗נָה ,Cmpl
5714,432950,Genesis 45:24,clause_x,וַיְשַׁלַּ֥ח אֶת־אֶחָ֖יו וַיֵּלֵ֑כוּ וַיֹּ֣אמֶר אֲלֵהֶ֔ם אַֽל־תִּרְגְּז֖וּ בַּדָּֽרֶךְ׃ ,וַיְשַׁלַּ֥ח אֶת־אֶחָ֖יו ,אֶת־אֶחָ֖יו ,Objc
5718,432964,Genesis 45:27,clause_x,וַיְדַבְּר֣וּ אֵלָ֗יו אֵ֣ת כָּל־דִּבְרֵ֤י יֹוסֵף֙ אֲשֶׁ֣ר דִּבֶּ֣ר אֲלֵהֶ֔ם וַיַּרְא֙ אֶת־הָ֣עֲגָלֹ֔ות אֲשֶׁר־שָׁלַ֥ח יֹוסֵ֖ף לָשֵׂ֣את אֹתֹ֑ו וַתְּחִ֕י ר֖וּחַ יַעֲקֹ֥ב אֲבִיהֶֽם׃ ,וַיַּרְא֙ אֶת־הָ֣עֲגָלֹ֔ות ,אֶת־הָ֣עֲגָלֹ֔ות ,Objc
5741,433087,Genesis 47:4,clause_x,וַיֹּאמְר֣וּ אֶל־פַּרְעֹ֗ה לָג֣וּר בָּאָרֶץ֮ בָּאנוּ֒ כִּי־אֵ֣ין מִרְעֶ֗ה לַצֹּאן֙ אֲשֶׁ֣ר לַעֲבָדֶ֔יךָ כִּֽי־כָבֵ֥ד הָרָעָ֖ב בְּאֶ֣רֶץ כְּנָ֑עַן וְעַתָּ֛ה יֵֽשְׁבוּ־נָ֥א עֲבָדֶ֖יךָ בְּאֶ֥רֶץ גֹּֽשֶׁן׃ ,וַיֹּאמְר֣וּ אֶל־פַּרְעֹ֗ה ,אֶל־פַּרְעֹ֗ה ,Cmpl
5772,433179,Genesis 47:25,clause_x,וַיֹּאמְר֖וּ הֶחֱיִתָ֑נוּ נִמְצָא־חֵן֙ בְּעֵינֵ֣י אֲדֹנִ֔י וְהָיִ֥ינוּ עֲבָדִ֖ים לְפַרְעֹֽה׃ ,וְהָיִ֥ינוּ עֲבָדִ֖ים לְפַרְעֹֽה׃ ,לְפַרְעֹֽה׃ ,Cmpl
5884,433682,Exodus 2:14,clause_x,וַ֠יֹּאמֶר מִ֣י שָֽׂמְךָ֞ לְאִ֨ישׁ שַׂ֤ר וְשֹׁפֵט֙ עָלֵ֔ינוּ הַלְהָרְגֵ֨נִי֙ אַתָּ֣ה אֹמֵ֔ר כַּאֲשֶׁ֥ר הָרַ֖גְתָּ אֶת־הַמִּצְרִ֑י וַיִּירָ֤א מֹשֶׁה֙ וַיֹּאמַ֔ר אָכֵ֖ן נֹודַ֥ע הַדָּבָֽר׃ ,אָכֵ֖ן נֹודַ֥ע הַדָּבָֽר׃ ,הַדָּבָֽר׃ ,Subj
6029,434340,Exodus 8:8,clause_x,וַיֵּצֵ֥א מֹשֶׁ֛ה וְאַהֲרֹ֖ן מֵעִ֣ם פַּרְעֹ֑ה וַיִּצְעַ֤ק מֹשֶׁה֙ אֶל־יְהוָ֔ה עַל־דְּבַ֥ר הַֽצְפַרְדְּעִ֖ים אֲשֶׁר־שָׂ֥ם לְפַרְעֹֽה׃ ,אֲשֶׁר־שָׂ֥ם לְפַרְעֹֽה׃ ,לְפַרְעֹֽה׃ ,Cmpl
6083,434599,Exodus 10:7,clause_x,וַיֹּאמְרוּ֩ עַבְדֵ֨י פַרְעֹ֜ה אֵלָ֗יו עַד־מָתַי֙ יִהְיֶ֨ה זֶ֥ה לָ֨נוּ֙ לְמֹוקֵ֔שׁ שַׁלַּח֙ אֶת־הָ֣אֲנָשִׁ֔ים וְיַֽעַבְד֖וּ אֶת־יְהוָ֣ה אֱלֹהֵיהֶ֑ם הֲטֶ֣רֶם תֵּדַ֔ע כִּ֥י אָבְדָ֖ה מִצְרָֽיִם׃ ,וְיַֽעַבְד֖וּ אֶת־יְהוָ֣ה אֱלֹהֵיהֶ֑ם ,אֶת־יְהוָ֣ה אֱלֹהֵיהֶ֑ם ,Objc
6101,434656,Exodus 10:20,clause_x,וַיְחַזֵּ֥ק יְהוָ֖ה אֶת־לֵ֣ב פַּרְעֹ֑ה וְלֹ֥א שִׁלַּ֖ח אֶת־בְּנֵ֥י יִשְׂרָאֵֽל׃ פ ,וַיְחַזֵּ֥ק יְהוָ֖ה אֶת־לֵ֣ב פַּרְעֹ֑ה ,אֶת־לֵ֣ב פַּרְעֹ֑ה ,Objc
6102,434657,Exodus 10:20,clause_x,וַיְחַזֵּ֥ק יְהוָ֖ה אֶת־לֵ֣ב פַּרְעֹ֑ה וְלֹ֥א שִׁלַּ֖ח אֶת־בְּנֵ֥י יִשְׂרָאֵֽל׃ פ ,וְלֹ֥א שִׁלַּ֖ח אֶת־בְּנֵ֥י יִשְׂרָאֵֽל׃ פ ,אֶת־בְּנֵ֥י יִשְׂרָאֵֽל׃ פ ,Objc
6135,434841,Exodus 12:28,clause_x,וַיֵּלְכ֥וּ וַיַּֽעֲשׂ֖וּ בְּנֵ֣י יִשְׂרָאֵ֑ל כַּאֲשֶׁ֨ר צִוָּ֧ה יְהוָ֛ה אֶת־מֹשֶׁ֥ה וְאַהֲרֹ֖ן כֵּ֥ן עָשֽׂוּ׃ ס ,וַיַּֽעֲשׂ֖וּ בְּנֵ֣י יִשְׂרָאֵ֑ל ,בְּנֵ֣י יִשְׂרָאֵ֑ל ,Subj
6273,435602,Exodus 19:5,clause_x,וְעַתָּ֗ה אִם־שָׁמֹ֤ועַ תִּשְׁמְעוּ֙ בְּקֹלִ֔י וּשְׁמַרְתֶּ֖ם אֶת־בְּרִיתִ֑י וִהְיִ֨יתֶם לִ֤י סְגֻלָּה֙ מִכָּל־הָ֣עַמִּ֔ים כִּי־לִ֖י כָּל־הָאָֽרֶץ׃ ,וּשְׁמַרְתֶּ֖ם אֶת־בְּרִיתִ֑י ,אֶת־בְּרִיתִ֑י ,Objc
6275,435607,Exodus 19:6,clause_x,וְאַתֶּ֧ם תִּהְיוּ־לִ֛י מַמְלֶ֥כֶת כֹּהֲנִ֖ים וְגֹ֣וי קָדֹ֑ושׁ אֵ֚לֶּה הַדְּבָרִ֔ים אֲשֶׁ֥ר תְּדַבֵּ֖ר אֶל־בְּנֵ֥י יִשְׂרָאֵֽל׃ ,אֲשֶׁ֥ר תְּדַבֵּ֖ר אֶל־בְּנֵ֥י יִשְׂרָאֵֽל׃ ,אֶל־בְּנֵ֥י יִשְׂרָאֵֽל׃ ,Cmpl
6419,436150,Exodus 24:10,clause_x,וַיִּרְא֕וּ אֵ֖ת אֱלֹהֵ֣י יִשְׂרָאֵ֑ל וְתַ֣חַת רַגְלָ֗יו כְּמַעֲשֵׂה֙ לִבְנַ֣ת הַסַּפִּ֔יר וּכְעֶ֥צֶם הַשָּׁמַ֖יִם לָטֹֽהַר׃ ,וַיִּרְא֕וּ אֵ֖ת אֱלֹהֵ֣י יִשְׂרָאֵ֑ל ,אֵ֖ת אֱלֹהֵ֣י יִשְׂרָאֵ֑ל ,Objc
6428,436179,Exodus 24:18,clause_x,וַיָּבֹ֥א מֹשֶׁ֛ה בְּתֹ֥וךְ הֶעָנָ֖ן וַיַּ֣עַל אֶל־הָהָ֑ר וַיְהִ֤י מֹשֶׁה֙ בָּהָ֔ר אַרְבָּעִ֣ים יֹ֔ום וְאַרְבָּעִ֖ים לָֽיְלָה׃ פ ,וַיַּ֣עַל אֶל־הָהָ֑ר ,אֶל־הָהָ֑ר ,Cmpl
6567,436877,Exodus 32:1,clause_x,וַיַּ֣רְא הָעָ֔ם כִּֽי־בֹשֵׁ֥שׁ מֹשֶׁ֖ה לָרֶ֣דֶת מִן־הָהָ֑ר וַיִּקָּהֵ֨ל הָעָ֜ם עַֽל־אַהֲרֹ֗ן וַיֹּאמְר֤וּ אֵלָיו֙ ק֣וּם׀ עֲשֵׂה־לָ֣נוּ אֱלֹהִ֗ים אֲשֶׁ֤ר יֵֽלְכוּ֙ לְפָנֵ֔ינוּ כִּי־זֶ֣ה׀ מֹשֶׁ֣ה הָאִ֗ישׁ אֲשֶׁ֤ר הֶֽעֱלָ֨נוּ֙ מֵאֶ֣רֶץ מִצְרַ֔יִם לֹ֥א יָדַ֖עְנוּ מֶה־הָ֥יָה לֹֽו׃ ,וַיַּ֣רְא הָעָ֔ם ,הָעָ֔ם ,Subj
6581,436929,Exodus 32:8,clause_x,סָ֣רוּ מַהֵ֗ר מִן־הַדֶּ֨רֶךְ֙ אֲשֶׁ֣ר צִוִּיתִ֔ם עָשׂ֣וּ לָהֶ֔ם עֵ֖גֶל מַסֵּכָ֑ה וַיִּשְׁתַּֽחֲווּ־לֹו֙ וַיִּזְבְּחוּ־לֹ֔ו וַיֹּ֣אמְר֔וּ אֵ֤לֶּה אֱלֹהֶ֨יךָ֙ יִשְׂרָאֵ֔ל אֲשֶׁ֥ר הֶֽעֱל֖וּךָ מֵאֶ֥רֶץ מִצְרָֽיִם׃ ,אֲשֶׁ֥ר הֶֽעֱל֖וּךָ מֵאֶ֥רֶץ מִצְרָֽיִם׃ ,מֵאֶ֥רֶץ מִצְרָֽיִם׃ ,Cmpl
6971,438513,Leviticus 8:9,clause_x,וַיָּ֥שֶׂם אֶת־הַמִּצְנֶ֖פֶת עַל־רֹאשֹׁ֑ו וַיָּ֨שֶׂם עַֽל־הַמִּצְנֶ֜פֶת אֶל־מ֣וּל פָּנָ֗יו אֵ֣ת צִ֤יץ הַזָּהָב֙ נֵ֣זֶר הַקֹּ֔דֶשׁ כַּאֲשֶׁ֛ר צִוָּ֥ה יְהוָ֖ה אֶת־מֹשֶֽׁה׃ ,וַיָּ֥שֶׂם אֶת־הַמִּצְנֶ֖פֶת עַל־רֹאשֹׁ֑ו ,עַל־רֹאשֹׁ֑ו ,Cmpl
7019,438674,Leviticus 9:23,clause_x,וַיָּבֹ֨א מֹשֶׁ֤ה וְאַהֲרֹן֙ אֶל־אֹ֣הֶל מֹועֵ֔ד וַיֵּ֣צְא֔וּ וַֽיְבָרֲכ֖וּ אֶת־הָעָ֑ם וַיֵּרָ֥א כְבֹוד־יְהוָ֖ה אֶל־כָּל־הָעָֽם׃ ,וַיָּבֹ֨א מֹשֶׁ֤ה וְאַהֲרֹן֙ אֶל־אֹ֣הֶל מֹועֵ֔ד ,אֶל־אֹ֣הֶל מֹועֵ֔ד ,Cmpl
7020,438676,Leviticus 9:23,clause_x,וַיָּבֹ֨א מֹשֶׁ֤ה וְאַהֲרֹן֙ אֶל־אֹ֣הֶל מֹועֵ֔ד וַיֵּ֣צְא֔וּ וַֽיְבָרֲכ֖וּ אֶת־הָעָ֑ם וַיֵּרָ֥א כְבֹוד־יְהוָ֖ה אֶל־כָּל־הָעָֽם׃ ,וַֽיְבָרֲכ֖וּ אֶת־הָעָ֑ם ,אֶת־הָעָ֑ם ,Objc
7841,442388,Numbers 14:10,clause_x,וַיֹּֽאמְרוּ֙ כָּל־הָ֣עֵדָ֔ה לִרְגֹּ֥ום אֹתָ֖ם בָּאֲבָנִ֑ים וּכְבֹ֣וד יְהוָ֗ה נִרְאָה֙ בְּאֹ֣הֶל מֹועֵ֔ד אֶֽל־כָּל־בְּנֵ֖י יִשְׂרָאֵֽל׃ פ ,וַיֹּֽאמְרוּ֙ כָּל־הָ֣עֵדָ֔ה ,כָּל־הָ֣עֵדָ֔ה ,Subj
7847,442412,Numbers 14:15,clause_x,וְהֵמַתָּ֛ה אֶת־הָעָ֥ם הַזֶּ֖ה כְּאִ֣ישׁ אֶחָ֑ד וְאָֽמְרוּ֙ הַגֹּויִ֔ם אֲשֶׁר־שָׁמְע֥וּ אֶֽת־שִׁמְעֲךָ֖ לֵאמֹֽר׃ ,אֲשֶׁר־שָׁמְע֥וּ אֶֽת־שִׁמְעֲךָ֖ ,אֶֽת־שִׁמְעֲךָ֖ ,Objc
7855,442443,Numbers 14:24,clause_x,וְעַבְדִּ֣י כָלֵ֗ב עֵ֣קֶב הָֽיְתָ֞ה ר֤וּחַ אַחֶ֨רֶת֙ עִמֹּ֔ו וַיְמַלֵּ֖א אַחֲרָ֑י וַהֲבִֽיאֹתִ֗יו אֶל־הָאָ֨רֶץ֙ אֲשֶׁר־בָּ֣א שָׁ֔מָּה וְזַרְעֹ֖ו יֹורִשֶֽׁנָּה׃ ,וַהֲבִֽיאֹתִ֗יו אֶל־הָאָ֨רֶץ֙ ,אֶל־הָאָ֨רֶץ֙ ,Cmpl
7994,443140,Numbers 20:17,clause_x,נַעְבְּרָה־נָּ֣א בְאַרְצֶ֗ךָ לֹ֤א נַעֲבֹר֙ בְּשָׂדֶ֣ה וּבְכֶ֔רֶם וְלֹ֥א נִשְׁתֶּ֖ה מֵ֣י בְאֵ֑ר דֶּ֧רֶךְ הַמֶּ֣לֶךְ נֵלֵ֗ךְ לֹ֤א נִטֶּה֙ יָמִ֣ין וּשְׂמֹ֔אול עַ֥ד אֲשֶֽׁר־נַעֲבֹ֖ר גְּבוּלֶֽךָ׃ ,וְלֹ֥א נִשְׁתֶּ֖ה מֵ֣י בְאֵ֑ר ,מֵ֣י בְאֵ֑ר ,Objc
8018,443210,Numbers 21:6,clause_x,וַיְשַׁלַּ֨ח יְהוָ֜ה בָּעָ֗ם אֵ֚ת הַנְּחָשִׁ֣ים הַשְּׂרָפִ֔ים וַֽיְנַשְּׁכ֖וּ אֶת־הָעָ֑ם וַיָּ֥מָת עַם־רָ֖ב מִיִּשְׂרָאֵֽל׃ ,וַיָּ֥מָת עַם־רָ֖ב מִיִּשְׂרָאֵֽל׃ ,עַם־רָ֖ב מִיִּשְׂרָאֵֽל׃ ,Subj
8022,443225,Numbers 21:9,clause_x,וַיַּ֤עַשׂ מֹשֶׁה֙ נְחַ֣שׁ נְחֹ֔שֶׁת וַיְשִׂמֵ֖הוּ עַל־הַנֵּ֑ס וְהָיָ֗ה אִם־נָשַׁ֤ךְ הַנָּחָשׁ֙ אֶת־אִ֔ישׁ וְהִבִּ֛יט אֶל־נְחַ֥שׁ הַנְּחֹ֖שֶׁת וָחָֽי׃ ,וַיְשִׂמֵ֖הוּ עַל־הַנֵּ֑ס ,עַל־הַנֵּ֑ס ,Cmpl
8063,443429,Numbers 22:22,clause_x,וַיִּֽחַר־אַ֣ף אֱלֹהִים֮ כִּֽי־הֹולֵ֣ךְ הוּא֒ וַיִּתְיַצֵּ֞ב מַלְאַ֧ךְ יְהוָ֛ה בַּדֶּ֖רֶךְ לְשָׂטָ֣ן לֹ֑ו וְהוּא֙ רֹכֵ֣ב עַל־אֲתֹנֹ֔ו וּשְׁנֵ֥י נְעָרָ֖יו עִמֹּֽו׃ ,וַיִּֽחַר־אַ֣ף אֱלֹהִים֮ ,אַ֣ף אֱלֹהִים֮ ,Subj
8194,444298,Numbers 31:18,clause_x,וְכֹל֙ הַטַּ֣ף בַּנָּשִׁ֔ים אֲשֶׁ֥ר לֹא־יָדְע֖וּ מִשְׁכַּ֣ב זָכָ֑ר הַחֲי֖וּ לָכֶֽם׃ ,אֲשֶׁ֥ר לֹא־יָדְע֖וּ מִשְׁכַּ֣ב זָכָ֑ר ,מִשְׁכַּ֣ב זָכָ֑ר ,Objc
8230,444473,Numbers 32:31,clause_x,וַיַּֽעֲנ֧וּ בְנֵי־גָ֛ד וּבְנֵ֥י רְאוּבֵ֖ן לֵאמֹ֑ר אֵת֩ אֲשֶׁ֨ר דִּבֶּ֧ר יְהוָ֛ה אֶל־עֲבָדֶ֖יךָ כֵּ֥ן נַעֲשֶֽׂה׃ ,אֵת֩ אֲשֶׁ֨ר דִּבֶּ֧ר יְהוָ֛ה אֶל־עֲבָדֶ֖יךָ ,אֶל־עֲבָדֶ֖יךָ ,Cmpl
8333,445049,Deuteronomy 1:44,clause_x,וַיֵּצֵ֨א הָאֱמֹרִ֜י הַיֹּשֵׁ֨ב בָּהָ֤ר הַהוּא֙ לִקְרַאתְכֶ֔ם וַיִּרְדְּפ֣וּ אֶתְכֶ֔ם כַּאֲשֶׁ֥ר תַּעֲשֶׂ֖ינָה הַדְּבֹרִ֑ים וַֽיַּכְּת֥וּ אֶתְכֶ֛ם בְּשֵׂעִ֖יר עַד־חָרְמָֽה׃ ,וַיֵּצֵ֨א הָאֱמֹרִ֜י ,הָאֱמֹרִ֜י ,Subj
8343,445104,Deuteronomy 2:12,clause_x,וּבְשֵׂעִ֞יר יָשְׁב֣וּ הַחֹרִים֮ לְפָנִים֒ וּבְנֵ֧י עֵשָׂ֣ו יִֽירָשׁ֗וּם וַיַּשְׁמִידוּם֙ מִפְּנֵיהֶ֔ם וַיֵּשְׁב֖וּ תַּחְתָּ֑ם כַּאֲשֶׁ֧ר עָשָׂ֣ה יִשְׂרָאֵ֗ל לְאֶ֨רֶץ֙ יְרֻשָּׁתֹ֔ו אֲשֶׁר־נָתַ֥ן יְהוָ֖ה לָהֶֽם׃ ,כַּאֲשֶׁ֧ר עָשָׂ֣ה יִשְׂרָאֵ֗ל לְאֶ֨רֶץ֙ יְרֻשָּׁתֹ֔ו ,לְאֶ֨רֶץ֙ יְרֻשָּׁתֹ֔ו ,Cmpl
