,cl_node,ref,clause_type,verse_text,cl_text,target_ph,xphrase_function
5588,432258,Genesis 41:34,clause_x,יַעֲשֶׂ֣ה פַרְעֹ֔ה וְיַפְקֵ֥ד פְּקִדִ֖ים עַל־הָאָ֑רֶץ וְחִמֵּשׁ֙ אֶת־אֶ֣רֶץ מִצְרַ֔יִם בְּשֶׁ֖בַע שְׁנֵ֥י הַשָּׂבָֽע׃ ,וְחִמֵּשׁ֙ אֶת־אֶ֣רֶץ מִצְרַ֔יִם בְּשֶׁ֖בַע שְׁנֵ֥י הַשָּׂבָֽע׃ ,בְּשֶׁ֖בַע שְׁנֵ֥י הַשָּׂבָֽע׃ ,Time
6228,435342,Exodus 16:21,clause_x,וַיִּלְקְט֤וּ אֹתֹו֙ בַּבֹּ֣קֶר בַּבֹּ֔קֶר אִ֖ישׁ כְּפִ֣י אָכְלֹ֑ו וְחַ֥ם הַשֶּׁ֖מֶשׁ וְנָמָֽס׃ ,וַיִּלְקְט֤וּ אֹתֹו֙ בַּבֹּ֣קֶר בַּבֹּ֔קֶר ,בַּבֹּ֣קֶר בַּבֹּ֔קֶר ,Time
6263,435580,Exodus 18:26,clause_x,וְשָׁפְט֥וּ אֶת־הָעָ֖ם בְּכָל־עֵ֑ת אֶת־הַדָּבָ֤ר הַקָּשֶׁה֙ יְבִיא֣וּן אֶל־מֹשֶׁ֔ה וְכָל־הַדָּבָ֥ר הַקָּטֹ֖ן יִשְׁפּוּט֥וּ הֵֽם׃ ,וְשָׁפְט֥וּ אֶת־הָעָ֖ם בְּכָל־עֵ֑ת ,בְּכָל־עֵ֑ת ,Time
6409,436129,Exodus 24:4,clause_x,וַיִּכְתֹּ֣ב מֹשֶׁ֗ה אֵ֚ת כָּל־דִּבְרֵ֣י יְהוָ֔ה וַיַּשְׁכֵּ֣ם בַּבֹּ֔קֶר וַיִּ֥בֶן מִזְבֵּ֖חַ תַּ֣חַת הָהָ֑ר וּשְׁתֵּ֤ים עֶשְׂרֵה֙ מַצֵּבָ֔ה לִשְׁנֵ֥ים עָשָׂ֖ר שִׁבְטֵ֥י יִשְׂרָאֵֽל׃ ,וַיַּשְׁכֵּ֣ם בַּבֹּ֔קֶר ,בַּבֹּ֔קֶר ,Time
6646,437190,Exodus 34:4,clause_x,וַיִּפְסֹ֡ל שְׁנֵֽי־לֻחֹ֨ת אֲבָנִ֜ים כָּרִאשֹׁנִ֗ים וַיַּשְׁכֵּ֨ם מֹשֶׁ֤ה בַבֹּ֨קֶר֙ וַיַּ֨עַל֙ אֶל־הַ֣ר סִינַ֔י כַּאֲשֶׁ֛ר צִוָּ֥ה יְהוָ֖ה אֹתֹ֑ו וַיִּקַּ֣ח בְּיָדֹ֔ו שְׁנֵ֖י לֻחֹ֥ת אֲבָנִֽים׃ ,וַיַּשְׁכֵּ֨ם מֹשֶׁ֤ה בַבֹּ֨קֶר֙ ,בַבֹּ֨קֶר֙ ,Time
6924,438267,Leviticus 5:24,clause_x,אֹ֠ו מִכֹּ֞ל אֲשֶׁר־יִשָּׁבַ֣ע עָלָיו֮ לַשֶּׁקֶר֒ וְשִׁלַּ֤ם אֹתֹו֙ בְּרֹאשֹׁ֔ו וַחֲמִשִׁתָ֖יו יֹסֵ֣ף עָלָ֑יו לַאֲשֶׁ֨ר ה֥וּא לֹ֛ו יִתְּנֶ֖נּוּ בְּיֹ֥ום אַשְׁמָתֹֽו׃ ,יִתְּנֶ֖נּוּ בְּיֹ֥ום ,בְּיֹ֥ום ,Time
7748,441909,Numbers 9:21,clause_x,וְיֵ֞שׁ אֲשֶׁ֨ר יִהְיֶ֤ה הֶֽעָנָן֙ מֵעֶ֣רֶב עַד־בֹּ֔קֶר וְנַעֲלָ֧ה הֶֽעָנָ֛ן בַּבֹּ֖קֶר וְנָסָ֑עוּ אֹ֚ו יֹומָ֣ם וָלַ֔יְלָה וְנַעֲלָ֥ה הֶעָנָ֖ן וְנָסָֽעוּ׃ ,וְנַעֲלָ֧ה הֶֽעָנָ֛ן בַּבֹּ֖קֶר ,בַּבֹּ֖קֶר ,Time
8055,443383,Numbers 22:13,clause_x,וַיָּ֤קָם בִּלְעָם֙ בַּבֹּ֔קֶר וַיֹּ֨אמֶר֙ אֶל־שָׂרֵ֣י בָלָ֔ק לְכ֖וּ אֶֽל־אַרְצְכֶ֑ם כִּ֚י מֵאֵ֣ן יְהוָ֔ה לְתִתִּ֖י לַהֲלֹ֥ךְ עִמָּכֶֽם׃ ,וַיָּ֤קָם בִּלְעָם֙ בַּבֹּ֔קֶר ,בַּבֹּ֔קֶר ,Time
8060,443426,Numbers 22:21,clause_x,וַיָּ֤קָם בִּלְעָם֙ בַּבֹּ֔קֶר וַֽיַּחֲבֹ֖שׁ אֶת־אֲתֹנֹ֑ו וַיֵּ֖לֶךְ עִם־שָׂרֵ֥י מֹואָֽב׃ ,וַיָּ֤קָם בִּלְעָם֙ בַּבֹּ֔קֶר ,בַּבֹּ֔קֶר ,Time
8386,445376,Deuteronomy 4:15,clause_x,וְנִשְׁמַרְתֶּ֥ם מְאֹ֖ד לְנַפְשֹׁתֵיכֶ֑ם כִּ֣י לֹ֤א רְאִיתֶם֙ כָּל־תְּמוּנָ֔ה בְּיֹ֗ום דִּבֶּ֨ר יְהוָ֧ה אֲלֵיכֶ֛ם בְּחֹרֵ֖ב מִתֹּ֥וךְ הָאֵֽשׁ׃ ,כִּ֣י לֹ֤א רְאִיתֶם֙ כָּל־תְּמוּנָ֔ה בְּיֹ֗ום ,בְּיֹ֗ום ,Time
8535,446067,Deuteronomy 10:4,clause_x,וַיִּכְתֹּ֨ב עַֽל־הַלֻּחֹ֜ת כַּמִּכְתָּ֣ב הָרִאשֹׁ֗ון אֵ֚ת עֲשֶׂ֣רֶת הַדְּבָרִ֔ים אֲשֶׁ֣ר דִּבֶּר֩ יְהוָ֨ה אֲלֵיכֶ֥ם בָּהָ֛ר מִתֹּ֥וךְ הָאֵ֖שׁ בְּיֹ֣ום הַקָּהָ֑ל וַיִּתְּנֵ֥ם יְהוָ֖ה אֵלָֽי׃ ,אֲשֶׁ֣ר דִּבֶּר֩ יְהוָ֨ה אֲלֵיכֶ֥ם בָּהָ֛ר מִתֹּ֥וךְ הָאֵ֖שׁ בְּיֹ֣ום הַקָּהָ֑ל ,בְּיֹ֣ום הַקָּהָ֑ל ,Time
9114,448563,Deuteronomy 32:48,clause_x,וַיְדַבֵּ֤ר יְהוָה֙ אֶל־מֹשֶׁ֔ה בְּעֶ֛צֶם הַיֹּ֥ום הַזֶּ֖ה לֵאמֹֽר׃ ,וַיְדַבֵּ֤ר יְהוָה֙ אֶל־מֹשֶׁ֔ה בְּעֶ֛צֶם הַיֹּ֥ום הַזֶּ֖ה ,בְּעֶ֛צֶם הַיֹּ֥ום הַזֶּ֖ה ,Time
9185,448942,Joshua 3:1,clause_x,וַיַּשְׁכֵּם֩ יְהֹושֻׁ֨עַ בַּבֹּ֜קֶר וַיִּסְע֣וּ מֵֽהַשִּׁטִּ֗ים וַיָּבֹ֨אוּ֙ עַד־הַיַּרְדֵּ֔ן ה֖וּא וְכָל־בְּנֵ֣י יִשְׂרָאֵ֑ל וַיָּלִ֥נוּ שָׁ֖ם טֶ֥רֶם יַעֲבֹֽרוּ׃ ,וַיַּשְׁכֵּם֩ יְהֹושֻׁ֨עַ בַּבֹּ֜קֶר ,בַּבֹּ֜קֶר ,Time
9293,449389,Joshua 7:16,clause_x,וַיַּשְׁכֵּ֤ם יְהֹושֻׁ֨עַ֙ בַּבֹּ֔קֶר וַיַּקְרֵ֥ב אֶת־יִשְׂרָאֵ֖ל לִשְׁבָטָ֑יו וַיִּלָּכֵ֖ד שֵׁ֥בֶט יְהוּדָֽה׃ ,וַיַּשְׁכֵּ֤ם יְהֹושֻׁ֨עַ֙ בַּבֹּ֔קֶר ,בַּבֹּ֔קֶר ,Time
9349,449641,Joshua 9:12,clause_x,זֶ֣ה׀ לַחְמֵ֗נוּ חָ֞ם הִצְטַיַּ֤דְנוּ אֹתֹו֙ מִבָּ֣תֵּ֔ינוּ בְּיֹ֥ום צֵאתֵ֖נוּ לָלֶ֣כֶת אֲלֵיכֶ֑ם וְעַתָּה֙ הִנֵּ֣ה יָבֵ֔שׁ וְהָיָ֖ה נִקֻּדִֽים׃ ,חָ֞ם הִצְטַיַּ֤דְנוּ אֹתֹו֙ מִבָּ֣תֵּ֔ינוּ בְּיֹ֥ום ,בְּיֹ֥ום ,Time
9803,451809,Judges 6:28,clause_x,וַיַּשְׁכִּ֜ימוּ אַנְשֵׁ֤י הָעִיר֙ בַּבֹּ֔קֶר וְהִנֵּ֤ה נֻתַּץ֙ מִזְבַּ֣ח הַבַּ֔עַל וְהָאֲשֵׁרָ֥ה אֲשֶׁר־עָלָ֖יו כֹּרָ֑תָה וְאֵת֙ הַפָּ֣ר הַשֵּׁנִ֔י הֹֽעֲלָ֔ה עַל־הַמִּזְבֵּ֖חַ הַבָּנֽוּי׃ ,וַיַּשְׁכִּ֜ימוּ אַנְשֵׁ֤י הָעִיר֙ בַּבֹּ֔קֶר ,בַּבֹּ֔קֶר ,Time
10112,453070,Judges 16:3,clause_x,וַיִּשְׁכַּ֣ב שִׁמְשֹׁון֮ עַד־חֲצִ֣י הַלַּיְלָה֒ וַיָּ֣קָם׀ בַּחֲצִ֣י הַלַּ֗יְלָה וַיֶּאֱחֹ֞ז בְּדַלְתֹ֤ות שַֽׁעַר־הָעִיר֙ וּבִשְׁתֵּ֣י הַמְּזוּזֹ֔ות וַיִּסָּעֵם֙ עִֽם־הַבְּרִ֔יחַ וַיָּ֖שֶׂם עַל־כְּתֵפָ֑יו וַֽיַּעֲלֵם֙ אֶל־רֹ֣אשׁ הָהָ֔ר אֲשֶׁ֖ר עַל־פְּנֵ֥י חֶבְרֹֽון׃ פ ,וַיָּ֣קָם׀ בַּחֲצִ֣י הַלַּ֗יְלָה ,בַּחֲצִ֣י הַלַּ֗יְלָה ,Time
10234,453616,Judges 19:27,clause_x,וַיָּ֨קָם אֲדֹנֶ֜יהָ בַּבֹּ֗קֶר וַיִּפְתַּח֙ דַּלְתֹ֣ות הַבַּ֔יִת וַיֵּצֵ֖א לָלֶ֣כֶת לְדַרְכֹּ֑ו וְהִנֵּ֧ה הָאִשָּׁ֣ה פִֽילַגְשֹׁ֗ו נֹפֶ֨לֶת֙ פֶּ֣תַח הַבַּ֔יִת וְיָדֶ֖יהָ עַל־הַסַּֽף׃ ,וַיָּ֨קָם אֲדֹנֶ֜יהָ בַּבֹּ֗קֶר ,בַּבֹּ֗קֶר ,Time
10330,454021,1_Samuel 1:19,clause_x,וַיַּשְׁכִּ֣מוּ בַבֹּ֗קֶר וַיִּֽשְׁתַּחֲווּ֙ לִפְנֵ֣י יְהוָ֔ה וַיָּשֻׁ֛בוּ וַיָּבֹ֥אוּ אֶל־בֵּיתָ֖ם הָרָמָ֑תָה וַיֵּ֤דַע אֶלְקָנָה֙ אֶת־חַנָּ֣ה אִשְׁתֹּ֔ו וַיִּֽזְכְּרֶ֖הָ יְהוָֽה׃ ,וַיַּשְׁכִּ֣מוּ בַבֹּ֗קֶר ,בַבֹּ֗קֶר ,Time
10587,455131,1_Samuel 11:11,clause_x,וַיְהִ֣י מִֽמָּחֳרָ֗ת וַיָּ֨שֶׂם שָׁא֣וּל אֶת־הָעָם֮ שְׁלֹשָׁ֣ה רָאשִׁים֒ וַיָּבֹ֤אוּ בְתֹוךְ־הַֽמַּחֲנֶה֙ בְּאַשְׁמֹ֣רֶת הַבֹּ֔קֶר וַיַּכּ֥וּ אֶת־עַמֹּ֖ון עַד־חֹ֣ם הַיֹּ֑ום וַיְהִ֤י הַנִּשְׁאָרִים֙ וַיָּפֻ֔צוּ וְלֹ֥א נִשְׁאֲרוּ־בָ֖ם שְׁנַ֥יִם יָֽחַד׃ ,וַיָּבֹ֤אוּ בְתֹוךְ־הַֽמַּחֲנֶה֙ בְּאַשְׁמֹ֣רֶת הַבֹּ֔קֶר ,בְּאַשְׁמֹ֣רֶת הַבֹּ֔קֶר ,Time
10733,455983,1_Samuel 17:20,clause_x,וַיַּשְׁכֵּ֨ם דָּוִ֜ד בַּבֹּ֗קֶר וַיִּטֹּ֤שׁ אֶת־הַצֹּאן֙ עַל־שֹׁמֵ֔ר וַיִּשָּׂ֣א וַיֵּ֔לֶךְ כַּאֲשֶׁ֥ר צִוָּ֖הוּ יִשָׁ֑י וַיָּבֹא֙ הַמַּעְגָּ֔לָה וְהַחַ֗יִל הַיֹּצֵא֙ אֶל־הַמַּ֣עֲרָכָ֔ה וְהֵרֵ֖עוּ בַּמִּלְחָמָֽה׃ ,וַיַּשְׁכֵּ֨ם דָּוִ֜ד בַּבֹּ֗קֶר ,בַּבֹּ֗קֶר ,Time
11382,459022,2_Samuel 11:13,clause_x,וַיִּקְרָא־לֹ֣ו דָוִ֗ד וַיֹּ֧אכַל לְפָנָ֛יו וַיֵּ֖שְׁתְּ וַֽיְשַׁכְּרֵ֑הוּ וַיֵּצֵ֣א בָעֶ֗רֶב לִשְׁכַּ֤ב בְּמִשְׁכָּבֹו֙ עִם־עַבְדֵ֣י אֲדֹנָ֔יו וְאֶל־בֵּיתֹ֖ו לֹ֥א יָרָֽד׃ ,וַיֵּצֵ֣א בָעֶ֗רֶב ,בָעֶ֗רֶב ,Time
11700,460394,2_Samuel 19:20,clause_x,וַיֹּ֣אמֶר אֶל־הַמֶּ֗לֶךְ אַל־יַחֲשָׁב־לִ֣י אֲדֹנִי֮ עָוֹן֒ וְאַל־תִּזְכֹּ֗ר אֵ֚ת אֲשֶׁ֣ר הֶעֱוָ֣ה עַבְדְּךָ֔ בַּיֹּ֕ום אֲשֶׁר־יָׄצָ֥ׄאׄ אֲדֹנִֽי־הַמֶּ֖לֶךְ מִירֽוּשָׁלִָ֑ם לָשׂ֥וּם הַמֶּ֖לֶךְ אֶל־לִבֹּֽו׃ ,אֵ֚ת אֲשֶׁ֣ר הֶעֱוָ֣ה עַבְדְּךָ֔ בַּיֹּ֕ום ,בַּיֹּ֕ום ,Time
11770,460704,2_Samuel 21:12,clause_x,וַיֵּ֣לֶךְ דָּוִ֗ד וַיִּקַּ֞ח אֶת־עַצְמֹ֤ות שָׁאוּל֙ וְאֶת־עַצְמֹות֙ יְהֹונָתָ֣ן בְּנֹ֔ו מֵאֵ֕ת בַּעֲלֵ֖י יָבֵ֣ישׁ גִּלְעָ֑ד אֲשֶׁר֩ גָּנְב֨וּ אֹתָ֜ם מֵרְחֹ֣ב בֵּֽית־שַׁ֗ן אֲשֶׁ֨ר תְּלָא֥וּם שָׁ֨מָּה֙ פְּלִשְׁתִּ֔ים בְּיֹ֨ום הַכֹּ֧ות פְּלִשְׁתִּ֛ים אֶת־שָׁא֖וּל בַּגִּלְבֹּֽעַ׃ ,אֲשֶׁ֨ר תְּלָא֥וּם שָׁ֨מָּה֙ פְּלִשְׁתִּ֔ים בְּיֹ֨ום ,בְּיֹ֨ום ,Time
11780,460745,2_Samuel 22:1,clause_x,וַיְדַבֵּ֤ר דָּוִד֙ לַֽיהוָ֔ה אֶת־דִּבְרֵ֖י הַשִּׁירָ֣ה הַזֹּ֑את בְּיֹום֩ הִצִּ֨יל יְהוָ֥ה אֹתֹ֛ו מִכַּ֥ף כָּל־אֹיְבָ֖יו וּמִכַּ֥ף שָׁאֽוּל׃ ,וַיְדַבֵּ֤ר דָּוִד֙ לַֽיהוָ֔ה אֶת־דִּבְרֵ֖י הַשִּׁירָ֣ה הַזֹּ֑את בְּיֹום֩ ,בְּיֹום֩ ,Time
11819,460973,2_Samuel 23:20,clause_x,וּבְנָיָ֨הוּ בֶן־יְהֹויָדָ֧ע בֶּן־אִֽישׁ־חַ֛יִל רַב־פְּעָלִ֖ים מִֽקַּבְצְאֵ֑ל ה֣וּא הִכָּ֗ה אֵ֣ת שְׁנֵ֤י אֲרִאֵל֙ מֹואָ֔ב וְ֠הוּא יָרַ֞ד וְהִכָּ֧ה אֶֽת־הָאֲרִ֛י בְּתֹ֥וךְ הַבֹּ֖אר בְּיֹ֥ום הַשָּֽׁלֶג׃ ,וְהִכָּ֧ה אֶֽת־הָאֲרִ֛י בְּתֹ֥וךְ הַבֹּ֖אר בְּיֹ֥ום הַשָּֽׁלֶג׃ ,בְּיֹ֥ום הַשָּֽׁלֶג׃ ,Time
11835,461059,2_Samuel 24:11,clause_x,וַיָּ֥קָם דָּוִ֖ד בַּבֹּ֑קֶר פ וּדְבַר־יְהוָ֗ה הָיָה֙ אֶל־גָּ֣ד הַנָּבִ֔יא חֹזֵ֥ה דָוִ֖ד לֵאמֹֽר׃ ,וַיָּ֥קָם דָּוִ֖ד בַּבֹּ֑קֶר פ ,בַּבֹּ֑קֶר פ ,Time
11998,461690,1_Kings 3:20,clause_x,וַתָּקָם֩ בְּתֹ֨וךְ הַלַּ֜יְלָה וַתִּקַּ֧ח אֶת־בְּנִ֣י מֵֽאֶצְלִ֗י וַאֲמָֽתְךָ֙ יְשֵׁנָ֔ה וַתַּשְׁכִּיבֵ֖הוּ בְּחֵיקָ֑הּ וְאֶת־בְּנָ֥הּ הַמֵּ֖ת הִשְׁכִּ֥יבָה בְחֵיקִֽי׃ ,וַתָּקָם֩ בְּתֹ֨וךְ הַלַּ֜יְלָה ,בְּתֹ֨וךְ הַלַּ֜יְלָה ,Time
12001,461695,1_Kings 3:21,clause_x,וָאָקֻ֥ם בַּבֹּ֛קֶר לְהֵינִ֥יק אֶת־בְּנִ֖י וְהִנֵּה־מֵ֑ת וָאֶתְבֹּונֵ֤ן אֵלָיו֙ בַּבֹּ֔קֶר וְהִנֵּ֛ה לֹֽא־הָיָ֥ה בְנִ֖י אֲשֶׁ֥ר יָלָֽדְתִּי׃ ,וָאָקֻ֥ם בַּבֹּ֛קֶר ,בַּבֹּ֛קֶר ,Time
12392,463432,1_Kings 15:28,clause_x,וַיְמִתֵ֣הוּ בַעְשָׁ֔א בִּשְׁנַ֣ת שָׁלֹ֔שׁ לְאָסָ֖א מֶ֣לֶךְ יְהוּדָ֑ה וַיִּמְלֹ֖ךְ תַּחְתָּֽיו׃ ,וַיְמִתֵ֣הוּ בַעְשָׁ֔א בִּשְׁנַ֣ת שָׁלֹ֔שׁ לְאָסָ֖א מֶ֣לֶךְ יְהוּדָ֑ה ,בִּשְׁנַ֣ת שָׁלֹ֔שׁ לְאָסָ֖א מֶ֣לֶךְ יְהוּדָ֑ה ,Time
12585,464499,1_Kings 21:29,clause_x,הֲֽרָאִ֔יתָ כִּֽי־נִכְנַ֥ע אַחְאָ֖ב מִלְּפָנָ֑י יַ֜עַן כִּֽי־נִכְנַ֣ע מִפָּנַ֗י לֹֽא־אָבִ֤יא הָֽרָעָה֙ בְּיָמָ֔יו בִּימֵ֣י בְנֹ֔ו אָבִ֥יא הָרָעָ֖ה עַל־בֵּיתֹֽו׃ ,לֹֽא־אָבִ֤יא הָֽרָעָה֙ בְּיָמָ֔יו ,בְּיָמָ֔יו ,Time
12617,464672,1_Kings 22:35,clause_x,וַתַּעֲלֶ֤ה הַמִּלְחָמָה֙ בַּיֹּ֣ום הַה֔וּא וְהַמֶּ֗לֶךְ הָיָ֧ה מָעֳמָ֛ד בַּמֶּרְכָּבָ֖ה נֹ֣כַח אֲרָ֑ם וַיָּ֣מָת בָּעֶ֔רֶב וַיִּ֥צֶק דַּֽם־הַמַּכָּ֖ה אֶל־חֵ֥יק הָרָֽכֶב׃ ,וַיָּ֣מָת בָּעֶ֔רֶב ,בָּעֶ֔רֶב ,Time
12626,464712,1_Kings 22:47,clause_x,וְיֶ֨תֶר֙ הַקָּדֵ֔שׁ אֲשֶׁ֣ר נִשְׁאַ֔ר בִּימֵ֖י אָסָ֣א אָבִ֑יו בִּעֵ֖ר מִן־הָאָֽרֶץ׃ ,אֲשֶׁ֣ר נִשְׁאַ֔ר בִּימֵ֖י אָסָ֣א אָבִ֑יו ,בִּימֵ֖י אָסָ֣א אָבִ֑יו ,Time
12690,465095,2_Kings 3:22,clause_x,וַיַּשְׁכִּ֣ימוּ בַבֹּ֔קֶר וְהַשֶּׁ֖מֶשׁ זָרְחָ֣ה עַל־הַמָּ֑יִם וַיִּרְא֨וּ מֹואָ֥ב מִנֶּ֛גֶד אֶת־הַמַּ֖יִם אֲדֻמִּ֥ים כַּדָּֽם׃ ,וַיַּשְׁכִּ֣ימוּ בַבֹּ֔קֶר ,בַבֹּ֔קֶר ,Time
12827,465784,2_Kings 7:5,clause_x,וַיָּק֣וּמוּ בַנֶּ֔שֶׁף לָבֹ֖וא אֶל־מַחֲנֵ֣ה אֲרָ֑ם וַיָּבֹ֗אוּ עַד־קְצֵה֙ מַחֲנֵ֣ה אֲרָ֔ם וְהִנֵּ֥ה אֵֽין־שָׁ֖ם אִֽישׁ׃ ,וַיָּק֣וּמוּ בַנֶּ֔שֶׁף ,בַנֶּ֔שֶׁף ,Time
12829,465794,2_Kings 7:7,clause_x,וַיָּקוּמוּ֮ וַיָּנ֣וּסוּ בַנֶּשֶׁף֒ וַיַּעַזְב֣וּ אֶת־אָהֳלֵיהֶ֗ם וְאֶת־סֽוּסֵיהֶם֙ וְאֶת־חֲמֹ֣רֵיהֶ֔ם הַֽמַּחֲנֶ֖ה כַּאֲשֶׁר־הִ֑יא וַיָּנֻ֖סוּ אֶל־נַפְשָֽׁם׃ ,וַיָּנ֣וּסוּ בַנֶּשֶׁף֒ ,בַנֶּשֶׁף֒ ,Time
