,cl_node,ref,clause_type,verse_text,cl_text,target_ph,xphrase_function
14054,474165,Jeremiah 3:16,clause_x,וְהָיָ֡ה כִּ֣י תִרְבּוּ֩ וּפְרִיתֶ֨ם בָּאָ֜רֶץ בַּיָּמִ֤ים הָהֵ֨מָּה֙ נְאֻם־יְהוָ֔ה לֹא־יֹ֣אמְרוּ עֹ֗וד אֲרֹון֙ בְּרִית־יְהוָ֔ה וְלֹ֥א יַעֲלֶ֖ה עַל־לֵ֑ב וְלֹ֤א יִזְכְּרוּ־בֹו֙ וְלֹ֣א יִפְקֹ֔דוּ וְלֹ֥א יֵעָשֶׂ֖ה עֹֽוד׃ ,וּפְרִיתֶ֨ם בָּאָ֜רֶץ בַּיָּמִ֤ים הָהֵ֨מָּה֙ ,בַּיָּמִ֤ים הָהֵ֨מָּה֙ ,Time
14411,476607,Jeremiah 25:1,clause_x,הַדָּבָ֞ר אֲשֶׁר־הָיָ֤ה עַֽל־יִרְמְיָ֨הוּ֙ עַל־כָּל־עַ֣ם יְהוּדָ֔ה בַּשָּׁנָה֙ הָֽרְבִעִ֔ית לִיהֹויָקִ֥ים בֶּן־יֹאשִׁיָּ֖הוּ מֶ֣לֶךְ יְהוּדָ֑ה הִ֗יא הַשָּׁנָה֙ הָרִ֣אשֹׁנִ֔ית לִנְבֽוּכַדְרֶאצַּ֖ר מֶ֥לֶךְ בָּבֶֽל׃ ,אֲשֶׁר־הָיָ֤ה עַֽל־יִרְמְיָ֨הוּ֙ עַל־כָּל־עַ֣ם יְהוּדָ֔ה בַּשָּׁנָה֙ הָֽרְבִעִ֔ית לִיהֹויָקִ֥ים בֶּן־יֹאשִׁיָּ֖הוּ מֶ֣לֶךְ יְהוּדָ֑ה ,בַּשָּׁנָה֙ הָֽרְבִעִ֔ית לִיהֹויָקִ֥ים בֶּן־יֹאשִׁיָּ֖הוּ מֶ֣לֶךְ יְהוּדָ֑ה ,Time
14496,477009,Jeremiah 28:17,clause_x,וַיָּ֛מָת חֲנַנְיָ֥ה הַנָּבִ֖יא בַּשָּׁנָ֣ה הַהִ֑יא בַּחֹ֖דֶשׁ הַשְּׁבִיעִֽי׃ פ ,וַיָּ֛מָת חֲנַנְיָ֥ה הַנָּבִ֖יא בַּשָּׁנָ֣ה הַהִ֑יא בַּחֹ֖דֶשׁ הַשְּׁבִיעִֽי׃ פ ,בַּשָּׁנָ֣ה הַהִ֑יא בַּחֹ֖דֶשׁ הַשְּׁבִיעִֽי׃ פ ,Time
14565,477459,Jeremiah 32:1,clause_x,הַדָּבָ֞ר אֲשֶׁר־הָיָ֤ה אֶֽל־יִרְמְיָ֨הוּ֙ מֵאֵ֣ת יְהוָ֔ה בַּשָּׁנָה֙ הָעֲשִׂרִ֔ית לְצִדְקִיָּ֖הוּ מֶ֣לֶךְ יְהוּדָ֑ה הִ֧יא הַשָּׁנָ֛ה שְׁמֹנֶֽה־עֶשְׂרֵ֥ה שָׁנָ֖ה לִנְבֽוּכַדְרֶאצַּֽר׃ ,אֲשֶׁר־הָיָ֤ה אֶֽל־יִרְמְיָ֨הוּ֙ מֵאֵ֣ת יְהוָ֔ה בַּשָּׁנָה֙ הָעֲשִׂרִ֔ית לְצִדְקִיָּ֖הוּ מֶ֣לֶךְ יְהוּדָ֑ה ,בַּשָּׁנָה֙ הָעֲשִׂרִ֔ית לְצִדְקִיָּ֖הוּ מֶ֣לֶךְ יְהוּדָ֑ה ,Time
16232,487771,Micah 3:4,clause_x,אָ֚ז יִזְעֲק֣וּ אֶל־יְהוָ֔ה וְלֹ֥א יַעֲנֶ֖ה אֹותָ֑ם וְיַסְתֵּ֨ר פָּנָ֤יו מֵהֶם֙ בָּעֵ֣ת הַהִ֔יא כַּאֲשֶׁ֥ר הֵרֵ֖עוּ מַעַלְלֵיהֶֽם׃ פ ,וְיַסְתֵּ֨ר פָּנָ֤יו מֵהֶם֙ בָּעֵ֣ת הַהִ֔יא ,בָּעֵ֣ת הַהִ֔יא ,Time
16455,489369,Zechariah 7:3,clause_x,לֵאמֹ֗ר אֶל־הַכֹּֽהֲנִים֙ אֲשֶׁר֙ לְבֵית־יְהוָ֣ה צְבָאֹ֔ות וְאֶל־הַנְּבִיאִ֖ים לֵאמֹ֑ר הַֽאֶבְכֶּה֙ בַּחֹ֣דֶשׁ הַחֲמִשִׁ֔י הִנָּזֵ֕ר כַּאֲשֶׁ֣ר עָשִׂ֔יתִי זֶ֖ה כַּמֶּ֥ה שָׁנִֽים׃ פ ,הַֽאֶבְכֶּה֙ בַּחֹ֣דֶשׁ הַחֲמִשִׁ֔י ,בַּחֹ֣דֶשׁ הַחֲמִשִׁ֔י ,Time
16471,489435,Zechariah 8:6,clause_x,כֹּ֤ה אָמַר֙ יְהוָ֣ה צְבָאֹ֔ות כִּ֣י יִפָּלֵ֗א בְּעֵינֵי֙ שְׁאֵרִית֙ הָעָ֣ם הַזֶּ֔ה בַּיָּמִ֖ים הָהֵ֑ם גַּם־בְּעֵינַי֙ יִפָּלֵ֔א נְאֻ֖ם יְהוָ֥ה צְבָאֹֽות׃ פ ,כִּ֣י יִפָּלֵ֗א בְּעֵינֵי֙ שְׁאֵרִית֙ הָעָ֣ם הַזֶּ֔ה בַּיָּמִ֖ים הָהֵ֑ם ,בַּיָּמִ֖ים הָהֵ֑ם ,Time
16480,489478,Zechariah 8:15,clause_x,כֵּ֣ן שַׁ֤בְתִּי זָמַ֨מְתִּי֙ בַּיָּמִ֣ים הָאֵ֔לֶּה לְהֵיטִ֥יב אֶת־יְרוּשָׁלִַ֖ם וְאֶת־בֵּ֣ית יְהוּדָ֑ה אַל־תִּירָֽאוּ׃ ,זָמַ֨מְתִּי֙ בַּיָּמִ֣ים הָאֵ֔לֶּה ,בַּיָּמִ֣ים הָאֵ֔לֶּה ,Time
19987,453308,Judges 18:1,medial_adj,בַּיָּמִ֣ים הָהֵ֔ם אֵ֥ין מֶ֖לֶךְ בְּיִשְׂרָאֵ֑ל וּבַיָּמִ֣ים הָהֵ֗ם שֵׁ֣בֶט הַדָּנִ֞י מְבַקֶּשׁ־לֹ֤ו נַֽחֲלָה֙ לָשֶׁ֔בֶת כִּי֩ לֹֽא־נָ֨פְלָה לֹּ֜ו עַד־הַיֹּ֥ום הַה֛וּא בְּתֹוךְ־שִׁבְטֵ֥י יִשְׂרָאֵ֖ל בְּנַחֲלָֽה׃ ס ,כִּי֩ לֹֽא־נָ֨פְלָה לֹּ֜ו עַד־הַיֹּ֥ום הַה֛וּא בְּתֹוךְ־שִׁבְטֵ֥י יִשְׂרָאֵ֖ל בְּנַחֲלָֽה׃ ס ,עַד־הַיֹּ֥ום הַה֛וּא ,Time
20049,467557,2_Kings 20:8,medial_adj,וַיֹּ֤אמֶר חִזְקִיָּ֨הוּ֙ אֶֽל־יְשַׁעְיָ֔הוּ מָ֣ה אֹ֔ות כִּֽי־יִרְפָּ֥א יְהוָ֖ה לִ֑י וְעָלִ֛יתִי בַּיֹּ֥ום הַשְּׁלִישִׁ֖י בֵּ֥ית יְהוָֽה׃ ,וְעָלִ֛יתִי בַּיֹּ֥ום הַשְּׁלִישִׁ֖י בֵּ֥ית יְהוָֽה׃ ,בַּיֹּ֥ום הַשְּׁלִישִׁ֖י ,Time
20362,429443,Genesis 21:22,wayehi_x,וַֽיְהִי֙ בָּעֵ֣ת הַהִ֔וא וַיֹּ֣אמֶר אֲבִימֶ֗לֶךְ וּפִיכֹל֙ שַׂר־צְבָאֹ֔ו אֶל־אַבְרָהָ֖ם לֵאמֹ֑ר אֱלֹהִ֣ים עִמְּךָ֔ בְּכֹ֥ל אֲשֶׁר־אַתָּ֖ה עֹשֶֽׂה׃ ,וַֽיְהִי֙ בָּעֵ֣ת הַהִ֔וא ,בָּעֵ֣ת הַהִ֔וא ,Time
20370,431399,Genesis 34:25,wayehi_x,וַיְהִי֩ בַיֹּ֨ום הַשְּׁלִישִׁ֜י בִּֽהְיֹותָ֣ם כֹּֽאֲבִ֗ים וַיִּקְח֣וּ שְׁנֵֽי־בְנֵי־יַ֠עֲקֹב שִׁמְעֹ֨ון וְלֵוִ֜י אֲחֵ֤י דִינָה֙ אִ֣ישׁ חַרְבֹּ֔ו וַיָּבֹ֥אוּ עַל־הָעִ֖יר בֶּ֑טַח וַיַּֽהַרְג֖וּ כָּל־זָכָֽר׃ ,וַיְהִי֩ בַיֹּ֨ום הַשְּׁלִישִׁ֜י ,בַיֹּ֨ום הַשְּׁלִישִׁ֜י ,Time
20372,431805,Genesis 38:1,wayehi_x,וַֽיְהִי֙ בָּעֵ֣ת הַהִ֔וא וַיֵּ֥רֶד יְהוּדָ֖ה מֵאֵ֣ת אֶחָ֑יו וַיֵּ֛ט עַד־אִ֥ישׁ עֲדֻלָּמִ֖י וּשְׁמֹ֥ו חִירָֽה׃ ,וַֽיְהִי֙ בָּעֵ֣ת הַהִ֔וא ,בָּעֵ֣ת הַהִ֔וא ,Time
20379,432135,Genesis 40:20,wayehi_x,וַיְהִ֣י׀ בַּיֹּ֣ום הַשְּׁלִישִׁ֗י יֹ֚ום הֻלֶּ֣דֶת אֶת־פַּרְעֹ֔ה וַיַּ֥עַשׂ מִשְׁתֶּ֖ה לְכָל־עֲבָדָ֑יו וַיִּשָּׂ֞א אֶת־רֹ֣אשׁ׀ שַׂ֣ר הַמַּשְׁקִ֗ים וְאֶת־רֹ֛אשׁ שַׂ֥ר הָאֹפִ֖ים בְּתֹ֥וךְ עֲבָדָֽיו׃ ,וַיְהִ֣י׀ בַּיֹּ֣ום הַשְּׁלִישִׁ֗י יֹ֚ום ,בַּיֹּ֣ום הַשְּׁלִישִׁ֗י יֹ֚ום ,Time
20387,433659,Exodus 2:11,wayehi_x,וַיְהִ֣י׀ בַּיָּמִ֣ים הָהֵ֗ם וַיִּגְדַּ֤ל מֹשֶׁה֙ וַיֵּצֵ֣א אֶל־אֶחָ֔יו וַיַּ֖רְא בְּסִבְלֹתָ֑ם וַיַּרְא֙ אִ֣ישׁ מִצְרִ֔י מַכֶּ֥ה אִישׁ־עִבְרִ֖י מֵאֶחָֽיו׃ ,וַיְהִ֣י׀ בַּיָּמִ֣ים הָהֵ֗ם ,בַּיָּמִ֣ים הָהֵ֗ם ,Time
20388,433720,Exodus 2:23,wayehi_x,וַיְהִי֩ בַיָּמִ֨ים הָֽרַבִּ֜ים הָהֵ֗ם וַיָּ֨מָת֙ מֶ֣לֶךְ מִצְרַ֔יִם וַיֵּאָנְח֧וּ בְנֵֽי־יִשְׂרָאֵ֛ל מִן־הָעֲבֹדָ֖ה וַיִּזְעָ֑קוּ וַתַּ֧עַל שַׁוְעָתָ֛ם אֶל־הָאֱלֹהִ֖ים מִן־הָעֲבֹדָֽה׃ ,וַיְהִי֩ בַיָּמִ֨ים הָֽרַבִּ֜ים הָהֵ֗ם ,בַיָּמִ֨ים הָֽרַבִּ֜ים הָהֵ֗ם ,Time
20404,435650,Exodus 19:16,wayehi_x,וַיְהִי֩ בַיֹּ֨ום הַשְּׁלִישִׁ֜י בִּֽהְיֹ֣ת הַבֹּ֗קֶר וַיְהִי֩ קֹלֹ֨ת וּבְרָקִ֜ים וְעָנָ֤ן כָּבֵד֙ עַל־הָהָ֔ר וְקֹ֥ל שֹׁפָ֖ר חָזָ֣ק מְאֹ֑ד וַיֶּחֱרַ֥ד כָּל־הָעָ֖ם אֲשֶׁ֥ר בַּֽמַּחֲנֶֽה׃ ,וַיְהִי֩ בַיֹּ֨ום הַשְּׁלִישִׁ֜י ,בַיֹּ֨ום הַשְּׁלִישִׁ֜י ,Time
20409,438605,Leviticus 9:1,wayehi_x,וַיְהִי֙ בַּיֹּ֣ום הַשְּׁמִינִ֔י קָרָ֣א מֹשֶׁ֔ה לְאַהֲרֹ֖ן וּלְבָנָ֑יו וּלְזִקְנֵ֖י יִשְׂרָאֵֽל׃ ,וַיְהִי֙ בַּיֹּ֣ום הַשְּׁמִינִ֔י ,בַּיֹּ֣ום הַשְּׁמִינִ֔י ,Time
20412,441954,Numbers 10:11,wayehi_x,וַיְהִ֞י בַּשָּׁנָ֧ה הַשֵּׁנִ֛ית בַּחֹ֥דֶשׁ הַשֵּׁנִ֖י בְּעֶשְׂרִ֣ים בַּחֹ֑דֶשׁ נַעֲלָה֙ הֶֽעָנָ֔ן מֵעַ֖ל מִשְׁכַּ֥ן הָעֵדֻֽת׃ ,וַיְהִ֞י בַּשָּׁנָ֧ה הַשֵּׁנִ֛ית בַּחֹ֥דֶשׁ הַשֵּׁנִ֖י בְּעֶשְׂרִ֣ים בַּחֹ֑דֶשׁ ,בַּשָּׁנָ֧ה הַשֵּׁנִ֛ית בַּחֹ֥דֶשׁ הַשֵּׁנִ֖י בְּעֶשְׂרִ֣ים בַּחֹ֑דֶשׁ ,Time
20421,449241,Joshua 6:15,wayehi_x,וַיְהִ֣י׀ בַּיֹּ֣ום הַשְּׁבִיעִ֗י וַיַּשְׁכִּ֨מוּ֙ כַּעֲלֹ֣ות הַשַּׁ֔חַר וַיָּסֹ֧בּוּ אֶת־הָעִ֛יר כַּמִּשְׁפָּ֥ט הַזֶּ֖ה שֶׁ֣בַע פְּעָמִ֑ים רַ֚ק בַּיֹּ֣ום הַה֔וּא סָבְב֥וּ אֶת־הָעִ֖יר שֶׁ֥בַע פְּעָמִֽים׃ ,וַיְהִ֣י׀ בַּיֹּ֣ום הַשְּׁבִיעִ֗י ,בַּיֹּ֣ום הַשְּׁבִיעִ֗י ,Time
20422,449246,Joshua 6:16,wayehi_x,וַיְהִי֙ בַּפַּ֣עַם הַשְּׁבִיעִ֔ית תָּקְע֥וּ הַכֹּהֲנִ֖ים בַּשֹּׁופָרֹ֑ות וַיֹּ֨אמֶר יְהֹושֻׁ֤עַ אֶל־הָעָם֙ הָרִ֔יעוּ כִּֽי־נָתַ֧ן יְהוָ֛ה לָכֶ֖ם אֶת־הָעִֽיר׃ ,וַיְהִי֙ בַּפַּ֣עַם הַשְּׁבִיעִ֔ית ,בַּפַּ֣עַם הַשְּׁבִיעִ֔ית ,Time
20439,451790,Judges 6:25,wayehi_x,וַיְהִי֮ בַּלַּ֣יְלָה הַהוּא֒ וַיֹּ֧אמֶר לֹ֣ו יְהוָ֗ה קַ֤ח אֶת־פַּר־הַשֹּׁור֙ אֲשֶׁ֣ר לְאָבִ֔יךָ וּפַ֥ר הַשֵּׁנִ֖י שֶׁ֣בַע שָׁנִ֑ים וְהָרַסְתָּ֗ אֶת־מִזְבַּ֤ח הַבַּ֨עַל֙ אֲשֶׁ֣ר לְאָבִ֔יךָ וְאֶת־הָאֲשֵׁרָ֥ה אֲשֶׁר־עָלָ֖יו תִּכְרֹֽת׃ ,וַיְהִי֮ בַּלַּ֣יְלָה הַהוּא֒ ,בַּלַּ֣יְלָה הַהוּא֒ ,Time
20440,451931,Judges 7:9,wayehi_x,וַֽיְהִי֙ בַּלַּ֣יְלָה הַה֔וּא וַיֹּ֤אמֶר אֵלָיו֙ יְהוָ֔ה ק֖וּם רֵ֣ד בַּֽמַּחֲנֶ֑ה כִּ֥י נְתַתִּ֖יו בְּיָדֶֽךָ׃ ,וַֽיְהִי֙ בַּלַּ֣יְלָה הַה֔וּא ,בַּלַּ֣יְלָה הַה֔וּא ,Time
20447,452911,Judges 14:15,wayehi_x,וַיְהִ֣י׀ בַּיֹּ֣ום הַשְּׁבִיעִ֗י וַיֹּאמְר֤וּ לְאֵֽשֶׁת־שִׁמְשֹׁון֙ פַּתִּ֣י אֶת־אִישֵׁ֗ךְ וְיַגֶּד־לָ֨נוּ֙ אֶת־הַ֣חִידָ֔ה פֶּן־נִשְׂרֹ֥ף אֹותָ֛ךְ וְאֶת־בֵּ֥ית אָבִ֖יךְ בָּאֵ֑שׁ הַלְיָרְשֵׁ֕נוּ קְרָאתֶ֥ם לָ֖נוּ הֲלֹֽא׃ ,וַיְהִ֣י׀ בַּיֹּ֣ום הַשְּׁבִיעִ֗י ,בַּיֹּ֣ום הַשְּׁבִיעִ֗י ,Time
20448,452930,Judges 14:17,wayehi_x,וַתֵּ֤בְךְּ עָלָיו֙ שִׁבְעַ֣ת הַיָּמִ֔ים אֲשֶׁר־הָיָ֥ה לָהֶ֖ם הַמִּשְׁתֶּ֑ה וַיְהִ֣י׀ בַּיֹּ֣ום הַשְּׁבִיעִ֗י וַיַּגֶּד־לָהּ֙ כִּ֣י הֱצִיקַ֔תְהוּ וַתַּגֵּ֥ד הַחִידָ֖ה לִבְנֵ֥י עַמָּֽהּ׃ ,וַיְהִ֣י׀ בַּיֹּ֣ום הַשְּׁבִיעִ֗י ,בַּיֹּ֣ום הַשְּׁבִיעִ֗י ,Time
20454,453465,Judges 19:1,wayehi_x,וַיְהִי֙ בַּיָּמִ֣ים הָהֵ֔ם וּמֶ֖לֶךְ אֵ֣ין בְּיִשְׂרָאֵ֑ל וַיְהִ֣י׀ אִ֣ישׁ לֵוִ֗י גָּ֚ר בְּיַרְכְּתֵ֣י הַר־אֶפְרַ֔יִם וַיִּֽקַּֽח־לֹו֙ אִשָּׁ֣ה פִילֶ֔גֶשׁ מִבֵּ֥ית לֶ֖חֶם יְהוּדָֽה׃ ,וַיְהִי֙ בַּיָּמִ֣ים הָהֵ֔ם ,בַּיָּמִ֣ים הָהֵ֔ם ,Time
20456,453486,Judges 19:5,wayehi_x,וַֽיְהִי֙ בַּיֹּ֣ום הָרְבִיעִ֔י וַיַּשְׁכִּ֥ימוּ בַבֹּ֖קֶר וַיָּ֣קָם לָלֶ֑כֶת וַיֹּאמֶר֩ אֲבִ֨י הַֽנַּעֲרָ֜ה אֶל־חֲתָנֹ֗ו סְעָ֧ד לִבְּךָ֛ פַּת־לֶ֖חֶם וְאַחַ֥ר תֵּלֵֽכוּ׃ ,וַֽיְהִי֙ בַּיֹּ֣ום הָרְבִיעִ֔י ,בַּיֹּ֣ום הָרְבִיעִ֔י ,Time
20479,457556,1_Samuel 28:1,wayehi_x,וַֽיְהִי֙ בַּיָּמִ֣ים הָהֵ֔ם וַיִּקְבְּצ֨וּ פְלִשְׁתִּ֤ים אֶת־מַֽחֲנֵיהֶם֙ לַצָּבָ֔א לְהִלָּחֵ֖ם בְּיִשְׂרָאֵ֑ל וַיֹּ֤אמֶר אָכִישׁ֙ אֶל־דָּוִ֔ד יָדֹ֣עַ תֵּדַ֗ע כִּ֤י אִתִּי֙ תֵּצֵ֣א בַֽמַּחֲנֶ֔ה אַתָּ֖ה וַאֲנָשֶֽׁיךָ׃ ,וַֽיְהִי֙ בַּיָּמִ֣ים הָהֵ֔ם ,בַּיָּמִ֣ים הָהֵ֔ם ,Time
20483,457958,2_Samuel 1:2,wayehi_x,וַיְהִ֣י׀ בַּיֹּ֣ום הַשְּׁלִישִׁ֗י וְהִנֵּה֩ אִ֨ישׁ בָּ֤א מִן־הַֽמַּחֲנֶה֙ מֵעִ֣ם שָׁא֔וּל וּבְגָדָ֣יו קְרֻעִ֔ים וַאֲדָמָ֖ה עַל־רֹאשֹׁ֑ו וַיְהִי֙ בְּבֹאֹ֣ו אֶל־דָּוִ֔ד וַיִּפֹּ֥ל אַ֖רְצָה וַיִּשְׁתָּֽחוּ׃ ,וַיְהִ֣י׀ בַּיֹּ֣ום הַשְּׁלִישִׁ֗י ,בַּיֹּ֣ום הַשְּׁלִישִׁ֗י ,Time
20486,458634,2_Samuel 7:4,wayehi_x,וַיְהִ֖י בַּלַּ֣יְלָה הַה֑וּא וַֽיְהִי֙ דְּבַר־יְהוָ֔ה אֶל־נָתָ֖ן לֵאמֹֽר׃ ,וַיְהִ֖י בַּלַּ֣יְלָה הַה֑וּא ,בַּלַּ֣יְלָה הַה֑וּא ,Time
20494,459170,2_Samuel 12:18,wayehi_x,וַיְהִ֛י בַּיֹּ֥ום הַשְּׁבִיעִ֖י וַיָּ֣מָת הַיָּ֑לֶד וַיִּֽרְאוּ֩ עַבְדֵ֨י דָוִ֜ד לְהַגִּ֥יד לֹ֣ו׀ כִּי־מֵ֣ת הַיֶּ֗לֶד כִּ֤י אָֽמְרוּ֙ הִנֵּה֩ בִהְיֹ֨ות הַיֶּ֜לֶד חַ֗י דִּבַּ֤רְנוּ אֵלָיו֙ וְלֹא־שָׁמַ֣ע בְּקֹולֵ֔נוּ וְאֵ֨יךְ נֹאמַ֥ר אֵלָ֛יו מֵ֥ת הַיֶּ֖לֶד וְעָשָׂ֥ה רָעָֽה׃ ,וַיְהִ֛י בַּיֹּ֥ום הַשְּׁבִיעִ֖י ,בַּיֹּ֥ום הַשְּׁבִיעִ֖י ,Time
20503,461682,1_Kings 3:18,wayehi_x,וַיְהִ֞י בַּיֹּ֤ום הַשְּׁלִישִׁי֙ לְלִדְתִּ֔י וַתֵּ֖לֶד גַּם־הָאִשָּׁ֣ה הַזֹּ֑את וַאֲנַ֣חְנוּ יַחְדָּ֗ו אֵֽין־זָ֤ר אִתָּ֨נוּ֙ בַּבַּ֔יִת זוּלָתִ֥י שְׁתַּֽיִם־אֲנַ֖חְנוּ בַּבָּֽיִת׃ ,וַיְהִ֞י בַּיֹּ֤ום הַשְּׁלִישִׁי֙ ,בַּיֹּ֤ום הַשְּׁלִישִׁי֙ ,Time
20513,462778,1_Kings 11:29,wayehi_x,וַֽיְהִי֙ בָּעֵ֣ת הַהִ֔יא וְיָֽרָבְעָ֖ם יָצָ֣א מִירוּשָׁלִָ֑ם וַיִּמְצָ֣א אֹתֹ֡ו אֲחִיָּה֩ הַשִּׁילֹנִ֨י הַנָּבִ֜יא בַּדֶּ֗רֶךְ וְה֤וּא מִתְכַּסֶּה֙ בְּשַׂלְמָ֣ה חֲדָשָׁ֔ה וּשְׁנֵיהֶ֥ם לְבַדָּ֖ם בַּשָּׂדֶֽה׃ ,וַֽיְהִי֙ בָּעֵ֣ת הַהִ֔יא ,בָּעֵ֣ת הַהִ֔יא ,Time
20518,463326,1_Kings 14:25,wayehi_x,וַיְהִ֛י בַּשָּׁנָ֥ה הַחֲמִישִׁ֖ית לַמֶּ֣לֶךְ רְחַבְעָ֑ם עָלָ֛ה שִׁישַׁ֥ק מֶֽלֶךְ־מִצְרַ֖יִם עַל־יְרוּשָׁלִָֽם׃ ,וַיְהִ֛י בַּשָּׁנָ֥ה הַחֲמִישִׁ֖ית לַמֶּ֣לֶךְ רְחַבְעָ֑ם ,בַּשָּׁנָ֥ה הַחֲמִישִׁ֖ית לַמֶּ֣לֶךְ רְחַבְעָ֑ם ,Time
20530,464249,1_Kings 20:29,wayehi_x,וַֽיַּחֲנ֧וּ אֵ֦לֶּה נֹ֥כַח אֵ֖לֶּה שִׁבְעַ֣ת יָמִ֑ים וַיְהִ֣י׀ בַּיֹּ֣ום הַשְּׁבִיעִ֗י וַתִּקְרַב֙ הַמִּלְחָמָ֔ה וַיַּכּ֨וּ בְנֵֽי־יִשְׂרָאֵ֧ל אֶת־אֲרָ֛ם מֵאָה־אֶ֥לֶף רַגְלִ֖י בְּיֹ֥ום אֶחָֽד׃ ,וַיְהִ֣י׀ בַּיֹּ֣ום הַשְּׁבִיעִ֗י ,בַּיֹּ֣ום הַשְּׁבִיעִ֗י ,Time
20534,464503,1_Kings 22:2,wayehi_x,וַיְהִ֖י בַּשָּׁנָ֣ה הַשְּׁלִישִׁ֑ית וַיֵּ֛רֶד יְהֹושָׁפָ֥ט מֶֽלֶךְ־יְהוּדָ֖ה אֶל־מֶ֥לֶךְ יִשְׂרָאֵֽל׃ ,וַיְהִ֖י בַּשָּׁנָ֣ה הַשְּׁלִישִׁ֑ית ,בַּשָּׁנָ֣ה הַשְּׁלִישִׁ֑ית ,Time
20549,467216,2_Kings 18:9,wayehi_x,וַֽיְהִ֞י בַּשָּׁנָ֤ה הָֽרְבִיעִית֙ לַמֶּ֣לֶךְ חִזְקִיָּ֔הוּ הִ֚יא הַשָּׁנָ֣ה הַשְּׁבִיעִ֔ית לְהֹושֵׁ֥עַ בֶּן־אֵלָ֖ה מֶ֣לֶךְ יִשְׂרָאֵ֑ל עָלָ֞ה שַׁלְמַנְאֶ֧סֶר מֶֽלֶךְ־אַשּׁ֛וּר עַל־שֹׁמְרֹ֖ון וַיָּ֥צַר עָלֶֽיהָ׃ ,וַֽיְהִ֞י בַּשָּׁנָ֤ה הָֽרְבִיעִית֙ לַמֶּ֣לֶךְ חִזְקִיָּ֔הוּ ,בַּשָּׁנָ֤ה הָֽרְבִיעִית֙ לַמֶּ֣לֶךְ חִזְקִיָּ֔הוּ ,Time
20550,467504,2_Kings 19:35,wayehi_x,וַיְהִי֮ בַּלַּ֣יְלָה הַהוּא֒ וַיֵּצֵ֣א׀ מַלְאַ֣ךְ יְהוָ֗ה וַיַּךְ֙ בְּמַחֲנֵ֣ה אַשּׁ֔וּר מֵאָ֛ה שְׁמֹונִ֥ים וַחֲמִשָּׁ֖ה אָ֑לֶף וַיַּשְׁכִּ֣ימוּ בַבֹּ֔קֶר וְהִנֵּ֥ה כֻלָּ֖ם פְּגָרִ֥ים מֵתִֽים׃ ,וַיְהִי֮ בַּלַּ֣יְלָה הַהוּא֒ ,בַּלַּ֣יְלָה הַהוּא֒ ,Time
20553,468115,2_Kings 25:25,wayehi_x,וַיְהִ֣י׀ בַּחֹ֣דֶשׁ הַשְּׁבִיעִ֗י בָּ֣א יִשְׁמָעֵ֣אל בֶּן־נְ֠תַנְיָה בֶּן־אֱלִ֨ישָׁמָ֜ע מִזֶּ֣רַע הַמְּלוּכָ֗ה וַעֲשָׂרָ֤ה אֲנָשִׁים֙ אִתֹּ֔ו וַיַּכּ֥וּ אֶת־גְּדַלְיָ֖הוּ וַיָּמֹ֑ת וְאֶת־הַיְּהוּדִים֙ וְאֶת־הַכַּשְׂדִּ֔ים אֲשֶׁר־הָי֥וּ אִתֹּ֖ו בַּמִּצְפָּֽה׃ ,וַיְהִ֣י׀ בַּחֹ֣דֶשׁ הַשְּׁבִיעִ֗י ,בַּחֹ֣דֶשׁ הַשְּׁבִיעִ֗י ,Time
20571,476946,Jeremiah 28:1,wayehi_x,וַיְהִ֣י׀ בַּשָּׁנָ֣ה הַהִ֗יא בְּרֵאשִׁית֙ מַמְלֶ֨כֶת֙ צִדְקִיָּ֣ה מֶֽלֶךְ־יְהוּדָ֔ה בַּשָּׁנָה֙ הָֽרְבִעִ֔ית בַּחֹ֖דֶשׁ הַחֲמִישִׁ֑י אָמַ֣ר אֵלַ֡י חֲנַנְיָה֩ בֶן־עַזּ֨וּר הַנָּבִ֜יא אֲשֶׁ֤ר מִגִּבְעֹון֙ בְּבֵ֣ית יְהוָ֔ה לְעֵינֵ֧י הַכֹּהֲנִ֛ים וְכָל־הָעָ֖ם לֵאמֹֽר׃ ,וַיְהִ֣י׀ בַּשָּׁנָ֣ה הַהִ֗יא בְּרֵאשִׁית֙ מַמְלֶ֨כֶת֙ צִדְקִיָּ֣ה מֶֽלֶךְ־יְהוּדָ֔ה ,בַּשָּׁנָ֣ה הַהִ֗יא בְּרֵאשִׁית֙ מַמְלֶ֨כֶת֙ צִדְקִיָּ֣ה מֶֽלֶךְ־יְהוּדָ֔ה ,Time
