node,verse,book,booksuper,canon_part,period,times_etcbc,times_utf8,times_utf8d,times_POS,TA Heads,head_utf8,funct_type,function,quality,name,text,n_times,lex_token,is_advb,tense,firstw,genre,domain,gendom,clause,sentence,cl_rela,cl_type,cl_kind,verb,verb_etcbc,verb_utf8,verb_text,verbform,verb_stem,cl_args,has_objc,has_cmpl,has_subj,has_oc,Time Position,cl_type2,cl_nsuccs,cl_clust50,cl_clust10,verbtense,vt_order,PP,unmodified,modtag,modtag2,front,ph_type,has_time,notes,main_genre,APPO,DEF,ORDN,ØPP,GP,QUANT,PL,NUM,PARA,DEMON,demon_type,ADJV,TIMEAPPO,SPEC,SFX3,SFX,DU,SFX1,SFX2,ADVB,CARDC
427553,Genesis 1:1,Genesis,Genesis,Law,SBH,R>CJT/,ראשׁית,תישאר,NOUN,	exthebrew{ראשית},ראשׁית,main,simultaneous,location,simultaneous,בְּרֵאשִׁ֖ית ,1,ב.זמן,0,,	exthebrew{ב},prose,?,prose.?,בְּרֵאשִׁ֖ית בָּרָ֣א אֱלֹהִ֑ים אֵ֥ת הַשָּׁמַ֖יִם וְאֵ֥ת הָאָֽרֶץ׃ ,בְּרֵאשִׁ֖ית בָּרָ֣א אֱלֹהִ֑ים אֵ֥ת הַשָּׁמַ֖יִם וְאֵ֥ת הָאָֽרֶץ׃ ,Main,xQtX,VC,3.0,BR>[,ברא,ברא,qtl,qal,T-V-S-O,1,0,0,1,preposed,xQtX,94,1,1,PAST,TV,1.0,1,,Ø,ב,PP,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427680,Genesis 2:2,Genesis,Genesis,Law,SBH,JWM/,יום,םוי,NOUN,	exthebrew{יום},יום,main,simultaneous,location,simultaneous,בַּיֹּ֣ום שְּׁבִיעִ֔י ,1,ב.ה.זמן.ס׳,0,,	exthebrew{ו},prose,N,prose.N,וַיְכַ֤ל אֱלֹהִים֙ בַּיֹּ֣ום הַשְּׁבִיעִ֔י מְלַאכְתֹּ֖ו ,וַיְכַ֤ל אֱלֹהִים֙ בַּיֹּ֣ום הַשְּׁבִיעִ֔י מְלַאכְתֹּ֖ו אֲשֶׁ֣ר עָשָׂ֑ה ,Main,WayX,VC,685.0,KLH[,כלה,יכל,wayq,piel,W-V-S-T-O,1,0,0,1,medial,WayX,61,3,13,PAST,VT,1.0,0,ORDN,ORDN,ב,PP,1,,prose-N,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427682,Genesis 2:2,Genesis,Genesis,Law,SBH,JWM/,יום,םוי,NOUN,	exthebrew{יום},יום,main,simultaneous,location,simultaneous,בַּיֹּ֣ום שְּׁבִיעִ֔י ,1,ב.ה.זמן.ס׳,0,,	exthebrew{ו},prose,N,prose.N,וַיִּשְׁבֹּת֙ בַּיֹּ֣ום הַשְּׁבִיעִ֔י מִכָּל־מְלַאכְתֹּ֖ו ,וַיִּשְׁבֹּת֙ בַּיֹּ֣ום הַשְּׁבִיעִ֔י מִכָּל־מְלַאכְתֹּ֖ו אֲשֶׁ֥ר עָשָֽׂה׃ ,Main,Way0,VC,696.0,CBT[,שׁבת,ישׁבת,wayq,qal,W-V-T-C,0,1,1,1,medial,Way0,0,3,13,PAST,VT,1.0,0,ORDN,ORDN,ב,PP,1,,prose-N,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427693,Genesis 2:5,Genesis,Genesis,Law,SBH,VRM/,טרם,םרט,PREP,	exthebrew{טרם},טרם,main,anterior,sequence,anterior,טֶ֚רֶם ,1,טרם,1,,	exthebrew{ו},prose,D,prose.D,וְכֹ֣ל׀ שִׂ֣יחַ הַשָּׂדֶ֗ה טֶ֚רֶם יִֽהְיֶ֣ה בָאָ֔רֶץ ,וְכֹ֣ל׀ שִׂ֣יחַ הַשָּׂדֶ֗ה טֶ֚רֶם יִֽהְיֶ֣ה בָאָ֔רֶץ ,Main,WXYq,VC,751.0,HJH[,היה,יהיה,yqtl,qal,W-S-T-V-PrC,0,1,1,1,preposed,WXYq,4,3,15,PAST,TV,0.0,1,,Ø,טרם,ADVB,1,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427694,Genesis 2:5,Genesis,Genesis,Law,SBH,VRM/,טרם,םרט,PREP,	exthebrew{טרם},טרם,main,anterior,sequence,anterior,טֶ֣רֶם ,1,טרם,1,,	exthebrew{ו},prose,D,prose.D,וְכָל־עֵ֥שֶׂב הַשָּׂדֶ֖ה טֶ֣רֶם יִצְמָ֑ח ,וְכָל־עֵ֥שֶׂב הַשָּׂדֶ֖ה טֶ֣רֶם יִצְמָ֑ח ,Main,WXYq,VC,761.0,YMX[,צמח,יצמח,yqtl,qal,W-S-T-V,0,0,0,0,preposed,WXYq,3,3,15,PAST PERF,TV,0.0,1,,Ø,טרם,ADVB,1,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427805,Genesis 3:8,Genesis,Genesis,Law,SBH,RWX/,רוח,חור,NOUN,	exthebrew{רוח},רוח,main,simultaneous,location,simultaneous,לְר֣וּחַ הַיֹּ֑ום ,1,ל.זמן,0,,	exthebrew{הלך},prose,N,prose.N,מִתְהַלֵּ֥ךְ בַּגָּ֖ן לְר֣וּחַ הַיֹּ֑ום ,וַֽיִּשְׁמְע֞וּ אֶת־קֹ֨ול יְהוָ֧ה אֱלֹהִ֛ים מִתְהַלֵּ֥ךְ בַּגָּ֖ן לְר֣וּחַ הַיֹּ֑ום ,SubMod,Ptcp,VC,1321.0,HLK[,הלך,מתהלך,ptcp,hit,V-C-T,0,1,1,1,final,Ptcp,0,6,26,PRES PART,VT,1.0,0,C,C,ל,PP,1,,prose-N,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427835,Genesis 3:14,Genesis,Genesis,Law,SBH,JWM/,יום,םוי,NOUN,	exthebrew{יום},יום,main,atelic_ext,duration,atelic_ext,כָּל־יְמֵ֥י חַיֶּֽיךָ׃ ,1,זמן,0,,	exthebrew{ו},prose,Q,prose.Q,וְעָפָ֥ר תֹּאכַ֖ל כָּל־יְמֵ֥י חַיֶּֽיךָ׃ ,וְעָפָ֥ר תֹּאכַ֖ל כָּל־יְמֵ֥י חַיֶּֽיךָ׃ ,Main,WxY0,VC,1452.0,>KL[,אכל,תאכל,yqtl,qal,W-O-V-T,1,0,0,1,final,WxY0,3,6,29,MOD shall,VT,0.0,0,KL+PL+C,KL+PL+C,Ø,NP,1,,prose-Q,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427851,Genesis 3:17,Genesis,Genesis,Law,SBH,JWM/,יום,םוי,NOUN,	exthebrew{יום},יום,main,atelic_ext,duration,atelic_ext,כֹּ֖ל יְמֵ֥י חַיֶּֽיךָ׃ ,1,זמן,0,,	exthebrew{ב},prose,Q,prose.Q,בְּעִצָּבֹון֙ תֹּֽאכֲלֶ֔נָּה כֹּ֖ל יְמֵ֥י חַיֶּֽיךָ׃ ,בְּעִצָּבֹון֙ תֹּֽאכֲלֶ֔נָּה כֹּ֖ל יְמֵ֥י חַיֶּֽיךָ׃ ,Main,xYq0,VC,1526.0,>KL[,אכל,תאכלנה,yqtl,qal,A-V-O-T,1,0,0,1,final,xYq0,4,6,30,MOD shall,VT,0.0,0,KL+PL+C,KL+PL+C,Ø,NP,1,,prose-Q,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427866,Genesis 3:22,Genesis,Genesis,Law,SBH,<TH,עתה,התע,ADVB,	exthebrew{עתה},עתה,main,simultaneous,location,simultaneous,עַתָּ֣ה׀ ,1,עתה,1,PRES,	exthebrew{ו},prose,Q,prose.Q,וְעַתָּ֣ה׀ ,וְעַתָּ֣ה׀ ,Main,MSyn,WP,,,,,Ø,,W-T,0,0,0,0,final,MSyn,3,7,32,,,0.0,1,,Ø,עתה,ADVB,1,,prose-Q,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427870,Genesis 3:22,Genesis,Genesis,Law,SBH,<WLM/,עולם,םלוע,NOUN,	exthebrew{עולם},עולם,main,anterior_dur,duration,anterior_dur,לְעֹלָֽם׃ ,1,ל.זמן,0,,	exthebrew{ו},prose,Q,prose.Q,וָחַ֥י לְעֹלָֽם׃ ,וָחַ֥י לְעֹלָֽם׃ ,Main,WQt0,VC,1619.0,XJH[,חיה,חי,wqtl,qal,W-V-T,0,0,0,0,final,WQt0,0,7,32,MOD lest,VT,1.0,1,,Ø,ל,PP,1,,prose-Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427887,Genesis 4:3,Genesis,Genesis,Law,SBH,JWM/,יום,םוי,NOUN,	exthebrew{יום},יום,main,posterior,sequence,posterior,מִקֵּ֣ץ יָמִ֑ים ,1,מן.קץ.זמן,0,,	exthebrew{ו},prose,N,prose.N,וַֽיְהִ֖י מִקֵּ֣ץ יָמִ֑ים ,וַֽיְהִ֖י מִקֵּ֣ץ יָמִ֑ים ,Main,Way0,VC,1705.0,HJH[,היה,יהי,wayq,qal,W-V-T,0,0,0,0,final,WayH,41,7,34,,VT,1.0,0,PL,PL,מן+קץ,PP,1,,prose-N,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427916,Genesis 4:11,Genesis,Genesis,Law,SBH,<TH,עתה,התע,ADVB,	exthebrew{עתה},עתה,main,simultaneous,location,simultaneous,עַתָּ֖ה ,1,עתה,1,PRES,	exthebrew{ו},prose,Q,prose.Q,וְעַתָּ֖ה ,וְעַתָּ֖ה ,Main,MSyn,WP,,,,,Ø,,W-T,0,0,0,0,final,MSyn,3,8,37,,,0.0,1,,Ø,עתה,ADVB,1,,prose-Q,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427927,Genesis 4:14,Genesis,Genesis,Law,SBH,JWM/,יום,םוי,NOUN,	exthebrew{יום},יום,main,simultaneous,location,simultaneous,הַיֹּ֗ום ,1,ה.זמן,0,PRES,	exthebrew{הן},prose,Q,prose.Q,הֵן֩ גֵּרַ֨שְׁתָּ אֹתִ֜י הַיֹּ֗ום מֵעַל֙ פְּנֵ֣י הָֽאֲדָמָ֔ה ,הֵן֩ גֵּרַ֨שְׁתָּ אֹתִ֜י הַיֹּ֗ום מֵעַל֙ פְּנֵ֣י הָֽאֲדָמָ֔ה ,Main,xQt0,VC,1881.0,GRC[,גרשׁ,גרשׁת,qtl,piel,I-V-O-T-C,1,1,1,1,medial,xQt0,4,8,38,PRES PERF,VT,0.0,0,DEF,DEF,Ø,NP,1,,prose-Q,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427975,Genesis 4:26,Genesis,Genesis,Law,SBH,>Z,אז,זא,ADVB,	exthebrew{אז},אז,main,simultaneous,location,simultaneous,אָ֣ז ,1,אז,1,,	exthebrew{אז},prose,N,prose.N,אָ֣ז הוּחַ֔ל ,אָ֣ז הוּחַ֔ל לִקְרֹ֖א בְּשֵׁ֥ם יְהוָֽה׃ פ ,Main,xQt0,VC,2114.0,XLL[,חלל,הוחל,qtl,hof,T-V-A,0,0,0,0,preposed,xQt0,0,9,43,PAST,TV,0.0,1,,Ø,אז,ADVB,1,,prose-N,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427984,Genesis 5:3,Genesis,Genesis,Law,SBH,CNH/,שׁנה,הנש,NOUN,	exthebrew{שנה},שׁנה,main,atelic_ext,duration,atelic_ext,שְׁלֹשִׁ֤ים וּמְאַת֙ שָׁנָ֔ה ,1,מ׳.זמן,0,,	exthebrew{ו},list,N,list.N,וַֽיְחִ֣י אָדָ֗ם שְׁלֹשִׁ֤ים וּמְאַת֙ שָׁנָ֔ה ,וַֽיְחִ֣י אָדָ֗ם שְׁלֹשִׁ֤ים וּמְאַת֙ שָׁנָ֔ה ,Main,WayX,VC,2150.0,XJH[,חיה,יחי,wayq,qal,W-V-S-T,0,0,0,0,final,WayX,59,9,44,PAST PERF,VT,0.0,0,NUM,NUM,Ø,NP,1,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427993,Genesis 5:6,Genesis,Genesis,Law,SBH,CNH/|CNH/,שׁנה|שׁנה,הנש|הנש,NOUN|NOUN,	exthebrew{שנה}|	exthebrew{שנה},שׁנה,main,atelic_ext,duration,atelic_ext,חָמֵ֥שׁ שָׁנִ֖ים מְאַ֣ת שָׁנָ֑ה ,2,מ׳.זמן,0,,	exthebrew{ו},list,N,list.N,וַֽיְחִי־שֵׁ֕ת חָמֵ֥שׁ שָׁנִ֖ים וּמְאַ֣ת שָׁנָ֑ה ,וַֽיְחִי־שֵׁ֕ת חָמֵ֥שׁ שָׁנִ֖ים וּמְאַ֣ת שָׁנָ֑ה ,Main,WayX,VC,2199.0,XJH[,חיה,יחי־,wayq,qal,W-V-S-T,0,0,0,0,final,WayX,52,9,45,PAST PERF,VT,0.0,0,NUM+PL,NUM+PL,Ø,NP,1,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427995,Genesis 5:7,Genesis,Genesis,Law,SBH,CNH/|CNH/,שׁנה|שׁנה,הנש|הנש,NOUN|NOUN,	exthebrew{שנה}|	exthebrew{שנה},שׁנה,main,atelic_ext,duration,atelic_ext,שֶׁ֣בַע שָׁנִ֔ים שְׁמֹנֶ֥ה מֵאֹ֖ות שָׁנָ֑ה ,2,מ׳.זמן,0,,	exthebrew{ו},list,N,list.N,וַֽיְחִי־שֵׁ֗ת שֶׁ֣בַע שָׁנִ֔ים וּשְׁמֹנֶ֥ה מֵאֹ֖ות שָׁנָ֑ה ,וַֽיְחִי־שֵׁ֗ת אַֽחֲרֵי֙ הֹולִידֹ֣ו אֶת־אֱנֹ֔ושׁ שֶׁ֣בַע שָׁנִ֔ים וּשְׁמֹנֶ֥ה מֵאֹ֖ות שָׁנָ֑ה ,Main,WayX,VC,2211.0,XJH[,חיה,יחי־,wayq,qal,W-V-S-A-T,0,0,0,0,final,WayX,3,9,45,PAST,VT,0.0,0,NUM+PL,NUM+PL,Ø,NP,1,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428000,Genesis 5:9,Genesis,Genesis,Law,SBH,CNH/,שׁנה,הנש,NOUN,	exthebrew{שנה},שׁנה,main,atelic_ext,duration,atelic_ext,תִּשְׁעִ֣ים שָׁנָ֑ה ,1,מ׳.זמן,0,,	exthebrew{ו},list,N,list.N,וַֽיְחִ֥י אֱנֹ֖ושׁ תִּשְׁעִ֣ים שָׁנָ֑ה ,וַֽיְחִ֥י אֱנֹ֖ושׁ תִּשְׁעִ֣ים שָׁנָ֑ה ,Main,WayX,VC,2243.0,XJH[,חיה,יחי,wayq,qal,W-V-S-T,0,0,0,0,final,WayX,46,9,45,PAST PERF,VT,0.0,0,NUM,NUM,Ø,NP,1,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428002,Genesis 5:10,Genesis,Genesis,Law,SBH,CNH/|CNH/,שׁנה|שׁנה,הנש|הנש,NOUN|NOUN,	exthebrew{שנה}|	exthebrew{שנה},שׁנה,main,atelic_ext,duration,atelic_ext,חֲמֵ֤שׁ עֶשְׂרֵה֙ שָׁנָ֔ה שְׁמֹנֶ֥ה מֵאֹ֖ות שָׁנָ֑ה ,2,מ׳.זמן,0,,	exthebrew{ו},list,N,list.N,וַֽיְחִ֣י אֱנֹ֗ושׁ חֲמֵ֤שׁ עֶשְׂרֵה֙ שָׁנָ֔ה וּשְׁמֹנֶ֥ה מֵאֹ֖ות שָׁנָ֑ה ,וַֽיְחִ֣י אֱנֹ֗ושׁ אַֽחֲרֵי֙ הֹולִידֹ֣ו אֶת־קֵינָ֔ן חֲמֵ֤שׁ עֶשְׂרֵה֙ שָׁנָ֔ה וּשְׁמֹנֶ֥ה מֵאֹ֖ות שָׁנָ֑ה ,Main,WayX,VC,2252.0,XJH[,חיה,יחי,wayq,qal,W-V-S-A-T,0,0,0,0,final,WayX,3,9,45,PAST,VT,0.0,0,NUM,NUM,Ø,NP,1,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428007,Genesis 5:12,Genesis,Genesis,Law,SBH,CNH/,שׁנה,הנש,NOUN,	exthebrew{שנה},שׁנה,main,atelic_ext,duration,atelic_ext,שִׁבְעִ֣ים שָׁנָ֑ה ,1,מ׳.זמן,0,,	exthebrew{ו},list,N,list.N,וַֽיְחִ֥י קֵינָ֖ן שִׁבְעִ֣ים שָׁנָ֑ה ,וַֽיְחִ֥י קֵינָ֖ן שִׁבְעִ֣ים שָׁנָ֑ה ,Main,WayX,VC,2284.0,XJH[,חיה,יחי,wayq,qal,W-V-S-T,0,0,0,0,final,WayX,40,10,46,PAST PERF,VT,0.0,0,NUM,NUM,Ø,NP,1,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428009,Genesis 5:13,Genesis,Genesis,Law,SBH,CNH/|CNH/,שׁנה|שׁנה,הנש|הנש,NOUN|NOUN,	exthebrew{שנה}|	exthebrew{שנה},שׁנה,main,atelic_ext,duration,atelic_ext,אַרְבָּעִ֣ים שָׁנָ֔ה שְׁמֹנֶ֥ה מֵאֹ֖ות שָׁנָ֑ה ,2,מ׳.זמן,0,,	exthebrew{ו},list,N,list.N,וַיְחִ֣י קֵינָ֗ן אַרְבָּעִ֣ים שָׁנָ֔ה וּשְׁמֹנֶ֥ה מֵאֹ֖ות שָׁנָ֑ה ,וַיְחִ֣י קֵינָ֗ן אַחֲרֵי֙ הֹולִידֹ֣ו אֶת־מַֽהֲלַלְאֵ֔ל אַרְבָּעִ֣ים שָׁנָ֔ה וּשְׁמֹנֶ֥ה מֵאֹ֖ות שָׁנָ֑ה ,Main,WayX,VC,2293.0,XJH[,חיה,יחי,wayq,qal,W-V-S-A-T,0,0,0,0,final,WayX,3,10,46,PAST,VT,0.0,0,NUM,NUM,Ø,NP,1,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428014,Genesis 5:15,Genesis,Genesis,Law,SBH,CNH/|CNH/,שׁנה|שׁנה,הנש|הנש,NOUN|NOUN,	exthebrew{שנה}|	exthebrew{שנה},שׁנה,main,atelic_ext,duration,atelic_ext,חָמֵ֥שׁ שָׁנִ֖ים שִׁשִּׁ֣ים שָׁנָ֑ה ,2,מ׳.זמן,0,,	exthebrew{ו},list,N,list.N,וַֽיְחִ֣י מַֽהֲלַלְאֵ֔ל חָמֵ֥שׁ שָׁנִ֖ים וְשִׁשִּׁ֣ים שָׁנָ֑ה ,וַֽיְחִ֣י מַֽהֲלַלְאֵ֔ל חָמֵ֥שׁ שָׁנִ֖ים וְשִׁשִּׁ֣ים שָׁנָ֑ה ,Main,WayX,VC,2324.0,XJH[,חיה,יחי,wayq,qal,W-V-S-T,0,0,0,0,final,WayX,34,10,47,PAST PERF,VT,0.0,0,NUM+PL,NUM+PL,Ø,NP,1,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428016,Genesis 5:16,Genesis,Genesis,Law,SBH,CNH/|CNH/,שׁנה|שׁנה,הנש|הנש,NOUN|NOUN,	exthebrew{שנה}|	exthebrew{שנה},שׁנה,main,atelic_ext,duration,atelic_ext,שְׁלֹשִׁ֣ים שָׁנָ֔ה שְׁמֹנֶ֥ה מֵאֹ֖ות שָׁנָ֑ה ,2,מ׳.זמן,0,,	exthebrew{ו},list,N,list.N,וַֽיְחִ֣י מַֽהֲלַלְאֵ֗ל שְׁלֹשִׁ֣ים שָׁנָ֔ה וּשְׁמֹנֶ֥ה מֵאֹ֖ות שָׁנָ֑ה ,וַֽיְחִ֣י מַֽהֲלַלְאֵ֗ל אַֽחֲרֵי֙ הֹולִידֹ֣ו אֶת־יֶ֔רֶד שְׁלֹשִׁ֣ים שָׁנָ֔ה וּשְׁמֹנֶ֥ה מֵאֹ֖ות שָׁנָ֑ה ,Main,WayX,VC,2336.0,XJH[,חיה,יחי,wayq,qal,W-V-S-A-T,0,0,0,0,final,WayX,3,10,47,PAST,VT,0.0,0,NUM,NUM,Ø,NP,1,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428021,Genesis 5:18,Genesis,Genesis,Law,SBH,CNH/|CNH/,שׁנה|שׁנה,הנש|הנש,NOUN|NOUN,	exthebrew{שנה}|	exthebrew{שנה},שׁנה,main,atelic_ext,duration,atelic_ext,שְׁתַּ֧יִם וְשִׁשִּׁ֛ים שָׁנָ֖ה מְאַ֣ת שָׁנָ֑ה ,2,מ׳.זמן,0,,	exthebrew{ו},list,N,list.N,וַֽיְחִי־יֶ֕רֶד שְׁתַּ֧יִם וְשִׁשִּׁ֛ים שָׁנָ֖ה וּמְאַ֣ת שָׁנָ֑ה ,וַֽיְחִי־יֶ֕רֶד שְׁתַּ֧יִם וְשִׁשִּׁ֛ים שָׁנָ֖ה וּמְאַ֣ת שָׁנָ֑ה ,Main,WayX,VC,2369.0,XJH[,חיה,יחי־,wayq,qal,W-V-S-T,0,0,0,0,final,WayX,28,10,47,PAST PERF,VT,0.0,0,NUM,NUM,Ø,NP,1,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428023,Genesis 5:19,Genesis,Genesis,Law,SBH,CNH/,שׁנה,הנש,NOUN,	exthebrew{שנה},שׁנה,main,atelic_ext,duration,atelic_ext,שְׁמֹנֶ֥ה מֵאֹ֖ות שָׁנָ֑ה ,1,מ׳.זמן,0,,	exthebrew{ו},list,N,list.N,וַֽיְחִי־יֶ֗רֶד שְׁמֹנֶ֥ה מֵאֹ֖ות שָׁנָ֑ה ,וַֽיְחִי־יֶ֗רֶד אַֽחֲרֵי֙ הֹולִידֹ֣ו אֶת־חֲנֹ֔וךְ שְׁמֹנֶ֥ה מֵאֹ֖ות שָׁנָ֑ה ,Main,WayX,VC,2383.0,XJH[,חיה,יחי־,wayq,qal,W-V-S-A-T,0,0,0,0,final,WayX,3,10,48,PAST,VT,0.0,0,NUM,NUM,Ø,NP,1,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428028,Genesis 5:21,Genesis,Genesis,Law,SBH,CNH/,שׁנה,הנש,NOUN,	exthebrew{שנה},שׁנה,main,atelic_ext,duration,atelic_ext,חָמֵ֥שׁ וְשִׁשִּׁ֖ים שָׁנָ֑ה ,1,מ׳.זמן,0,,	exthebrew{ו},list,N,list.N,וַֽיְחִ֣י חֲנֹ֔וךְ חָמֵ֥שׁ וְשִׁשִּׁ֖ים שָׁנָ֑ה ,וַֽיְחִ֣י חֲנֹ֔וךְ חָמֵ֥שׁ וְשִׁשִּׁ֖ים שָׁנָ֑ה ,Main,WayX,VC,2413.0,XJH[,חיה,יחי,wayq,qal,W-V-S-T,0,0,0,0,final,WayX,22,10,48,PAST PERF,VT,0.0,0,NUM,NUM,Ø,NP,1,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428030,Genesis 5:22,Genesis,Genesis,Law,SBH,CNH/,שׁנה,הנש,NOUN,	exthebrew{שנה},שׁנה,main,atelic_ext,duration,atelic_ext,שְׁלֹ֥שׁ מֵאֹ֖ות שָׁנָ֑ה ,1,מ׳.זמן,0,,	exthebrew{ו},list,N,list.N,וַיִּתְהַלֵּ֨ךְ חֲנֹ֜וךְ אֶת־הָֽאֱלֹהִ֗ים שְׁלֹ֥שׁ מֵאֹ֖ות שָׁנָ֑ה ,וַיִּתְהַלֵּ֨ךְ חֲנֹ֜וךְ אֶת־הָֽאֱלֹהִ֗ים אַֽחֲרֵי֙ הֹולִידֹ֣ו אֶת־מְתוּשֶׁ֔לַח שְׁלֹ֥שׁ מֵאֹ֖ות שָׁנָ֑ה ,Main,WayX,VC,2424.0,HLK[,הלך,יתהלך,wayq,hit,W-V-S-C-A-T,0,1,1,1,final,WayX,4,10,48,PAST,VT,0.0,0,NUM,NUM,Ø,NP,1,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428037,Genesis 5:25,Genesis,Genesis,Law,SBH,CNH/|CNH/,שׁנה|שׁנה,הנש|הנש,NOUN|NOUN,	exthebrew{שנה}|	exthebrew{שנה},שׁנה,main,atelic_ext,duration,atelic_ext,שֶׁ֧בַע וּשְׁמֹנִ֛ים שָׁנָ֖ה מְאַ֣ת שָׁנָ֑ה ,2,מ׳.זמן,0,,	exthebrew{ו},list,N,list.N,וַיְחִ֣י מְתוּשֶׁ֔לַח שֶׁ֧בַע וּשְׁמֹנִ֛ים שָׁנָ֖ה וּמְאַ֣ת שָׁנָ֑ה ,וַיְחִ֣י מְתוּשֶׁ֔לַח שֶׁ֧בַע וּשְׁמֹנִ֛ים שָׁנָ֖ה וּמְאַ֣ת שָׁנָ֑ה ,Main,WayX,VC,2467.0,XJH[,חיה,יחי,wayq,qal,W-V-S-T,0,0,0,0,final,WayX,15,10,49,PAST PERF,VT,0.0,0,NUM,NUM,Ø,NP,1,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
