token,(n)heads_token,freq,mark,note,ex_ref,ex,ex_node,ex_verse
חדשׁ.ב.חדשׁ,חדשׁ,1,,,1_Chronicles 27:1,חֹ֣דֶשׁ בְּחֹ֔דֶשׁ ,893802,וּבְנֵ֣י יִשְׂרָאֵ֣ל׀ לְֽמִסְפָּרָ֡ם רָאשֵׁ֣י הָאָבֹ֣ות וְשָׂרֵ֣י הָֽאֲלָפִ֣ים׀ וְהַמֵּאֹ֡ות וְשֹׁטְרֵיהֶם֩ הַמְשָׁרְתִ֨ים אֶת־הַמֶּ֜לֶךְ לְכֹ֣ל׀ דְּבַ֣ר הַֽמַּחְלְקֹ֗ות הַבָּאָ֤ה וְהַיֹּצֵאת֙ חֹ֣דֶשׁ בְּחֹ֔דֶשׁ לְכֹ֖ל חָדְשֵׁ֣י הַשָּׁנָ֑ה הַֽמַּחֲלֹ֨קֶת֙ הָֽאַחַ֔ת עֶשְׂרִ֥ים וְאַרְבָּעָ֖ה אָֽלֶף׃ ס 
חדשׁ.ימים,חדשׁ,2,,,Numbers 11:21,חֹ֥דֶשׁ יָמִֽים׃ ,695786,וַיֹּאמֶר֮ מֹשֶׁה֒ שֵׁשׁ־מֵאֹ֥ות אֶ֨לֶף֙ רַגְלִ֔י הָעָ֕ם אֲשֶׁ֥ר אָנֹכִ֖י בְּקִרְבֹּ֑ו וְאַתָּ֣ה אָמַ֗רְתָּ בָּשָׂר֙ אֶתֵּ֣ן לָהֶ֔ם וְאָכְל֖וּ חֹ֥דֶשׁ יָמִֽים׃ 
חדשׁו,חדשׁו,1,,,1_Kings 5:7,חָדְשֹׁ֑ו ,755371,וְכִלְכְּלוּ֩ הַנִּצָּבִ֨ים הָאֵ֜לֶּה אֶת־הַמֶּ֣לֶךְ שְׁלֹמֹ֗ה וְאֵ֧ת כָּל־הַקָּרֵ֛ב אֶל־שֻׁלְחַ֥ן הַמֶּֽלֶךְ־שְׁלֹמֹ֖ה אִ֣ישׁ חָדְשֹׁ֑ו לֹ֥א יְעַדְּר֖וּ דָּבָֽר׃ 
חמשׁ.ו.שׁשׁים.שׁנה,שׁנה,1,,,Genesis 5:21,חָמֵ֥שׁ וְשִׁשִּׁ֖ים שָׁנָ֑ה ,652980,וַֽיְחִ֣י חֲנֹ֔וךְ חָמֵ֥שׁ וְשִׁשִּׁ֖ים שָׁנָ֑ה וַיֹּ֖ולֶד אֶת־מְתוּשָֽׁלַח׃ 
חמשׁ.ו.תשׁעים.שׁנה.ו.חמשׁ.מאת.שׁנה,שׁנה.שׁנה,1,,,Genesis 5:30,חָמֵ֤שׁ וְתִשְׁעִים֙ שָׁנָ֔ה וַחֲמֵ֥שׁ מֵאֹ֖ת שָׁנָ֑ה ,653054,וַֽיְחִי־לֶ֗מֶךְ אַֽחֲרֵי֙ הֹולִידֹ֣ו אֶת־נֹ֔חַ חָמֵ֤שׁ וְתִשְׁעִים֙ שָׁנָ֔ה וַחֲמֵ֥שׁ מֵאֹ֖ת שָׁנָ֑ה וַיֹּ֥ולֶד בָּנִ֖ים וּבָנֹֽות׃ 
חמשׁ.עשׂרה.שׁנה,שׁנה,2,,,2_Chronicles 25:25,חֲמֵ֥שׁ עֶשְׂרֵ֖ה שָׁנָֽה׃ ,901276,וַיְחִ֨י אֲמַצְיָ֤הוּ בֶן־יֹואָשׁ֙ מֶ֣לֶךְ יְהוּדָ֔ה אַחֲרֵ֣י מֹ֔ות יֹואָ֥שׁ בֶּן־יְהֹואָחָ֖ז מֶ֣לֶךְ יִשְׂרָאֵ֑ל חֲמֵ֥שׁ עֶשְׂרֵ֖ה שָׁנָֽה׃ 
חמשׁ.עשׂרה.שׁנה.ו.שׁמנה.מאות.שׁנה,שׁנה.שׁנה,1,,,Genesis 5:10,חֲמֵ֤שׁ עֶשְׂרֵה֙ שָׁנָ֔ה וּשְׁמֹנֶ֥ה מֵאֹ֖ות שָׁנָ֑ה ,652901,וַֽיְחִ֣י אֱנֹ֗ושׁ אַֽחֲרֵי֙ הֹולִידֹ֣ו אֶת־קֵינָ֔ן חֲמֵ֤שׁ עֶשְׂרֵה֙ שָׁנָ֔ה וּשְׁמֹנֶ֥ה מֵאֹ֖ות שָׁנָ֑ה וַיֹּ֥ולֶד בָּנִ֖ים וּבָנֹֽות׃ 
חמשׁ.שׁנים.ו.מאת.שׁנה,שׁנים.שׁנה,1,,,Genesis 5:6,חָמֵ֥שׁ שָׁנִ֖ים וּמְאַ֣ת שָׁנָ֑ה ,652870,וַֽיְחִי־שֵׁ֕ת חָמֵ֥שׁ שָׁנִ֖ים וּמְאַ֣ת שָׁנָ֑ה וַיֹּ֖ולֶד אֶת־אֱנֹֽושׁ׃ 
חמשׁ.שׁנים.ו.שׁשׁים.שׁנה,שׁנים.שׁנה,1,,,Genesis 5:15,חָמֵ֥שׁ שָׁנִ֖ים וְשִׁשִּׁ֣ים שָׁנָ֑ה ,652936,וַֽיְחִ֣י מַֽהֲלַלְאֵ֔ל חָמֵ֥שׁ שָׁנִ֖ים וְשִׁשִּׁ֣ים שָׁנָ֑ה וַיֹּ֖ולֶד אֶת־יָֽרֶד׃ 
חמשׁים.ו.חמשׁ.שׁנה,שׁנה,2,,,2_Kings 21:1,חֲמִשִּׁ֤ים וְחָמֵשׁ֙ שָׁנָ֔ה ,772469,בֶּן־שְׁתֵּ֨ים עֶשְׂרֵ֤ה שָׁנָה֙ מְנַשֶּׁ֣ה בְמָלְכֹ֔ו וַחֲמִשִּׁ֤ים וְחָמֵשׁ֙ שָׁנָ֔ה מָלַ֖ךְ בִּירוּשָׁלִָ֑ם וְשֵׁ֥ם אִמֹּ֖ו חֶפְצִי־בָֽהּ׃ 
חמשׁים.ו.שׁתים.שׁנה,שׁנה,2,,,2_Kings 15:2,חֲמִשִּׁ֤ים וּשְׁתַּ֨יִם֙ שָׁנָ֔ה ,770030,בֶּן־שֵׁ֨שׁ עֶשְׂרֵ֤ה שָׁנָה֙ הָיָ֣ה בְמָלְכֹ֔ו וַחֲמִשִּׁ֤ים וּשְׁתַּ֨יִם֙ שָׁנָ֔ה מָלַ֖ךְ בִּירוּשָׁלִָ֑ם וְשֵׁ֣ם אִמֹּ֔ו יְכָלְיָ֖הוּ מִירוּשָׁלִָֽם׃ 
חצי.ה.שׁבוע,שׁבוע,1,,,Daniel 9:27,חֲצִ֨י הַשָּׁב֜וּעַ ,880207,וְהִגְבִּ֥יר בְּרִ֛ית לָרַבִּ֖ים שָׁב֣וּעַ אֶחָ֑ד וַחֲצִ֨י הַשָּׁב֜וּעַ יַשְׁבִּ֣ית׀ זֶ֣בַח וּמִנְחָ֗ה וְעַ֨ל כְּנַ֤ף שִׁקּוּצִים֙ מְשֹׁמֵ֔ם וְעַד־כָּלָה֙ וְנֶ֣חֱרָצָ֔ה תִּתַּ֖ךְ עַל־שֹׁמֵֽם׃ פ 
טרם,טרם,4,,,Exodus 10:7,טֶ֣רֶם ,672699,וַיֹּאמְרוּ֩ עַבְדֵ֨י פַרְעֹ֜ה אֵלָ֗יו עַד־מָתַי֙ יִהְיֶ֨ה זֶ֥ה לָ֨נוּ֙ לְמֹוקֵ֔שׁ שַׁלַּח֙ אֶת־הָ֣אֲנָשִׁ֔ים וְיַֽעַבְד֖וּ אֶת־יְהוָ֣ה אֱלֹהֵיהֶ֑ם הֲטֶ֣רֶם תֵּדַ֔ע כִּ֥י אָבְדָ֖ה מִצְרָֽיִם׃ 
יום,יום,4,,,Psalms 56:4,יֹ֥ום ,841756,יֹ֥ום אִירָ֑א אֲ֝נִ֗י אֵלֶ֥יךָ אֶבְטָֽח׃ 
יום.או.יומים,יום.יומים,1,,,Exodus 21:21,יֹ֛ום אֹ֥ו יֹומַ֖יִם ,676519,אַ֥ךְ אִם־יֹ֛ום אֹ֥ו יֹומַ֖יִם יַעֲמֹ֑ד לֹ֣א יֻקַּ֔ם כִּ֥י כַסְפֹּ֖ו הֽוּא׃ ס 
יום.אחד,יום,6,,,Genesis 27:45,יֹ֥ום אֶחָֽד׃ ,660274,עַד־שׁ֨וּב אַף־אָחִ֜יךָ מִמְּךָ֗ וְשָׁכַח֙ אֵ֣ת אֲשֶׁר־עָשִׂ֣יתָ לֹּ֔ו וְשָׁלַחְתִּ֖י וּלְקַחְתִּ֣יךָ מִשָּׁ֑ם לָמָ֥ה אֶשְׁכַּ֛ל גַּם־שְׁנֵיכֶ֖ם יֹ֥ום אֶחָֽד׃ 
יום.ב.יום,יום,2,,,Nehemiah 8:18,יֹ֣ום׀ בְּיֹ֔ום ,885816,וַ֠יִּקְרָא בְּסֵ֨פֶר תֹּורַ֤ת הָאֱלֹהִים֙ יֹ֣ום׀ בְּיֹ֔ום מִן־הַיֹּום֙ הָֽרִאשֹׁ֔ון עַ֖ד הַיֹּ֣ום הָאַחֲרֹ֑ון וַיַּֽעֲשׂוּ־חָג֙ שִׁבְעַ֣ת יָמִ֔ים וּבַיֹּ֧ום הַשְּׁמִינִ֛י עֲצֶ֖רֶת כַּמִּשְׁפָּֽט׃ פ 
יום.ה.הוא,יום,1,,,Micah 7:11,יֹ֥ום הַה֖וּא ,829531,יֹ֖ום לִבְנֹ֣ות גְּדֵרָ֑יִךְ יֹ֥ום הַה֖וּא יִרְחַק־חֹֽק׃ 
יום.יום,יום.יום,7,,,Psalms 68:20,יֹ֤ום׀ יֹ֥ום ,843003,בָּ֤ר֣וּךְ אֲדֹנָי֮ יֹ֤ום׀ יֹ֥ום יַֽעֲמָס־לָ֗נוּ הָ֘אֵ֤ל יְֽשׁוּעָתֵ֬נוּ סֶֽלָה׃ 
יום.מלכנו,יום,1,,,Hosea 7:5,יֹ֣ום מַלְכֵּ֔נוּ ,823543,יֹ֣ום מַלְכֵּ֔נוּ הֶחֱל֥וּ שָׂרִ֖ים חֲמַ֣ת מִיָּ֑יִן מָשַׁ֥ךְ יָדֹ֖ו אֶת־לֹצְצִֽים׃ 
יום.מצפיך,יום,1,,,Micah 7:4,יֹ֤ום מְצַפֶּ֨יךָ֙ ,829449,טֹובָ֣ם כְּחֵ֔דֶק יָשָׁ֖ר מִמְּסוּכָ֑ה יֹ֤ום מְצַפֶּ֨יךָ֙ פְּקֻדָּתְךָ֣ בָ֔אָה עַתָּ֥ה תִהְיֶ֖ה מְבוּכָתָֽם׃ 
יומם,יומם,20,,,Psalms 91:5,יֹומָֽם׃ ,846482,לֹא־תִ֭ירָא מִפַּ֣חַד לָ֑יְלָה מֵ֝חֵ֗ץ יָע֥וּף יֹומָֽם׃ 
יומם.ו.לילה,יומם.לילה,18,,,Joshua 1:8,יֹומָ֣ם וָלַ֔יְלָה ,715824,לֹֽא־יָמ֡וּשׁ סֵפֶר֩ הַתֹּורָ֨ה הַזֶּ֜ה מִפִּ֗יךָ וְהָגִ֤יתָ בֹּו֙ יֹומָ֣ם וָלַ֔יְלָה לְמַ֨עַן֙ תִּשְׁמֹ֣ר לַעֲשֹׂ֔ות כְּכָל־הַכָּת֖וּב בֹּ֑ו כִּי־אָ֛ז תַּצְלִ֥יחַ אֶת־דְּרָכֶ֖ךָ וְאָ֥ז תַּשְׂכִּֽיל׃ 
ימי.חייו,ימי,1,,,Ecclesiastes 8:15,יְמֵ֥י חַיָּ֛יו ,871787,וְשִׁבַּ֤חְתִּֽי אֲנִי֙ אֶת־הַשִּׂמְחָ֔ה אֲשֶׁ֨ר אֵֽין־טֹ֤וב לָֽאָדָם֙ תַּ֣חַת הַשֶּׁ֔מֶשׁ כִּ֛י אִם־לֶאֱכֹ֥ול וְלִשְׁתֹּ֖ות וְלִשְׂמֹ֑וחַ וְה֞וּא יִלְוֶ֣נּוּ בַעֲמָלֹ֗ו יְמֵ֥י חַיָּ֛יו אֲשֶׁר־נָֽתַן־לֹ֥ו הָאֱלֹהִ֖ים תַּ֥חַת הַשָּֽׁמֶשׁ׃ 
ימי.עניה.ו.מרודיה,ימי,1,,,Lamentations 1:7,יְמֵ֤י עָנְיָהּ֙ וּמְרוּדֶ֔יהָ ,872677,זָֽכְרָ֣ה יְרוּשָׁלִַ֗ם יְמֵ֤י עָנְיָהּ֙ וּמְרוּדֶ֔יהָ כֹּ֚ל מַחֲמֻדֶ֔יהָ אֲשֶׁ֥ר הָי֖וּ מִ֣ימֵי קֶ֑דֶם בִּנְפֹ֧ל עַמָּ֣הּ בְּיַד־צָ֗ר וְאֵ֤ין עֹוזֵר֙ לָ֔הּ רָא֣וּהָ צָרִ֔ים שָׂחֲק֖וּ עַ֥ל מִשְׁבַּתֶּֽהָ׃ ס 
ימים,ימים,6,,,Nehemiah 1:4,יָמִ֑ים ,883723,וַיְהִ֞י כְּשָׁמְעִ֣י׀ אֶת־הַדְּבָרִ֣ים הָאֵ֗לֶּה יָשַׁ֨בְתִּי֙ וָֽאֶבְכֶּ֔ה וָאֶתְאַבְּלָ֖ה יָמִ֑ים וָֽאֱהִ֥י צָם֙ וּמִתְפַּלֵּ֔ל לִפְנֵ֖י אֱלֹהֵ֥י הַשָּׁמָֽיִם׃ 
ימים.או.עשׂור,ימים.עשׂור,1,,,Genesis 24:55,יָמִ֖ים אֹ֣ו עָשֹׂ֑ור ,658742,וַיֹּ֤אמֶר אָחִ֨יהָ֙ וְאִמָּ֔הּ תֵּשֵׁ֨ב הַנַּעֲרָ֥ אִתָּ֛נוּ יָמִ֖ים אֹ֣ו עָשֹׂ֑ור אַחַ֖ר תֵּלֵֽךְ׃ 
ימים.אחדים,ימים,1,,,Genesis 27:44,יָמִ֣ים אֲחָדִ֑ים ,660254,וְיָשַׁבְתָּ֥ עִמֹּ֖ו יָמִ֣ים אֲחָדִ֑ים עַ֥ד אֲשֶׁר־תָּשׁ֖וּב חֲמַ֥ת אָחִֽיךָ׃ 
ימים.ארבעה.חדשׁים,ימים,1,,,Judges 19:2,יָמִ֖ים אַרְבָּעָ֥ה חֳדָשִֽׁים׃ ,730191,וַתִּזְנֶ֤ה עָלָיו֙ פִּֽילַגְשֹׁ֔ו וַתֵּ֤לֶךְ מֵֽאִתֹּו֙ אֶל־בֵּ֣ית אָבִ֔יהָ אֶל־בֵּ֥ית לֶ֖חֶם יְהוּדָ֑ה וַתְּהִי־שָׁ֕ם יָמִ֖ים אַרְבָּעָ֥ה חֳדָשִֽׁים׃ 
ימים.על.שׁנה,ימים,1,,,Isaiah 32:10,יָמִים֙ עַל־שָׁנָ֔ה ,780717,יָמִים֙ עַל־שָׁנָ֔ה תִּרְגַּ֖זְנָה בֹּֽטְחֹ֑ות כִּ֚י כָּלָ֣ה בָצִ֔יר אֹ֖סֶף בְּלִ֥י יָבֹֽוא׃ 
ימים.רבים,ימים,18,,,Numbers 20:15,יָמִ֣ים רַבִּ֑ים ,698938,וַיֵּרְד֤וּ אֲבֹתֵ֨ינוּ֙ מִצְרַ֔יְמָה וַנֵּ֥שֶׁב בְּמִצְרַ֖יִם יָמִ֣ים רַבִּ֑ים וַיָּרֵ֥עוּ לָ֛נוּ מִצְרַ֖יִם וְלַאֲבֹתֵֽינוּ׃ 
ימים.רבים.כ.ה.ימים,ימים,1,,,Deuteronomy 1:46,יָמִ֣ים רַבִּ֑ים כַּיָּמִ֖ים ,704739,וַתֵּשְׁב֥וּ בְקָדֵ֖שׁ יָמִ֣ים רַבִּ֑ים כַּיָּמִ֖ים אֲשֶׁ֥ר יְשַׁבְתֶּֽם׃ 
ימים.רבים.עד.ה.יום.ה.זה,ימים,1,,,Joshua 22:3,יָמִ֣ים רַבִּ֔ים עַ֖ד הַיֹּ֣ום הַזֶּ֑ה ,721755,לֹֽא־עֲזַבְתֶּ֣ם אֶת־אֲחֵיכֶ֗ם זֶ֚ה יָמִ֣ים רַבִּ֔ים עַ֖ד הַיֹּ֣ום הַזֶּ֑ה וּשְׁמַרְתֶּ֕ם אֶת־מִשְׁמֶ֕רֶת מִצְוַ֖ת יְהוָ֥ה אֱלֹהֵיכֶֽם׃ 
ימים.רבים.שׁמונים.ו.מאת.יום,ימים,1,,,Esther 1:4,יָמִ֣ים רַבִּ֔ים שְׁמֹונִ֥ים וּמְאַ֖ת יֹֽום׃ ,873951,בְּהַרְאֹתֹ֗ו אֶת־עֹ֨שֶׁר֙ כְּבֹ֣וד מַלְכוּתֹ֔ו וְאֶ֨ת־יְקָ֔ר תִּפְאֶ֖רֶת גְּדוּלָּתֹ֑ו יָמִ֣ים רַבִּ֔ים שְׁמֹונִ֥ים וּמְאַ֖ת יֹֽום׃ 
ימים.שׁלושׁה,ימים,2,,,2_Chronicles 20:25,יָמִ֧ים שְׁלֹושָׁ֛ה ,899702,וַיָּבֹ֨א יְהֹושָׁפָ֣ט וְעַמֹּו֮ לָבֹ֣ז אֶת־שְׁלָלָם֒ וַיִּמְצְאוּ֩ בָהֶ֨ם לָרֹ֜ב וּרְכ֤וּשׁ וּפְגָרִים֙ וּכְלֵ֣י חֲמֻדֹ֔ות וַיְנַצְּל֥וּ לָהֶ֖ם לְאֵ֣ין מַשָּׂ֑א וַיִּֽהְי֞וּ יָמִ֧ים שְׁלֹושָׁ֛ה בֹּזְזִ֥ים אֶת־הַשָּׁלָ֖ל כִּ֥י רַב־הֽוּא׃ 
ירח.ימים,ירח,2,,,2_Kings 15:13,יֶֽרַח־יָמִ֖ים ,770147,שַׁלּ֤וּם בֶּן־יָבֵישׁ֙ מָלַ֔ךְ בִּשְׁנַ֨ת שְׁלֹשִׁ֤ים וָתֵ֨שַׁע֙ שָׁנָ֔ה לְעֻזִיָּ֖ה מֶ֣לֶךְ יְהוּדָ֑ה וַיִּמְלֹ֥ךְ יֶֽרַח־יָמִ֖ים בְּשֹׁמְרֹֽון׃ 
יתר.שׁנותי,שׁנותי,1,,,Isaiah 38:10,יֶ֥תֶר שְׁנֹותָֽי׃ ,782230,אֲנִ֣י אָמַ֗רְתִּי בִּדְמִ֥י יָמַ֛י אֵלֵ֖כָה בְּשַׁעֲרֵ֣י שְׁאֹ֑ול פֻּקַּ֖דְתִּי יֶ֥תֶר שְׁנֹותָֽי׃ 
כ.אתמול.שׁלשׁום,כ,2,,,1_Samuel 14:21,כְּאֶתְמֹ֣ול שִׁלְשֹׁ֔ום ,736228,וְהָעִבְרִ֗ים הָי֤וּ לַפְּלִשְׁתִּים֙ כְּאֶתְמֹ֣ול שִׁלְשֹׁ֔ום אֲשֶׁ֨ר עָל֥וּ עִמָּ֛ם בַּֽמַּחֲנֶ֖ה סָבִ֑יב וְגַם־הֵ֗מָּה לִֽהְיֹות֙ עִם־יִשְׂרָאֵ֔ל אֲשֶׁ֥ר עִם־שָׁא֖וּל וְיֹונָתָֽן׃ 
כ.ב.ה.ראשׁנה,כ,1,,,Isaiah 1:26,כְּבָרִ֣אשֹׁנָ֔ה ,774349,וְאָשִׁ֤יבָה שֹׁפְטַ֨יִךְ֙ כְּבָרִ֣אשֹׁנָ֔ה וְיֹעֲצַ֖יִךְ כְּבַתְּחִלָּ֑ה אַחֲרֵי־כֵ֗ן יִקָּ֤רֵא לָךְ֙ עִ֣יר הַצֶּ֔דֶק קִרְיָ֖ה נֶאֱמָנָֽה׃ 
כ.ב.ה.תחלה,כ,1,,,Isaiah 1:26,כְּבַתְּחִלָּ֑ה ,774352,וְאָשִׁ֤יבָה שֹׁפְטַ֨יִךְ֙ כְּבָרִ֣אשֹׁנָ֔ה וְיֹעֲצַ֖יִךְ כְּבַתְּחִלָּ֑ה אַחֲרֵי־כֵ֗ן יִקָּ֤רֵא לָךְ֙ עִ֣יר הַצֶּ֔דֶק קִרְיָ֖ה נֶאֱמָנָֽה׃ 
כ.ה.יום,כ,8,,,1_Samuel 9:27,כַּיֹּ֔ום ,734602,הֵ֗מָּה יֹֽורְדִים֙ בִּקְצֵ֣ה הָעִ֔יר וּשְׁמוּאֵ֞ל אָמַ֣ר אֶל־שָׁא֗וּל אֱמֹ֥ר לַנַּ֛עַר וְיַעֲבֹ֥ר לְפָנֵ֖ינוּ וַֽיַּעֲבֹ֑ר וְאַתָּה֙ עֲמֹ֣ד כַּיֹּ֔ום וְאַשְׁמִיעֲךָ֖ אֶת־דְּבַ֥ר אֱלֹהִֽים׃ פ 
כ.ה.יום.ה.זה,כ,8,,,Jeremiah 25:18,כַּיֹּ֥ום הַזֶּֽה׃ ,797153,אֶת־יְרוּשָׁלִַ֨ם֙ וְאֶת־עָרֵ֣י יְהוּדָ֔ה וְאֶת־מְלָכֶ֖יהָ אֶת־שָׂרֶ֑יהָ לָתֵ֨ת אֹתָ֜ם לְחָרְבָּ֧ה לְשַׁמָּ֛ה לִשְׁרֵקָ֥ה וְלִקְלָלָ֖ה כַּיֹּ֥ום הַזֶּֽה׃ 
כ.ה.עת,כ,4,,,Judges 13:23,כָעֵ֕ת ,728266,וַתֹּ֧אמֶר לֹ֣ו אִשְׁתֹּ֗ו לוּ֩ חָפֵ֨ץ יְהוָ֤ה לַהֲמִיתֵ֨נוּ֙ לֹֽא־לָקַ֤ח מִיָּדֵ֨נוּ֙ עֹלָ֣ה וּמִנְחָ֔ה וְלֹ֥א הֶרְאָ֖נוּ אֶת־כָּל־אֵ֑לֶּה וְכָעֵ֕ת לֹ֥א הִשְׁמִיעָ֖נוּ כָּזֹֽאת׃ 
כ.ה.עת.חיה,כ,2,,,Genesis 18:10,כָּעֵ֣ת חַיָּ֔ה ,656006,וַיֹּ֗אמֶר שֹׁ֣וב אָשׁ֤וּב אֵלֶ֨יךָ֙ כָּעֵ֣ת חַיָּ֔ה וְהִנֵּה־בֵ֖ן לְשָׂרָ֣ה אִשְׁתֶּ֑ךָ וְשָׂרָ֥ה שֹׁמַ֛עַת פֶּ֥תַח הָאֹ֖הֶל וְה֥וּא אַחֲרָֽיו׃ 
כ.ה.עת.מחר,כ,7,,,1_Kings 19:2,כָעֵ֤ת מָחָר֙ ,761893,וַתִּשְׁלַ֤ח אִיזֶ֨בֶל֙ מַלְאָ֔ךְ אֶל־אֵלִיָּ֖הוּ לֵאמֹ֑ר כֹּֽה־יַעֲשׂ֤וּן אֱלֹהִים֙ וְכֹ֣ה יֹוסִפ֔וּן כִּֽי־כָעֵ֤ת מָחָר֙ אָשִׂ֣ים אֶֽת־נַפְשְׁךָ֔ כְּנֶ֖פֶשׁ אַחַ֥ד מֵהֶֽם׃ 
כ.ה.עת.מחר.ה.שׁלשׁית,כ,1,,,1_Samuel 20:12,כָּעֵ֤ת׀ מָחָר֙ הַשְּׁלִשִׁ֔ית ,739399,וַיֹּ֨אמֶר יְהֹונָתָ֜ן אֶל־דָּוִ֗ד יְהוָ֞ה אֱלֹהֵ֤י יִשְׂרָאֵל֙ כִּֽי־אֶחְקֹ֣ר אֶת־אָבִ֗י כָּעֵ֤ת׀ מָחָר֙ הַשְּׁלִשִׁ֔ית וְהִנֵּה־טֹ֖וב אֶל־דָּוִ֑ד וְלֹֽא־אָז֙ אֶשְׁלַ֣ח אֵלֶ֔יךָ וְגָלִ֖יתִי אֶת־אָזְנֶֽךָ׃ 
כ.חצת.ה.לילה,כ,1,,,Exodus 11:4,כַּחֲצֹ֣ת הַלַּ֔יְלָה ,673042,וַיֹּ֣אמֶר מֹשֶׁ֔ה כֹּ֖ה אָמַ֣ר יְהוָ֑ה כַּחֲצֹ֣ת הַלַּ֔יְלָה אֲנִ֥י יֹוצֵ֖א בְּתֹ֥וךְ מִצְרָֽיִם׃ 
כ.יום.ב.יום,כ,1,,,1_Samuel 18:10,כְּיֹ֣ום׀ בְּיֹ֑ום ,738506,וַיְהִ֣י מִֽמָּחֳרָ֗ת וַתִּצְלַ֣ח רוּחַ֩ אֱלֹהִ֨ים׀ רָעָ֤ה׀ אֶל־שָׁאוּל֙ וַיִּתְנַבֵּ֣א בְתֹוךְ־הַבַּ֔יִת וְדָוִ֛ד מְנַגֵּ֥ן בְּיָדֹ֖ו כְּיֹ֣ום׀ בְּיֹ֑ום וְהַחֲנִ֖ית בְּיַד־שָׁאֽוּל׃ 
כ.יום.מדין,כ,1,,,Isaiah 9:3,כְּיֹ֥ום מִדְיָֽן׃ ,775985,כִּ֣י׀ אֶת־עֹ֣ל סֻבֳּלֹ֗ו וְאֵת֙ מַטֵּ֣ה שִׁכְמֹ֔ו שֵׁ֖בֶט הַנֹּגֵ֣שׂ בֹּ֑ו הַחִתֹּ֖תָ כְּיֹ֥ום מִדְיָֽן׃ 
כ.ימות.שׁנות,כ,1,,,Psalms 90:15,כִּימֹ֣ות שְׁ֝נֹ֗ות ,846434,שַׂ֭מְּחֵנוּ כִּימֹ֣ות עִנִּיתָ֑נוּ שְׁ֝נֹ֗ות רָאִ֥ינוּ רָעָֽה׃ 
כ.מ.שׁלשׁ.חדשׁים,כ,1,,,Genesis 38:24,כְּמִשְׁלֹ֣שׁ חֳדָשִׁ֗ים ,664704,וַיְהִ֣י׀ כְּמִשְׁלֹ֣שׁ חֳדָשִׁ֗ים וַיֻּגַּ֨ד לִֽיהוּדָ֤ה לֵֽאמֹר֙ זָֽנְתָה֙ תָּמָ֣ר כַּלָּתֶ֔ךָ וְגַ֛ם הִנֵּ֥ה הָרָ֖ה לִזְנוּנִ֑ים וַיֹּ֣אמֶר יְהוּדָ֔ה הֹוצִיא֖וּהָ וְתִשָּׂרֵֽף׃ 
כ.מה.שׁנים,כ,1,,,Zechariah 7:3,כַּמֶּ֥ה שָׁנִֽים׃ פ ,832937,לֵאמֹ֗ר אֶל־הַכֹּֽהֲנִים֙ אֲשֶׁר֙ לְבֵית־יְהוָ֣ה צְבָאֹ֔ות וְאֶל־הַנְּבִיאִ֖ים לֵאמֹ֑ר הַֽאֶבְכֶּה֙ בַּחֹ֣דֶשׁ הַחֲמִשִׁ֔י הִנָּזֵ֕ר כַּאֲשֶׁ֣ר עָשִׂ֔יתִי זֶ֖ה כַּמֶּ֥ה שָׁנִֽים׃ פ 
כ.מות.אחאב,כ,1,,,2_Kings 3:5,כְּמֹ֣ות אַחְאָ֑ב ,764864,וַיְהִ֖י כְּמֹ֣ות אַחְאָ֑ב וַיִּפְשַׁ֥ע מֶֽלֶךְ־מֹואָ֖ב בְּמֶ֥לֶךְ יִשְׂרָאֵֽל׃ 
כ.מעט.רגע,כ,2,,,Ezra 9:8,כִּמְעַט־רֶגַע֩ ,883221,וְעַתָּ֡ה כִּמְעַט־רֶגַע֩ הָיְתָ֨ה תְחִנָּ֜ה מֵאֵ֣ת׀ יְהוָ֣ה אֱלֹהֵ֗ינוּ לְהַשְׁאִ֥יר לָ֨נוּ֙ פְּלֵיטָ֔ה וְלָתֶת־לָ֥נוּ יָתֵ֖ד בִּמְקֹ֣ום קָדְשֹׁ֑ו לְהָאִ֤יר עֵינֵ֨ינוּ֙ אֱלֹהֵ֔ינוּ וּלְתִתֵּ֛נוּ מִֽחְיָ֥ה מְעַ֖ט בְּעַבְדֻתֵֽנוּ׃ 
כ.עשׂרת.ה.ימים,כ,1,,,1_Samuel 25:38,כַּעֲשֶׂ֣רֶת הַיָּמִ֑ים ,741853,וַיְהִ֖י כַּעֲשֶׂ֣רֶת הַיָּמִ֑ים וַיִּגֹּ֧ף יְהוָ֛ה אֶת־נָבָ֖ל וַיָּמֹֽת׃ 
כ.עת.מנחת.ערב,כ,1,,,Daniel 9:21,כְּעֵ֖ת מִנְחַת־עָֽרֶב׃ ,880112,וְעֹ֛וד אֲנִ֥י מְדַבֵּ֖ר בַּתְּפִלָּ֑ה וְהָאִ֣ישׁ גַּבְרִיאֵ֡ל אֲשֶׁר֩ רָאִ֨יתִי בֶחָזֹ֤ון בַּתְּחִלָּה֙ מֻעָ֣ף בִּיעָ֔ף נֹגֵ֣עַ אֵלַ֔י כְּעֵ֖ת מִנְחַת־עָֽרֶב׃ 
