node,ref,head_voc,text,sentence,link
725157,Judg 6:31,בֹּקֶר,עַד־הַבֹּ֑קֶר ,אֲשֶׁ֨ר יָרִ֥יב לֹ֛ו יוּמַ֖ת עַד־הַבֹּ֑קֶר ,https://shebanq.ancient-data.org/hebrew/text?book=Judices&chapter=6&verse=31&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
726593,Judg 9:33,בֹּקֶר,בַבֹּ֨קֶר֙ ,בַבֹּ֨קֶר֙ כִּזְרֹ֣חַ הַשֶּׁ֔מֶשׁ תַּשְׁכִּ֖ים ,https://shebanq.ancient-data.org/hebrew/text?book=Judices&chapter=9&verse=33&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
728083,Judg 13:10,יֹום,בַיֹּ֖ום ,הִנֵּ֨ה נִרְאָ֤ה אֵלַי֙ הָאִ֔ישׁ אֲשֶׁר־בָּ֥א בַיֹּ֖ום אֵלָֽי׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Judices&chapter=13&verse=10&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
728266,Judg 13:23,עֵת,כָעֵ֕ת ,וְכָעֵ֕ת לֹ֥א הִשְׁמִיעָ֖נוּ כָּזֹֽאת׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Judices&chapter=13&verse=23&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
730139,Judg 18:29,רִאשֹׁון,לָרִאשֹׁנָֽה׃ ,וְאוּלָ֛ם לַ֥יִשׁ שֵׁם־הָעִ֖יר לָרִאשֹׁנָֽה׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Judices&chapter=18&verse=29&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
730233,Judg 19:5,בֹּקֶר,בַבֹּ֖קֶר ,וַיַּשְׁכִּ֥ימוּ בַבֹּ֖קֶר ,https://shebanq.ancient-data.org/hebrew/text?book=Judices&chapter=19&verse=5&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
730422,Judg 19:16,עֶרֶב,בָּעֶ֔רֶב ,וְהִנֵּ֣ה׀ אִ֣ישׁ זָקֵ֗ן בָּ֣א מִֽן־מַעֲשֵׂ֤הוּ מִן־הַשָּׂדֶה֙ בָּעֶ֔רֶב ,https://shebanq.ancient-data.org/hebrew/text?book=Judices&chapter=19&verse=16&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
730597,Judg 19:26,אֹור,עַד־הָאֹֽור׃ ,וַתִּפֹּ֞ל פֶּ֧תַח בֵּית־הָאִ֛ישׁ אֲשֶׁר־אֲדֹונֶ֥יהָ שָּׁ֖ם עַד־הָאֹֽור׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Judices&chapter=19&verse=26&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
730601,Judg 19:27,בֹּקֶר,בַּבֹּ֗קֶר ,וַיָּ֨קָם אֲדֹנֶ֜יהָ בַּבֹּ֗קֶר ,https://shebanq.ancient-data.org/hebrew/text?book=Judices&chapter=19&verse=27&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
730885,Judg 20:19,בֹּקֶר,בַּבֹּ֑קֶר ,וַיָּק֥וּמוּ בְנֵֽי־יִשְׂרָאֵ֖ל בַּבֹּ֑קֶר ,https://shebanq.ancient-data.org/hebrew/text?book=Judices&chapter=20&verse=19&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
730927,Judg 20:23,עֶרֶב,עַד־הָעֶרֶב֒ ,וַיִּבְכּ֣וּ לִפְנֵֽי־יְהוָה֮ עַד־הָעֶרֶב֒ ,https://shebanq.ancient-data.org/hebrew/text?book=Judices&chapter=20&verse=23&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
730974,Judg 20:26,עֶרֶב,עַד־הָעָ֑רֶב ,וַיָּצ֥וּמוּ בַיֹּום־הַה֖וּא עַד־הָעָ֑רֶב ,https://shebanq.ancient-data.org/hebrew/text?book=Judices&chapter=20&verse=26&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
731285,Judg 21:2,עֶרֶב,עַד־הָעֶ֔רֶב ,וַיֵּ֤שְׁבוּ שָׁם֙ עַד־הָעֶ֔רֶב לִפְנֵ֖י הָאֱלֹהִ֑ים ,https://shebanq.ancient-data.org/hebrew/text?book=Judices&chapter=21&verse=2&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
731558,Judg 21:22,עֵת,כָּעֵ֥ת ,כִּ֣י לֹ֥א אַתֶּ֛ם נְתַתֶּ֥ם לָהֶ֖ם כָּעֵ֥ת ,https://shebanq.ancient-data.org/hebrew/text?book=Judices&chapter=21&verse=22&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
731846,1 Sam 1:19,בֹּקֶר,בַבֹּ֗קֶר ,וַיַּשְׁכִּ֣מוּ בַבֹּ֗קֶר ,https://shebanq.ancient-data.org/hebrew/text?book=Samuel_I&chapter=1&verse=19&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
732175,1 Sam 2:16,יֹום,כַּיֹּום֙ ,קַטֵּ֨ר יַקְטִיר֤וּן כַּיֹּום֙ הַחֵ֔לֶב ,https://shebanq.ancient-data.org/hebrew/text?book=Samuel_I&chapter=2&verse=16&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
732687,1 Sam 3:15,בֹּקֶר,עַד־הַבֹּ֔קֶר ,וַיִּשְׁכַּ֤ב שְׁמוּאֵל֙ עַד־הַבֹּ֔קֶר ,https://shebanq.ancient-data.org/hebrew/text?book=Samuel_I&chapter=3&verse=15&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
733168,1 Sam 5:4,בֹּקֶר,בַבֹּקֶר֮ ,וַיַּשְׁכִּ֣מוּ בַבֹּקֶר֮ מִֽמָּחֳרָת֒ ,https://shebanq.ancient-data.org/hebrew/text?book=Samuel_I&chapter=5&verse=4&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
734367,1 Sam 9:13,יֹום,כְהַיֹּ֖ום ,כִּֽי־אֹתֹ֥ו כְהַיֹּ֖ום תִּמְצְא֥וּן אֹתֹֽו׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Samuel_I&chapter=9&verse=13&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
734453,1 Sam 9:19,בֹּקֶר,בַבֹּ֔קֶר ,וְשִׁלַּחְתִּ֣יךָ בַבֹּ֔קֶר ,https://shebanq.ancient-data.org/hebrew/text?book=Samuel_I&chapter=9&verse=19&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
734544,1 Sam 9:24,מֹועֵד,לַמֹּועֵ֛ד ,כִּ֧י לַמֹּועֵ֛ד שָֽׁמוּר־לְךָ֥ לֵאמֹ֖ר ,https://shebanq.ancient-data.org/hebrew/text?book=Samuel_I&chapter=9&verse=24&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
734602,1 Sam 9:27,יֹום,כַּיֹּ֔ום ,וְאַתָּה֙ עֲמֹ֣ד כַּיֹּ֔ום ,https://shebanq.ancient-data.org/hebrew/text?book=Samuel_I&chapter=9&verse=27&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
736276,1 Sam 14:24,עֶרֶב,עַד־הָעֶ֗רֶב ,אָר֣וּר הָ֠אִישׁ אֲשֶׁר־יֹ֨אכַל לֶ֜חֶם עַד־הָעֶ֗רֶב וְנִקַּמְתִּי֙ מֵאֹ֣יְבַ֔י ,https://shebanq.ancient-data.org/hebrew/text?book=Samuel_I&chapter=14&verse=24&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
736848,1 Sam 15:12,בֹּקֶר,בַּבֹּ֑קֶר ,וַיַּשְׁכֵּ֧ם שְׁמוּאֵ֛ל לִקְרַ֥את שָׁא֖וּל בַּבֹּ֑קֶר ,https://shebanq.ancient-data.org/hebrew/text?book=Samuel_I&chapter=15&verse=12&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
737765,1 Sam 17:20,בֹּקֶר,בַּבֹּ֗קֶר ,וַיַּשְׁכֵּ֨ם דָּוִ֜ד בַּבֹּ֗קֶר ,https://shebanq.ancient-data.org/hebrew/text?book=Samuel_I&chapter=17&verse=20&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
738819,1 Sam 19:2,בֹּקֶר,בַבֹּ֔קֶר ,הִשָּֽׁמֶר־נָ֣א בַבֹּ֔קֶר ,https://shebanq.ancient-data.org/hebrew/text?book=Samuel_I&chapter=19&verse=2&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
738970,1 Sam 19:10,לַיְלָה,בַּלַּ֥יְלָה ,וַיִּמָּלֵ֖ט בַּלַּ֥יְלָה הֽוּא׃ פ ,https://shebanq.ancient-data.org/hebrew/text?book=Samuel_I&chapter=19&verse=10&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
738980,1 Sam 19:11,בֹּקֶר,בַּבֹּ֑קֶר ,וַיִּשְׁלַח֩ שָׁא֨וּל מַלְאָכִ֜ים אֶל־בֵּ֤ית דָּוִד֙ לְשָׁמְרֹ֔ו וְלַהֲמִיתֹ֖ו בַּבֹּ֑קֶר ,https://shebanq.ancient-data.org/hebrew/text?book=Samuel_I&chapter=19&verse=11&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
739735,1 Sam 20:35,בֹּקֶר,בַבֹּ֔קֶר ,וַיְהִ֣י בַבֹּ֔קֶר ,https://shebanq.ancient-data.org/hebrew/text?book=Samuel_I&chapter=20&verse=35&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
741576,1 Sam 25:22,בֹּקֶר,עַד־הַבֹּ֖קֶר ,אִם־אַשְׁאִ֧יר מִכָּל־אֲשֶׁר־לֹ֛ו עַד־הַבֹּ֖קֶר מַשְׁתִּ֥ין בְּקִֽיר׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Samuel_I&chapter=25&verse=22&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
741834,1 Sam 25:37,בֹּקֶר,בַבֹּ֗קֶר ,וַיְהִ֣י בַבֹּ֗קֶר בְּצֵ֤את הַיַּ֨יִן֙ מִנָּבָ֔ל ,https://shebanq.ancient-data.org/hebrew/text?book=Samuel_I&chapter=25&verse=37&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
743168,1 Sam 29:10,בֹּקֶר,בַּבֹּ֔קֶר ,הַשְׁכֵּ֣ם בַּבֹּ֔קֶר וְעַבְדֵ֥י אֲדֹנֶ֖יךָ אֲשֶׁר־בָּ֣אוּ אִתָּ֑ךְ ,https://shebanq.ancient-data.org/hebrew/text?book=Samuel_I&chapter=29&verse=10&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
743176,1 Sam 29:10,בֹּקֶר,בַּבֹּ֔קֶר ,וְהִשְׁכַּמְתֶּ֣ם בַּבֹּ֔קֶר ,https://shebanq.ancient-data.org/hebrew/text?book=Samuel_I&chapter=29&verse=10&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
743186,1 Sam 29:11,בֹּקֶר,בַּבֹּ֔קֶר ,וַיַּשְׁכֵּ֨ם דָּוִ֜ד ה֤וּא וַֽאֲנָשָׁיו֙ לָלֶ֣כֶת בַּבֹּ֔קֶר לָשׁ֖וּב אֶל־אֶ֣רֶץ פְּלִשְׁתִּ֑ים ,https://shebanq.ancient-data.org/hebrew/text?book=Samuel_I&chapter=29&verse=11&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
743974,2 Sam 1:12,עֶרֶב,עַד־הָעָ֑רֶב ,וַיָּצֻ֖מוּ עַד־הָעָ֑רֶב עַל־שָׁא֞וּל וְעַל־יְהֹונָתָ֣ן בְּנֹ֗ו וְעַל־עַ֤ם יְהוָה֙ וְעַל־בֵּ֣ית יִשְׂרָאֵ֔ל ,https://shebanq.ancient-data.org/hebrew/text?book=Samuel_II&chapter=1&verse=12&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
744469,2 Sam 2:26,אַחֲרֹון,בָּאַחֲרֹונָ֑ה ,הֲלֹ֣וא יָדַ֔עְתָּה כִּֽי־מָרָ֥ה תִהְיֶ֖ה בָּאַחֲרֹונָ֑ה ,https://shebanq.ancient-data.org/hebrew/text?book=Samuel_II&chapter=2&verse=26&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
744486,2 Sam 2:27,בֹּקֶר,מֵֽהַבֹּ֨קֶר֙ ,כִּ֣י אָ֤ז מֵֽהַבֹּ֨קֶר֙ נַעֲלָ֣ה הָעָ֔ם אִ֖ישׁ מֵאַחֲרֵ֥י אָחִֽיו׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Samuel_II&chapter=2&verse=27&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
745994,2 Sam 7:10,רִאשֹׁון,בָּרִאשֹׁונָֽה׃ ,כַּאֲשֶׁ֖ר בָּרִאשֹׁונָֽה׃ וּלְמִן־הַיֹּ֗ום אֲשֶׁ֨ר צִוִּ֤יתִי שֹֽׁפְטִים֙ עַל־עַמִּ֣י יִשְׂרָאֵ֔ל ,https://shebanq.ancient-data.org/hebrew/text?book=Samuel_II&chapter=7&verse=10&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
745996,2 Sam 7:11,יֹום,לְמִן־הַיֹּ֗ום ,כַּאֲשֶׁ֖ר בָּרִאשֹׁונָֽה׃ וּלְמִן־הַיֹּ֗ום אֲשֶׁ֨ר צִוִּ֤יתִי שֹֽׁפְטִים֙ עַל־עַמִּ֣י יִשְׂרָאֵ֔ל ,https://shebanq.ancient-data.org/hebrew/text?book=Samuel_II&chapter=7&verse=11&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
747123,2 Sam 11:13,עֶרֶב,בָעֶ֗רֶב ,וַיֵּצֵ֣א בָעֶ֗רֶב לִשְׁכַּ֤ב בְּמִשְׁכָּבֹו֙ עִם־עַבְדֵ֣י אֲדֹנָ֔יו ,https://shebanq.ancient-data.org/hebrew/text?book=Samuel_II&chapter=11&verse=13&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
747133,2 Sam 11:14,בֹּקֶר,בַבֹּ֔קֶר ,וַיְהִ֣י בַבֹּ֔קֶר ,https://shebanq.ancient-data.org/hebrew/text?book=Samuel_II&chapter=11&verse=14&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
750027,2 Sam 17:9,תְּחִלָּה,בַּתְּחִלָּ֔ה ,וְהָיָ֗ה כִּנְפֹ֤ל בָּהֶם֙ בַּתְּחִלָּ֔ה ,https://shebanq.ancient-data.org/hebrew/text?book=Samuel_II&chapter=17&verse=9&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
751296,2 Sam 19:25,יֹום,לְמִן־הַיֹּום֙ ,וְאֶת־בְּגָדָיו֙ לֹ֣א כִבֵּ֔ס לְמִן־הַיֹּום֙ לֶ֣כֶת הַמֶּ֔לֶךְ עַד־הַיֹּ֖ום אֲשֶׁר־בָּ֥א בְשָׁלֹֽום׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Samuel_II&chapter=19&verse=25&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
751903,2 Sam 20:18,רִאשֹׁון,בָרִֽאשֹׁנָה֙ ,דַּבֵּ֨ר יְדַבְּר֤וּ בָרִֽאשֹׁנָה֙ לֵאמֹ֔ר ,https://shebanq.ancient-data.org/hebrew/text?book=Samuel_II&chapter=20&verse=18&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
753124,2 Sam 24:11,בֹּקֶר,בַּבֹּ֑קֶר פ ,וַיָּ֥קָם דָּוִ֖ד בַּבֹּ֑קֶר פ ,https://shebanq.ancient-data.org/hebrew/text?book=Samuel_II&chapter=24&verse=11&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
754030,1 Kgs 1:51,יֹום,כַיֹּום֙ ,יִשָּֽׁבַֽע־לִ֤י כַיֹּום֙ הַמֶּ֣לֶךְ שְׁלֹמֹ֔ה ,https://shebanq.ancient-data.org/hebrew/text?book=Reges_I&chapter=1&verse=51&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
755055,1 Kgs 3:20,לַיְלָה,בְּתֹ֨וךְ הַלַּ֜יְלָה ,וַתָּקָם֩ בְּתֹ֨וךְ הַלַּ֜יְלָה ,https://shebanq.ancient-data.org/hebrew/text?book=Reges_I&chapter=3&verse=20&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
755072,1 Kgs 3:21,בֹּקֶר,בַּבֹּ֛קֶר ,וָאָקֻ֥ם בַּבֹּ֛קֶר לְהֵינִ֥יק אֶת־בְּנִ֖י ,https://shebanq.ancient-data.org/hebrew/text?book=Reges_I&chapter=3&verse=21&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
755081,1 Kgs 3:21,בֹּקֶר,בַּבֹּ֔קֶר ,וָאֶתְבֹּונֵ֤ן אֵלָיו֙ בַּבֹּ֔קֶר ,https://shebanq.ancient-data.org/hebrew/text?book=Reges_I&chapter=3&verse=21&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
760881,1 Kgs 17:6,בֹּקֶר,בַּבֹּ֔קֶר ,וְהָעֹרְבִ֗ים מְבִיאִ֨ים לֹ֜ו לֶ֤חֶם וּבָשָׂר֙ בַּבֹּ֔קֶר וְלֶ֥חֶם וּבָשָׂ֖ר בָּעָ֑רֶב ,https://shebanq.ancient-data.org/hebrew/text?book=Reges_I&chapter=17&verse=6&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
760884,1 Kgs 17:6,עֶרֶב,בָּעָ֑רֶב ,וְהָעֹרְבִ֗ים מְבִיאִ֨ים לֹ֜ו לֶ֤חֶם וּבָשָׂר֙ בַּבֹּ֔קֶר וְלֶ֥חֶם וּבָשָׂ֖ר בָּעָ֑רֶב ,https://shebanq.ancient-data.org/hebrew/text?book=Reges_I&chapter=17&verse=6&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
760993,1 Kgs 17:13,רִאשֹׁון,בָרִאשֹׁנָה֙ ,אַ֣ךְ עֲשִׂי־לִ֣י מִ֠שָּׁם עֻגָ֨ה קְטַנָּ֤ה בָרִאשֹׁנָה֙ ,https://shebanq.ancient-data.org/hebrew/text?book=Reges_I&chapter=17&verse=13&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
761000,1 Kgs 17:13,אַחֲרֹון,בָּאַחֲרֹנָֽה׃ ס ,וְלָ֣ךְ וְלִבְנֵ֔ךְ תַּעֲשִׂ֖י בָּאַחֲרֹנָֽה׃ ס ,https://shebanq.ancient-data.org/hebrew/text?book=Reges_I&chapter=17&verse=13&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
761567,1 Kgs 18:27,צָהֳרַיִם,בַֽצָּהֳרַ֜יִם ,וַיְהִ֨י בַֽצָּהֳרַ֜יִם ,https://shebanq.ancient-data.org/hebrew/text?book=Reges_I&chapter=18&verse=27&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
761821,1 Kgs 18:44,שְׁבִיעִי,בַּשְּׁבִעִ֔ית ,וַֽיְהִי֙ בַּשְּׁבִעִ֔ית ,https://shebanq.ancient-data.org/hebrew/text?book=Reges_I&chapter=18&verse=44&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
762459,1 Kgs 20:16,צָהֳרַיִם,בַּֽצָּהֳרָ֑יִם ,וַיֵּצְא֖וּ בַּֽצָּהֳרָ֑יִם ,https://shebanq.ancient-data.org/hebrew/text?book=Reges_I&chapter=20&verse=16&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
763424,1 Kgs 22:5,יֹום,כַיֹּ֖ום ,דְּרָשׁ־נָ֥א כַיֹּ֖ום אֶת־דְּבַ֥ר יְהוָֽה׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Reges_I&chapter=22&verse=5&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
763871,1 Kgs 22:35,עֶרֶב,בָּעֶ֔רֶב ,וַיָּ֣מָת בָּעֶ֔רֶב ,https://shebanq.ancient-data.org/hebrew/text?book=Reges_I&chapter=22&verse=35&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
765064,2 Kgs 3:20,בֹּקֶר,בַבֹּ֨קֶר֙ ,וַיְהִ֤י בַבֹּ֨קֶר֙ כַּעֲלֹ֣ות הַמִּנְחָ֔ה ,https://shebanq.ancient-data.org/hebrew/text?book=Reges_II&chapter=3&verse=20&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
765092,2 Kgs 3:22,בֹּקֶר,בַבֹּ֔קֶר ,וַיַּשְׁכִּ֣ימוּ בַבֹּ֔קֶר ,https://shebanq.ancient-data.org/hebrew/text?book=Reges_II&chapter=3&verse=22&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
765487,2 Kgs 4:20,צָהֳרַיִם,עַד־הַֽצָּהֳרַ֖יִם ,וַיֵּ֧שֶׁב עַל־בִּרְכֶּ֛יהָ עַד־הַֽצָּהֳרַ֖יִם ,https://shebanq.ancient-data.org/hebrew/text?book=Reges_II&chapter=4&verse=20&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
766987,2 Kgs 7:5,נֶשֶׁף,בַנֶּ֔שֶׁף ,וַיָּק֣וּמוּ בַנֶּ֔שֶׁף לָבֹ֖וא אֶל־מַחֲנֵ֣ה אֲרָ֑ם ,https://shebanq.ancient-data.org/hebrew/text?book=Reges_II&chapter=7&verse=5&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
767018,2 Kgs 7:7,נֶשֶׁף,בַנֶּשֶׁף֒ ,וַיָּנ֣וּסוּ בַנֶּשֶׁף֒ ,https://shebanq.ancient-data.org/hebrew/text?book=Reges_II&chapter=7&verse=7&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
768405,2 Kgs 10:8,בֹּקֶר,עַד־הַבֹּֽקֶר׃ ,שִׂ֣ימוּ אֹתָ֞ם שְׁנֵ֧י צִבֻּרִ֛ים פֶּ֥תַח הַשַּׁ֖עַר עַד־הַבֹּֽקֶר׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Reges_II&chapter=10&verse=8&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
768408,2 Kgs 10:9,בֹּקֶר,בַבֹּ֨קֶר֙ ,וַיְהִ֤י בַבֹּ֨קֶר֙ ,https://shebanq.ancient-data.org/hebrew/text?book=Reges_II&chapter=10&verse=9&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
768712,2 Kgs 10:27,יֹום,עַד־הַיֹּֽום׃ ,וַיְשִׂמֻ֥הוּ לְמֹֽוצָאֹ֖ות עַד־הַיֹּֽום׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Reges_II&chapter=10&verse=27&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
772135,2 Kgs 19:35,בֹּקֶר,בַבֹּ֔קֶר ,וַיַּשְׁכִּ֣ימוּ בַבֹּ֔קֶר ,https://shebanq.ancient-data.org/hebrew/text?book=Reges_II&chapter=19&verse=35&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
774410,Isa 2:2,יֹום,בְּאַחֲרִ֣ית הַיָּמִ֗ים ,וְהָיָ֣ה׀ בְּאַחֲרִ֣ית הַיָּמִ֗ים ,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=2&verse=2&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
775012,Isa 5:11,בֹּקֶר,בַבֹּ֖קֶר ,הֹ֛וי מַשְׁכִּימֵ֥י בַבֹּ֖קֶר ,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=5&verse=11&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
775016,Isa 5:11,נֶשֶׁף,בַנֶּ֔שֶׁף ,מְאַחֲרֵ֣י בַנֶּ֔שֶׁף ,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=5&verse=11&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
777698,Isa 17:11,בֹּקֶר,בַבֹּ֖קֶר ,וּבַבֹּ֖קֶר זַרְעֵ֣ךְ תַּפְרִ֑יחִי ,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=17&verse=11&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
779154,Isa 26:9,לַיְלָה,בַּלַּ֔יְלָה ,נַפְשִׁ֤י אִוִּיתִ֨יךָ֙ בַּלַּ֔יְלָה ,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=26&verse=9&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
780824,Isa 33:2,בֹּקֶר,לַבְּקָרִ֔ים ,יְהוָ֥ה חָנֵּ֖נוּ לְךָ֣ קִוִּ֑ינוּ הֱיֵ֤ה זְרֹעָם֙ לַבְּקָרִ֔ים אַף־יְשׁוּעָתֵ֖נוּ בְּעֵ֥ת צָרָֽה׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=33&verse=2&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
782086,Isa 37:36,בֹּקֶר,בַבֹּ֔קֶר ,וַיַּשְׁכִּ֣ימוּ בַבֹּ֔קֶר ,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=37&verse=36&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
784896,Isa 47:13,חֹדֶשׁ,לֶחֳדָשִׁ֔ים ,יַעַמְדוּ־נָ֨א וְיֹושִׁיעֻ֜ךְ הֹבְרֵ֣י שָׁמַ֗יִם הַֽחֹזִים֙ בַּכֹּ֣וכָבִ֔ים מֹֽודִיעִם֙ לֶחֳדָשִׁ֔ים מֵאֲשֶׁ֥ר יָבֹ֖אוּ עָלָֽיִךְ׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=47&verse=13&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
