node,ref,head_voc,text,category,sentence,link
756567,1 Kgs 8:5,אֲרֹון,לִפְנֵ֣י הָֽאָרֹ֑ון,frame,וְהַמֶּ֣לֶךְ שְׁלֹמֹ֗ה וְכָל־עֲדַ֤ת יִשְׂרָאֵל֙ הַנֹּועָדִ֣ים עָלָ֔יו אִתֹּ֖ו לִפְנֵ֣י הָֽאָרֹ֑ון מְזַבְּחִים֙ צֹ֣אן וּבָקָ֔ר אֲשֶׁ֧ר לֹֽא־יִסָּפְר֛וּ וְלֹ֥א יִמָּנ֖וּ מֵרֹֽב׃,https://shebanq.ancient-data.org/hebrew/text?book=Reges_I&chapter=8&verse=5&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
756599,1 Kgs 8:8,דְּבִיר,עַל־פְּנֵ֣י הַדְּבִ֔יר,frame,וַיֵּרָאוּ֩ רָאשֵׁ֨י הַבַּדִּ֤ים מִן־הַקֹּ֨דֶשׁ֙ עַל־פְּנֵ֣י הַדְּבִ֔יר,https://shebanq.ancient-data.org/hebrew/text?book=Reges_I&chapter=8&verse=8&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
757633,1 Kgs 9:21,אֶרֶץ,בָּאָ֔רֶץ,glob,כָּל־הָ֠עָם הַנֹּותָ֨ר מִן־הָאֱמֹרִ֜י הַחִתִּ֤י הַפְּרִזִּי֙ הַחִוִּ֣י וְהַיְבוּסִ֔י אֲשֶׁ֛ר לֹֽא־מִבְּנֵ֥י יִשְׂרָאֵ֖ל הֵֽמָּה׃ בְּנֵיהֶ֗ם אֲשֶׁ֨ר נֹתְר֤וּ אַחֲרֵיהֶם֙ בָּאָ֔רֶץ אֲשֶׁ֧ר לֹֽא־יָכְל֛וּ בְּנֵ֥י יִשְׂרָאֵ֖ל לְהַֽחֲרִימָ֑ם וַיַּעֲלֵ֤ם שְׁלֹמֹה֙ לְמַס־עֹבֵ֔ד עַ֖ד הַיֹּ֥ום הַזֶּֽה׃,https://shebanq.ancient-data.org/hebrew/text?book=Reges_I&chapter=9&verse=21&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
757948,1 Kgs 10:22,יָם,בַּיָּ֔ם,glob,כִּי֩ אֳנִ֨י תַרְשִׁ֤ישׁ לַמֶּ֨לֶךְ֙ בַּיָּ֔ם עִ֖ם אֳנִ֣י חִירָ֑ם,https://shebanq.ancient-data.org/hebrew/text?book=Reges_I&chapter=10&verse=22&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
759502,1 Kgs 13:25,דֶּרֶךְ,בַּדֶּ֔רֶךְ,frame,וַיִּרְא֤וּ אֶת־הַנְּבֵלָה֙ מֻשְׁלֶ֣כֶת בַּדֶּ֔רֶךְ וְאֶת־הָ֣אַרְיֵ֔ה עֹמֵ֖ד אֵ֣צֶל הַנְּבֵלָ֑ה,https://shebanq.ancient-data.org/hebrew/text?book=Reges_I&chapter=13&verse=25&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
759554,1 Kgs 13:28,דֶּרֶךְ,בַּדֶּ֔רֶךְ,frame,וַיִּמְצָ֤א אֶת־נִבְלָתֹו֙ מֻשְׁלֶ֣כֶת בַּדֶּ֔רֶךְ,https://shebanq.ancient-data.org/hebrew/text?book=Reges_I&chapter=13&verse=28&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
760460,1 Kgs 16:4,עִיר,בָּעִ֔יר,glob,הַמֵּ֤ת לְבַעְשָׁא֙ בָּעִ֔יר יֹֽאכְל֖וּ הַכְּלָבִ֑ים וְהַמֵּ֥ת לֹו֙ בַּשָּׂדֶ֔ה יֹאכְל֖וּ עֹ֥וף הַשָּׁמָֽיִם׃,https://shebanq.ancient-data.org/hebrew/text?book=Reges_I&chapter=16&verse=4&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
760467,1 Kgs 16:4,שָׂדֶה,בַּשָּׂדֶ֔ה,glob,הַמֵּ֤ת לְבַעְשָׁא֙ בָּעִ֔יר יֹֽאכְל֖וּ הַכְּלָבִ֑ים וְהַמֵּ֥ת לֹו֙ בַּשָּׂדֶ֔ה יֹאכְל֖וּ עֹ֥וף הַשָּׁמָֽיִם׃,https://shebanq.ancient-data.org/hebrew/text?book=Reges_I&chapter=16&verse=4&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
760610,1 Kgs 16:16,מַחֲנֶה,בַּֽמַּחֲנֶֽה׃,frame,וַיַּמְלִ֣כוּ כָֽל־יִ֠שְׂרָאֵל אֶת־עָמְרִ֨י שַׂר־צָבָ֧א עַל־יִשְׂרָאֵ֛ל בַּיֹּ֥ום הַה֖וּא בַּֽמַּחֲנֶֽה׃,https://shebanq.ancient-data.org/hebrew/text?book=Reges_I&chapter=16&verse=16&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
761210,1 Kgs 18:5,אֶרֶץ,בָּאָ֨רֶץ֙,glob,לֵ֤ךְ בָּאָ֨רֶץ֙ אֶל־כָּל־מַעְיְנֵ֣י הַמַּ֔יִם וְאֶ֖ל כָּל־הַנְּחָלִ֑ים,https://shebanq.ancient-data.org/hebrew/text?book=Reges_I&chapter=18&verse=5&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
762398,1 Kgs 20:12,סֻכָּה,בַּסֻּכֹּ֑ות,frame,וְה֥וּא שֹׁתֶ֛ה ה֥וּא וְהַמְּלָכִ֖ים בַּסֻּכֹּ֑ות,https://shebanq.ancient-data.org/hebrew/text?book=Reges_I&chapter=20&verse=12&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
762464,1 Kgs 20:16,סֻכָּה,בַּסֻּכֹּ֗ות,frame,וּבֶן־הֲדַד֩ שֹׁתֶ֨ה שִׁכֹּ֜ור בַּסֻּכֹּ֗ות ה֧וּא וְהַמְּלָכִ֛ים שְׁלֹשִֽׁים־וּשְׁנַ֥יִם מֶ֖לֶךְ עֹזֵ֥ר אֹתֹֽו׃,https://shebanq.ancient-data.org/hebrew/text?book=Reges_I&chapter=20&verse=16&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
762558,1 Kgs 20:23,מִישֹׁור,בַּמִּישֹׁ֔ור,glob,וְאוּלָ֗ם נִלָּחֵ֤ם אִתָּם֙ בַּמִּישֹׁ֔ור,https://shebanq.ancient-data.org/hebrew/text?book=Reges_I&chapter=20&verse=23&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
762587,1 Kgs 20:25,מִישֹׁור,בַּמִּישֹׁ֔ור,glob,וְנִֽלָּחֲמָ֤ה אֹותָם֙ בַּמִּישֹׁ֔ור,https://shebanq.ancient-data.org/hebrew/text?book=Reges_I&chapter=20&verse=25&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
763294,1 Kgs 21:24,עִיר,בָּעִ֔יר,glob,הַמֵּ֤ת לְאַחְאָב֙ בָּעִ֔יר יֹאכְל֖וּ הַכְּלָבִ֑ים,https://shebanq.ancient-data.org/hebrew/text?book=Reges_I&chapter=21&verse=24&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
763300,1 Kgs 21:24,שָׂדֶה,בַּשָּׂדֶ֔ה,glob,וְהַמֵּת֙ בַּשָּׂדֶ֔ה יֹאכְל֖וּ עֹ֥וף הַשָּׁמָֽיִם׃,https://shebanq.ancient-data.org/hebrew/text?book=Reges_I&chapter=21&verse=24&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
763966,1 Kgs 22:44,בָּמָה,בַּבָּמֹֽות׃,glob,וּֽמְקַטְּרִ֖ים בַּבָּמֹֽות׃,https://shebanq.ancient-data.org/hebrew/text?book=Reges_I&chapter=22&verse=44&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
765156,2 Kgs 3:25,קִיר חֲרָשֶׂת,בַּקִּ֖יר חֲרָ֑שֶׂת,name,עַד־הִשְׁאִ֧יר אֲבָנֶ֛יהָ בַּקִּ֖יר חֲרָ֑שֶׂת,https://shebanq.ancient-data.org/hebrew/text?book=Reges_II&chapter=3&verse=25&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
765234,2 Kgs 4:2,בַּיִת,בַּבָּ֑יִת,imme,הַגִּ֣ידִי לִ֔י מַה־יֶּשׁ־לָ֖ךְ בַּבָּ֑יִת,https://shebanq.ancient-data.org/hebrew/text?book=Reges_II&chapter=4&verse=2&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
765240,2 Kgs 4:2,בַּיִת,בַּבַּ֔יִת,imme,אֵ֣ין לְשִׁפְחָתְךָ֥ כֹל֙ בַּבַּ֔יִת כִּ֖י אִם־אָס֥וּךְ שָֽׁמֶן׃,https://shebanq.ancient-data.org/hebrew/text?book=Reges_II&chapter=4&verse=2&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
766927,2 Kgs 7:2,שָׁמַיִם,בַּשָּׁמַ֔יִם,glob,הִנֵּ֣ה יְהוָ֗ה עֹשֶׂ֤ה אֲרֻבֹּות֙ בַּשָּׁמַ֔יִם,https://shebanq.ancient-data.org/hebrew/text?book=Reges_II&chapter=7&verse=2&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
767229,2 Kgs 7:17,שַׁעַר,בַּשַּׁ֖עַר,frame,וַיִּרְמְסֻ֧הוּ הָעָ֛ם בַּשַּׁ֖עַר,https://shebanq.ancient-data.org/hebrew/text?book=Reges_II&chapter=7&verse=17&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
767265,2 Kgs 7:19,שָׁמַיִם,בַּשָּׁמַ֔יִם,glob,וְהִנֵּ֣ה יְהוָ֗ה עֹשֶׂ֤ה אֲרֻבֹּות֙ בַּשָּׁמַ֔יִם,https://shebanq.ancient-data.org/hebrew/text?book=Reges_II&chapter=7&verse=19&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
767286,2 Kgs 7:20,שַׁעַר,בַּשַּׁ֖עַר,frame,וַיִּרְמְס֨וּ אֹתֹ֥ו הָעָ֛ם בַּשַּׁ֖עַר,https://shebanq.ancient-data.org/hebrew/text?book=Reges_II&chapter=7&verse=20&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
767704,2 Kgs 8:29,רָמָה,בָּֽרָמָ֔ה,name,וַיָּשָׁב֩ יֹורָ֨ם הַמֶּ֜לֶךְ לְהִתְרַפֵּ֣א בְיִזְרְעֶ֗אל מִן־הַמַּכִּים֙ אֲשֶׁ֨ר יַכֻּ֤הוּ אֲרַמִּים֙ בָּֽרָמָ֔ה בְּהִלָּ֣חֲמֹ֔ו אֶת־חֲזָהאֵ֖ל מֶ֣לֶךְ אֲרָ֑ם,https://shebanq.ancient-data.org/hebrew/text?book=Reges_II&chapter=8&verse=29&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
768466,2 Kgs 10:12,דֶּרֶךְ,בַּדָּֽרֶךְ׃,frame,ה֛וּא בֵּֽית־עֵ֥קֶד הָרֹעִ֖ים בַּדָּֽרֶךְ׃,https://shebanq.ancient-data.org/hebrew/text?book=Reges_II&chapter=10&verse=12&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
768888,2 Kgs 11:6,רוץ,אַחַ֣ר הָרָצִ֑ים,frame,הַשְּׁלִשִׁ֤ית מִכֶּם֙ בָּאֵ֣י הַשַּׁבָּ֔ת וְשֹׁ֣מְרֵ֔י מִשְׁמֶ֖רֶת בֵּ֥ית הַמֶּֽלֶךְ׃ וְהַשְּׁלִשִׁית֙ בְּשַׁ֣עַר ס֔וּר וְהַשְּׁלִשִׁ֥ית בַּשַּׁ֖עַר אַחַ֣ר הָרָצִ֑ים וּשְׁמַרְתֶּ֛ם אֶת־מִשְׁמֶ֥רֶת הַבַּ֖יִת מַסָּֽח׃,https://shebanq.ancient-data.org/hebrew/text?book=Reges_II&chapter=11&verse=6&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
769063,2 Kgs 11:18,מִזְבֵּחַ,לִפְנֵ֣י הַֽמִּזְבְּחֹ֑ות,frame,וְאֵ֗ת מַתָּן֙ כֹּהֵ֣ן הַבַּ֔עַל הָרְג֖וּ לִפְנֵ֣י הַֽמִּזְבְּחֹ֑ות,https://shebanq.ancient-data.org/hebrew/text?book=Reges_II&chapter=11&verse=18&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
769125,2 Kgs 12:4,בָּמָה,בַּבָּמֹֽות׃,glob,וּֽמְקַטְּרִ֖ים בַּבָּמֹֽות׃,https://shebanq.ancient-data.org/hebrew/text?book=Reges_II&chapter=12&verse=4&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
769720,2 Kgs 14:4,בָּמָה,בַּבָּמֹֽות׃,glob,וּֽמְקַטְּרִ֖ים בַּבָּמֹֽות׃,https://shebanq.ancient-data.org/hebrew/text?book=Reges_II&chapter=14&verse=4&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
770054,2 Kgs 15:4,בָּמָה,בַּבָּמֹֽות׃,glob,וּֽמְקַטְּרִ֖ים בַּבָּמֹֽות׃,https://shebanq.ancient-data.org/hebrew/text?book=Reges_II&chapter=15&verse=4&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
770369,2 Kgs 15:35,בָּמָה,בַּבָּמֹ֑ות,glob,וּֽמְקַטְּרִ֖ים בַּבָּמֹ֑ות,https://shebanq.ancient-data.org/hebrew/text?book=Reges_II&chapter=15&verse=35&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
770621,2 Kgs 16:18,בַּיִת,בַבַּ֗יִת,anap,וְאֶת־מוּסַ֨ךְ הַשַּׁבָּ֜ת אֲשֶׁר־בָּנ֣וּ בַבַּ֗יִת וְאֶת־מְבֹ֤וא הַמֶּ֨לֶךְ֙ הַֽחִיצֹ֔ונָה הֵסֵ֖ב בֵּ֣ית יְהוָ֑ה מִפְּנֵ֖י מֶ֥לֶךְ אַשּֽׁוּר׃,https://shebanq.ancient-data.org/hebrew/text?book=Reges_II&chapter=16&verse=18&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
773276,2 Kgs 23:16,מִזְבֵּחַ,עַל־הַמִּזְבֵּ֖חַ,frame,וַיִּשְׂרֹ֥ף עַל־הַמִּזְבֵּ֖חַ,https://shebanq.ancient-data.org/hebrew/text?book=Reges_II&chapter=23&verse=16&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
773344,2 Kgs 23:20,מִזְבֵּחַ,עַל־הַֽמִּזְבְּחֹ֔ות,frame,וַ֠יִּזְבַּח אֶת־כָּל־כֹּהֲנֵ֨י הַבָּמֹ֤ות אֲשֶׁר־שָׁם֙ עַל־הַֽמִּזְבְּחֹ֔ות,https://shebanq.ancient-data.org/hebrew/text?book=Reges_II&chapter=23&verse=20&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
774414,Isa 2:2,הַר,בְּרֹ֣אשׁ הֶהָרִ֔ים,glob,נָכֹ֨ון יִֽהְיֶ֜ה הַ֤ר בֵּית־יְהוָה֙ בְּרֹ֣אשׁ הֶהָרִ֔ים וְנִשָּׂ֖א מִגְּבָעֹ֑ות,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=2&verse=2&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
777539,Isa 16:10,יֶקֶב,בַּיְקָבִ֛ים,frame,יַ֗יִן בַּיְקָבִ֛ים לֹֽא־יִדְרֹ֥ךְ הַדֹּרֵ֖ךְ,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=16&verse=10&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
778168,Isa 21:1,נֶגֶב,בַּנֶּ֨גֶב֙,glob,כְּסוּפֹ֤ות בַּנֶּ֨גֶב֙ לַֽחֲלֹ֔ף מִמִּדְבָּ֣ר בָּ֔א מֵאֶ֖רֶץ נֹורָאָֽה׃,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=21&verse=1&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
778260,Isa 21:9,אֶרֶץ,לָאָֽרֶץ׃,glob,וְכָל־פְּסִילֵ֥י אֱלֹהֶ֖יהָ שִׁבַּ֥ר לָאָֽרֶץ׃,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=21&verse=9&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
778409,Isa 22:11,חֹומָה,בֵּ֚ין הַחֹ֣מֹתַ֔יִם,frame,וּמִקְוָ֣ה׀ עֲשִׂיתֶ֗ם בֵּ֚ין הַחֹ֣מֹתַ֔יִם לְמֵ֖י הַבְּרֵכָ֣ה הַיְשָׁנָ֑ה,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=22&verse=11&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
778877,Isa 24:15,אוּר,בָּאֻרִ֖ים,glob,עַל־כֵּ֥ן בָּאֻרִ֖ים כַּבְּד֣וּ יְהוָ֑ה בְּאִיֵּ֣י הַיָּ֔ם שֵׁ֥ם יְהוָ֖ה אֱלֹהֵ֥י יִשְׂרָאֵֽל׃ ס,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=24&verse=15&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
778954,Isa 24:21,מָרֹום,בַּמָּרֹ֑ום,glob,יִפְקֹ֧ד יְהוָ֛ה עַל־צְבָ֥א הַמָּרֹ֖ום בַּמָּרֹ֑ום וְעַל־מַלְכֵ֥י הָאֲדָמָ֖ה עַל־הָאֲדָמָֽה׃,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=24&verse=21&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
778957,Isa 24:21,אֲדָמָה,עַל־הָאֲדָמָֽה׃,glob,יִפְקֹ֧ד יְהוָ֛ה עַל־צְבָ֥א הַמָּרֹ֖ום בַּמָּרֹ֑ום וְעַל־מַלְכֵ֥י הָאֲדָמָ֖ה עַל־הָאֲדָמָֽה׃,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=24&verse=21&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
780045,Isa 29:21,שַׁעַר,בַּשַּׁ֖עַר,glob,וְנִכְרְת֖וּ כָּל־שֹׁ֥קְדֵי אָֽוֶן׃ מַחֲטִיאֵ֤י אָדָם֙ בְּדָבָ֔ר וְלַמֹּוכִ֥יחַ בַּשַּׁ֖עַר יְקֹשׁ֑וּן וַיַּטּ֥וּ בַתֹּ֖הוּ צַדִּֽיק׃ ס,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=29&verse=21&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
781094,Isa 34:5,שָׁמַיִם,בַשָּׁמַ֖יִם,glob,כִּֽי־רִוְּתָ֥ה בַשָּׁמַ֖יִם חַרְבִּ֑י,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=34&verse=5&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
781304,Isa 35:6,מִדְבָּר,בַמִּדְבָּר֙,glob,כִּֽי־נִבְקְע֤וּ בַמִּדְבָּר֙ מַ֔יִם וּנְחָלִ֖ים בָּעֲרָבָֽה׃,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=35&verse=6&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
781308,Isa 35:6,עֲרָבָה,בָּעֲרָבָֽה׃,glob,כִּֽי־נִבְקְע֤וּ בַמִּדְבָּר֙ מַ֔יִם וּנְחָלִ֖ים בָּעֲרָבָֽה׃,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=35&verse=6&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
782496,Isa 40:3,מִדְבָּר,בַּמִּדְבָּ֕ר,glob,בַּמִּדְבָּ֕ר פַּנּ֖וּ דֶּ֣רֶךְ יְהוָ֑ה,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=40&verse=3&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
782500,Isa 40:3,עֲרָבָה,בָּעֲרָבָ֔ה,glob,יַשְּׁרוּ֙ בָּעֲרָבָ֔ה מְסִלָּ֖ה לֵאלֹהֵֽינוּ׃,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=40&verse=3&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
783049,Isa 41:19,מִדְבָּר,בַּמִּדְבָּר֙,glob,אֶתֵּ֤ן בַּמִּדְבָּר֙ אֶ֣רֶז שִׁטָּ֔ה וַהֲדַ֖ס וְעֵ֣ץ שָׁ֑מֶן,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=41&verse=19&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
783052,Isa 41:19,עֲרָבָה,בָּעֲרָבָ֗ה,glob,אָשִׂ֣ים בָּעֲרָבָ֗ה בְּרֹ֛ושׁ תִּדְהָ֥ר וּתְאַשּׁ֖וּר יַחְדָּֽו׃,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=41&verse=19&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
783211,Isa 42:2,חוּץ,בַּח֖וּץ,glob,וְלֹֽא־יַשְׁמִ֥יעַ בַּח֖וּץ קֹולֹֽו׃,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=42&verse=2&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
783230,Isa 42:4,אֶרֶץ,בָּאָ֖רֶץ,glob,עַד־יָשִׂ֥ים בָּאָ֖רֶץ מִשְׁפָּ֑ט,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=42&verse=4&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
783687,Isa 43:16,יָם,בַּיָּ֖ם,glob,כֹּ֚ה אָמַ֣ר יְהוָ֔ה הַנֹּותֵ֥ן בַּיָּ֖ם דָּ֑רֶךְ וּבְמַ֥יִם עַזִּ֖ים נְתִיבָֽה׃ הַמֹּוצִ֥יא רֶֽכֶב־וָס֖וּס חַ֣יִל וְעִזּ֑וּז,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=43&verse=16&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
783719,Isa 43:19,מִדְבָּר,בַּמִּדְבָּר֙,glob,אַ֣ף אָשִׂ֤ים בַּמִּדְבָּר֙ דֶּ֔רֶךְ בִּֽישִׁמֹ֖ון נְהָרֹֽות׃,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=43&verse=19&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
783727,Isa 43:20,מִדְבָּר,בַמִּדְבָּ֜ר,glob,כִּֽי־נָתַ֨תִּי בַמִּדְבָּ֜ר מַ֗יִם נְהָרֹות֙ בִּֽישִׁימֹ֔ן לְהַשְׁקֹ֖ות עַמִּ֥י בְחִירִֽי׃,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=43&verse=20&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
786114,Isa 52:7,הַר,עַל־הֶהָרִ֜ים,glob,מַה־נָּאו֨וּ עַל־הֶהָרִ֜ים רַגְלֵ֣י מְבַשֵּׂ֗ר מַשְׁמִ֧יעַ שָׁלֹ֛ום מְבַשֵּׂ֥ר טֹ֖וב מַשְׁמִ֣יעַ יְשׁוּעָ֑ה אֹמֵ֥ר לְצִיֹּ֖ון,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=52&verse=7&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
787241,Isa 58:4,מָרֹום,בַּמָּרֹ֖ום,glob,לֹא־תָצ֣וּמוּ כַיֹּ֔ום לְהַשְׁמִ֥יעַ בַּמָּרֹ֖ום קֹולְכֶֽם׃,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=58&verse=4&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
787595,Isa 59:14,רְחֹב,בָֽרְחֹוב֙,glob,כִּֽי־כָשְׁלָ֤ה בָֽרְחֹוב֙ אֱמֶ֔ת,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=59&verse=14&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
788433,Isa 63:13,מִדְבָּר,בַּמִּדְבָּ֖ר,glob,כַּסּ֥וּס בַּמִּדְבָּ֖ר לֹ֥א יִכָּשֵֽׁלוּ׃,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=63&verse=13&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
788664,Isa 65:3,גַּנָּה,בַּגַּנֹּ֔ות,glob,פֵּרַ֧שְׂתִּי יָדַ֛י כָּל־הַיֹּ֖ום אֶל־עַ֣ם סֹורֵ֑ר הַהֹלְכִים֙ הַדֶּ֣רֶךְ לֹא־טֹ֔וב אַחַ֖ר מַחְשְׁבֹתֵיהֶֽם׃ הָעָ֗ם הַמַּכְעִיסִ֥ים אֹותִ֛י עַל־פָּנַ֖י תָּמִ֑יד זֹֽבְחִים֙ בַּגַּנֹּ֔ות וּֽמְקַטְּרִ֖ים עַל־הַלְּבֵנִֽים׃ הַיֹּֽשְׁבִים֙ בַּקְּבָרִ֔ים וּבַנְּצוּרִ֖ים יָלִ֑ינוּ הָאֹֽכְלִים֙ בְּשַׂ֣ר הַחֲזִ֔יר וּמְרַ֥ק פִּגֻּלִ֖ים כְּלֵיהֶֽם׃ הָאֹֽמְרִים֙,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=65&verse=3&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
