node,ref,head_voc,text,category,sentence,link
697536,Num 16:13,מִדְבָּר,בַּמִּדְבָּ֑ר,glob,הַמְעַ֗ט כִּ֤י הֶֽעֱלִיתָ֨נוּ֙ מֵאֶ֨רֶץ זָבַ֤ת חָלָב֙ וּדְבַ֔שׁ לַהֲמִיתֵ֖נוּ בַּמִּדְבָּ֑ר,https://shebanq.ancient-data.org/hebrew/text?book=Numeri&chapter=16&verse=13&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
697998,Num 17:19,עֵדוּת,לִפְנֵי֙ הָֽעֵד֔וּת,frame,וְהִנַּחְתָּ֖ם בְּאֹ֣הֶל מֹועֵ֑ד לִפְנֵי֙ הָֽעֵד֔וּת אֲשֶׁ֛ר אִוָּעֵ֥ד לָכֶ֖ם שָֽׁמָּה׃,https://shebanq.ancient-data.org/hebrew/text?book=Numeri&chapter=17&verse=19&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
698661,Num 19:16,שָׂדֶה,עַל־פְּנֵ֣י הַשָּׂדֶ֗ה,glob,וְכֹ֨ל אֲשֶׁר־יִגַּ֜ע עַל־פְּנֵ֣י הַשָּׂדֶ֗ה בַּֽחֲלַל־חֶ֨רֶב֙ אֹ֣ו בְמֵ֔ת אֹֽו־בְעֶ֥צֶם אָדָ֖ם אֹ֣ו בְקָ֑בֶר יִטְמָ֖א שִׁבְעַ֥ת יָמִֽים׃,https://shebanq.ancient-data.org/hebrew/text?book=Numeri&chapter=19&verse=16&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
699097,Num 20:28,הַר,בְּרֹ֣אשׁ הָהָ֑ר,anap,וַיָּ֧מָת אַהֲרֹ֛ן שָׁ֖ם בְּרֹ֣אשׁ הָהָ֑ר,https://shebanq.ancient-data.org/hebrew/text?book=Numeri&chapter=20&verse=28&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
699176,Num 21:5,מִדְבָּר,בַּמִּדְבָּ֑ר,glob,לָמָ֤ה הֶֽעֱלִיתֻ֨נוּ֙ מִמִּצְרַ֔יִם לָמ֨וּת בַּמִּדְבָּ֑ר,https://shebanq.ancient-data.org/hebrew/text?book=Numeri&chapter=21&verse=5&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
700027,Num 22:34,דֶּרֶךְ,בַּדָּ֑רֶךְ,frame,כִּ֚י לֹ֣א יָדַ֔עְתִּי כִּ֥י אַתָּ֛ה נִצָּ֥ב לִקְרָאתִ֖י בַּדָּ֑רֶךְ,https://shebanq.ancient-data.org/hebrew/text?book=Numeri&chapter=22&verse=34&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
700159,Num 23:2,מִזְבֵּחַ,בַּמִּזְבֵּֽחַ׃,anap,וַיַּ֨עַל בָּלָ֧ק וּבִלְעָ֛ם פָּ֥ר וָאַ֖יִל בַּמִּזְבֵּֽחַ׃,https://shebanq.ancient-data.org/hebrew/text?book=Numeri&chapter=23&verse=2&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
700194,Num 23:4,מִזְבֵּחַ,בַּמִּזְבֵּֽחַ׃,anap,וָאַ֛עַל פָּ֥ר וָאַ֖יִל בַּמִּזְבֵּֽחַ׃,https://shebanq.ancient-data.org/hebrew/text?book=Numeri&chapter=23&verse=4&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
700318,Num 23:14,פִּסְגָּה,אֶל־רֹ֖אשׁ הַפִּסְגָּ֑ה,name,וַיִּקָּחֵ֨הוּ֙ שְׂדֵ֣ה צֹפִ֔ים אֶל־רֹ֖אשׁ הַפִּסְגָּ֑ה,https://shebanq.ancient-data.org/hebrew/text?book=Numeri&chapter=23&verse=14&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
700325,Num 23:14,מִזְבֵּחַ,בַּמִּזְבֵּֽחַ׃,anap,וַיַּ֛עַל פָּ֥ר וָאַ֖יִל בַּמִּזְבֵּֽחַ׃,https://shebanq.ancient-data.org/hebrew/text?book=Numeri&chapter=23&verse=14&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
700528,Num 23:30,מִזְבֵּחַ,בַּמִּזְבֵּֽחַ׃,anap,וַיַּ֛עַל פָּ֥ר וָאַ֖יִל בַּמִּזְבֵּֽחַ׃,https://shebanq.ancient-data.org/hebrew/text?book=Numeri&chapter=23&verse=30&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
700857,Num 25:4,שֶׁמֶשׁ,נֶ֣גֶד הַשָּׁ֑מֶשׁ,glob,וְהֹוקַ֥ע אֹותָ֛ם לַיהוָ֖ה נֶ֣גֶד הַשָּׁ֑מֶשׁ,https://shebanq.ancient-data.org/hebrew/text?book=Numeri&chapter=25&verse=4&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
701313,Num 26:65,מִדְבָּר,בַּמִּדְבָּ֑ר,anap,מֹ֥ות יָמֻ֖תוּ בַּמִּדְבָּ֑ר,https://shebanq.ancient-data.org/hebrew/text?book=Numeri&chapter=26&verse=65&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
701335,Num 27:3,מִדְבָּר,בַּמִּדְבָּר֒,anap,אָבִינוּ֮ מֵ֣ת בַּמִּדְבָּר֒,https://shebanq.ancient-data.org/hebrew/text?book=Numeri&chapter=27&verse=3&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
701620,Num 28:7,קֹדֶשׁ,בַּקֹּ֗דֶשׁ,frame,בַּקֹּ֗דֶשׁ הַסֵּ֛ךְ נֶ֥סֶךְ שֵׁכָ֖ר לַיהוָֽה׃,https://shebanq.ancient-data.org/hebrew/text?book=Numeri&chapter=28&verse=7&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
704199,Deut 1:1,יַרְדֵּן,בְּעֵ֖בֶר הַיַּרְדֵּ֑ן,name,אֵ֣לֶּה הַדְּבָרִ֗ים אֲשֶׁ֨ר דִּבֶּ֤ר מֹשֶׁה֙ אֶל־כָּל־יִשְׂרָאֵ֔ל בְּעֵ֖בֶר הַיַּרְדֵּ֑ן בַּמִּדְבָּ֡ר בָּֽעֲרָבָה֩ מֹ֨ול ס֜וּף בֵּֽין־פָּארָ֧ן וּבֵֽין־תֹּ֛פֶל וְלָבָ֥ן וַחֲצֵרֹ֖ת וְדִ֥י זָהָֽב׃,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=1&verse=1&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
704200,Deut 1:1,מִדְבָּר,בַּמִּדְבָּ֡ר,frame,אֵ֣לֶּה הַדְּבָרִ֗ים אֲשֶׁ֨ר דִּבֶּ֤ר מֹשֶׁה֙ אֶל־כָּל־יִשְׂרָאֵ֔ל בְּעֵ֖בֶר הַיַּרְדֵּ֑ן בַּמִּדְבָּ֡ר בָּֽעֲרָבָה֩ מֹ֨ול ס֜וּף בֵּֽין־פָּארָ֧ן וּבֵֽין־תֹּ֛פֶל וְלָבָ֥ן וַחֲצֵרֹ֖ת וְדִ֥י זָהָֽב׃,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=1&verse=1&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
704201,Deut 1:1,עֲרָבָה,בָּֽעֲרָבָה֩,frame,אֵ֣לֶּה הַדְּבָרִ֗ים אֲשֶׁ֨ר דִּבֶּ֤ר מֹשֶׁה֙ אֶל־כָּל־יִשְׂרָאֵ֔ל בְּעֵ֖בֶר הַיַּרְדֵּ֑ן בַּמִּדְבָּ֡ר בָּֽעֲרָבָה֩ מֹ֨ול ס֜וּף בֵּֽין־פָּארָ֧ן וּבֵֽין־תֹּ֛פֶל וְלָבָ֥ן וַחֲצֵרֹ֖ת וְדִ֥י זָהָֽב׃,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=1&verse=1&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
704231,Deut 1:5,יַרְדֵּן,בְּעֵ֥בֶר הַיַּרְדֵּ֖ן,name,בְּעֵ֥בֶר הַיַּרְדֵּ֖ן בְּאֶ֣רֶץ מֹואָ֑ב הֹואִ֣יל מֹשֶׁ֔ה בֵּאֵ֛ר אֶת־הַתֹּורָ֥ה הַזֹּ֖את לֵאמֹֽר׃,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=1&verse=5&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
704554,Deut 1:33,דֶּרֶךְ,בַּדֶּ֗רֶךְ,frame,וּבַדָּבָ֖ר הַזֶּ֑ה אֵֽינְכֶם֙ מַאֲמִינִ֔ם בַּיהוָ֖ה אֱלֹהֵיכֶֽם׃ הַהֹלֵ֨ךְ לִפְנֵיכֶ֜ם בַּדֶּ֗רֶךְ לָת֥וּר לָכֶ֛ם מָקֹ֖ום לַֽחֲנֹֽתְכֶ֑ם בָּאֵ֣שׁ׀ לַ֗יְלָה לַרְאֹֽתְכֶם֙ בַּדֶּ֨רֶךְ֙ אֲשֶׁ֣ר תֵּֽלְכוּ־בָ֔הּ וּבֶעָנָ֖ן יֹומָֽם׃,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=1&verse=33&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
705349,Deut 3:20,יַרְדֵּן,בְּעֵ֣בֶר הַיַּרְדֵּ֑ן,name,רַ֠ק נְשֵׁיכֶ֣ם וְטַפְּכֶם֮ וּמִקְנֵכֶם֒ יֵֽשְׁבוּ֙ בְּעָ֣רֵיכֶ֔ם אֲשֶׁ֥ר נָתַ֖תִּי לָכֶֽם׃ עַ֠ד אֲשֶׁר־יָנִ֨יחַ יְהוָ֥ה׀ לַֽאֲחֵיכֶם֮ כָּכֶם֒ וְיָרְשׁ֣וּ גַם־הֵ֔ם אֶת־הָאָ֕רֶץ אֲשֶׁ֨ר יְהוָ֧ה אֱלֹהֵיכֶ֛ם נֹתֵ֥ן לָהֶ֖ם בְּעֵ֣בֶר הַיַּרְדֵּ֑ן,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=3&verse=20&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
705625,Deut 4:10,אֲדָמָה,עַל־הָ֣אֲדָמָ֔ה,glob,וְאַשְׁמִעֵ֖ם אֶת־דְּבָרָ֑י אֲשֶׁ֨ר יִלְמְד֜וּן לְיִרְאָ֣ה אֹתִ֗י כָּל־הַיָּמִים֙ אֲשֶׁ֨ר הֵ֤ם חַיִּים֙ עַל־הָ֣אֲדָמָ֔ה,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=4&verse=10&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
705692,Deut 4:15,אֵשׁ,מִתֹּ֥וךְ הָאֵֽשׁ׃,frame,כִּ֣י לֹ֤א רְאִיתֶם֙ כָּל־תְּמוּנָ֔ה בְּיֹ֗ום דִּבֶּ֨ר יְהוָ֧ה אֲלֵיכֶ֛ם בְּחֹרֵ֖ב מִתֹּ֥וךְ הָאֵֽשׁ׃,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=4&verse=15&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
705796,Deut 4:25,אֶרֶץ,בָּאָ֑רֶץ,glob,וְנֹושַׁנְתֶּ֖ם בָּאָ֑רֶץ,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=4&verse=25&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
705906,Deut 4:32,אֶרֶץ,עַל־הָאָ֔רֶץ,glob,כִּ֣י שְׁאַל־נָא֩ לְיָמִ֨ים רִֽאשֹׁנִ֜ים אֲשֶׁר־הָי֣וּ לְפָנֶ֗יךָ לְמִן־הַיֹּום֙ אֲשֶׁר֩ בָּרָ֨א אֱלֹהִ֤ים׀ אָדָם֙ עַל־הָאָ֔רֶץ וּלְמִקְצֵ֥ה הַשָּׁמַ֖יִם וְעַד־קְצֵ֣ה הַשָּׁמָ֑יִם,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=4&verse=32&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
705952,Deut 4:36,שָׁמַיִם,מִן־הַשָּׁמַ֛יִם,glob,מִן־הַשָּׁמַ֛יִם הִשְׁמִֽיעֲךָ֥ אֶת־קֹלֹ֖ו לְיַסְּרֶ֑ךָּ,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=4&verse=36&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
705957,Deut 4:36,אֶרֶץ,עַל־הָאָ֗רֶץ,glob,וְעַל־הָאָ֗רֶץ הֶרְאֲךָ֙ אֶת־אִשֹּׁ֣ו הַגְּדֹולָ֔ה,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=4&verse=36&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
706339,Deut 5:26,אֵשׁ,מִתֹּוךְ־הָאֵ֛שׁ,frame,כִּ֣י מִ֣י כָל־בָּשָׂ֡ר אֲשֶׁ֣ר שָׁמַ֣ע קֹול֩ אֱלֹהִ֨ים חַיִּ֜ים מְדַבֵּ֧ר מִתֹּוךְ־הָאֵ֛שׁ כָּמֹ֖נוּ,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=5&verse=26&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
706610,Deut 6:16,מַסָּה,בַּמַּסָּֽה׃,name,לֹ֣א תְנַסּ֔וּ אֶת־יְהוָ֖ה אֱלֹהֵיכֶ֑ם כַּאֲשֶׁ֥ר נִסִּיתֶ֖ם בַּמַּסָּֽה׃,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=6&verse=16&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
707066,Deut 8:2,מִדְבָּר,בַּמִּדְבָּ֑ר,glob,וְזָכַרְתָּ֣ אֶת־כָּל־הַדֶּ֗רֶךְ אֲשֶׁ֨ר הֹלִֽיכֲךָ֜ יְהוָ֧ה אֱלֹהֶ֛יךָ זֶ֛ה אַרְבָּעִ֥ים שָׁנָ֖ה בַּמִּדְבָּ֑ר לְמַ֨עַן עַנֹּֽתְךָ֜ לְנַסֹּֽתְךָ֗ לָדַ֜עַת אֶת־אֲשֶׁ֧ר בִּֽלְבָבְךָ֛,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=8&verse=2&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
707222,Deut 8:16,מִדְבָּר,בַּמִּדְבָּ֔ר,glob,וְשָֽׁכַחְתָּ֙ אֶת־יְהוָ֣ה אֱלֹהֶ֔יךָ הַמֹּוצִיאֲךָ֛ מֵאֶ֥רֶץ מִצְרַ֖יִם מִבֵּ֥ית עֲבָדִֽים׃ הַמֹּולִ֨יכֲךָ֜ בַּמִּדְבָּ֣ר׀ הַגָּדֹ֣ל וְהַנֹּורָ֗א נָחָ֤שׁ׀ שָׂרָף֙ וְעַקְרָ֔ב וְצִמָּאֹ֖ון אֲשֶׁ֣ר אֵֽין־מָ֑יִם הַמֹּוצִ֤יא לְךָ֙ מַ֔יִם מִצּ֖וּר הַֽחַלָּמִֽישׁ׃ הַמַּֽאֲכִ֨לְךָ֥ מָן֙ בַּמִּדְבָּ֔ר אֲשֶׁ֥ר לֹא־יָדְע֖וּן אֲבֹתֶ֑יךָ לְמַ֣עַן עַנֹּֽתְךָ֗ וּלְמַ֨עַן֙ נַסֹּתֶ֔ךָ לְהֵיטִֽבְךָ֖ בְּאַחֲרִיתֶֽךָ׃,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=8&verse=16&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
707389,Deut 9:7,מִדְבָּר,בַּמִּדְבָּ֑ר,glob,זְכֹר֙ אַל־תִּשְׁכַּ֔ח אֵ֧ת אֲשֶׁר־הִקְצַ֛פְתָּ אֶת־יְהוָ֥ה אֱלֹהֶ֖יךָ בַּמִּדְבָּ֑ר,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=9&verse=7&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
707687,Deut 9:28,מִדְבָּר,בַּמִּדְבָּֽר׃,glob,מִבְּלִי֙ יְכֹ֣לֶת יְהוָ֔ה לַהֲבִיאָ֕ם אֶל־הָאָ֖רֶץ אֲשֶׁר־דִּבֶּ֣ר לָהֶ֑ם הֹוצִיאָ֖ם לַהֲמִתָ֥ם בַּמִּדְבָּֽר׃,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=9&verse=28&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
708000,Deut 11:5,מִדְבָּר,בַּמִּדְבָּ֑ר,glob,וִֽידַעְתֶּם֮ הַיֹּום֒ כִּ֣י׀ לֹ֣א אֶת־בְּנֵיכֶ֗ם אֲשֶׁ֤ר לֹֽא־יָדְעוּ֙ וַאֲשֶׁ֣ר לֹא־רָא֔וּ אֶת־מוּסַ֖ר יְהוָ֣ה אֱלֹהֵיכֶ֑ם אֶת־גָּדְלֹ֕ו אֶת־יָדֹו֙ הַחֲזָקָ֔ה וּזְרֹעֹ֖ו הַנְּטוּיָֽה׃ וְאֶת־אֹֽתֹתָיו֙ וְאֶֽת־מַעֲשָׂ֔יו אֲשֶׁ֥ר עָשָׂ֖ה בְּתֹ֣וךְ מִצְרָ֑יִם לְפַרְעֹ֥ה מֶֽלֶךְ־מִצְרַ֖יִם וּלְכָל־אַרְצֹֽו׃ וַאֲשֶׁ֣ר עָשָׂה֩ לְחֵ֨יל מִצְרַ֜יִם לְסוּסָ֣יו וּלְרִכְבֹּ֗ו אֲשֶׁ֨ר הֵצִ֜יף אֶת־מֵ֤י יַם־סוּף֙ עַל־פְּנֵיהֶ֔ם בְּרָדְפָ֖ם אַחֲרֵיכֶ֑ם וַיְאַבְּדֵ֣ם יְהוָ֔ה עַ֖ד הַיֹּ֥ום הַזֶּֽה׃ וַאֲשֶׁ֥ר עָשָׂ֛ה לָכֶ֖ם בַּמִּדְבָּ֑ר עַד־בֹּאֲכֶ֖ם עַד־הַמָּקֹ֥ום הַזֶּֽה׃ וַאֲשֶׁ֨ר עָשָׂ֜ה לְדָתָ֣ן וְלַאֲבִירָ֗ם בְּנֵ֣י אֱלִיאָב֮ בֶּן־רְאוּבֵן֒ אֲשֶׁ֨ר פָּצְתָ֤ה הָאָ֨רֶץ֙ אֶת־פִּ֔יהָ וַתִּבְלָעֵ֥ם וְאֶת־בָּתֵּיהֶ֖ם וְאֶת־אָהֳלֵיהֶ֑ם וְאֵ֤ת כָּל־הַיְקוּם֙ אֲשֶׁ֣ר בְּרַגְלֵיהֶ֔ם בְּקֶ֖רֶב כָּל־יִשְׂרָאֵֽל׃,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=11&verse=5&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
708355,Deut 12:1,אֲדָמָה,עַל־הָאֲדָמָֽה׃,glob,אֵ֠לֶּה הַֽחֻקִּ֣ים וְהַמִּשְׁפָּטִים֮ אֲשֶׁ֣ר תִּשְׁמְר֣וּן לַעֲשֹׂות֒ בָּאָ֕רֶץ אֲשֶׁר֩ נָתַ֨ן יְהוָ֜ה אֱלֹהֵ֧י אֲבֹתֶ֛יךָ לְךָ֖ לְרִשְׁתָּ֑הּ כָּל־הַיָּמִ֔ים אֲשֶׁר־אַתֶּ֥ם חַיִּ֖ים עַל־הָאֲדָמָֽה׃,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=12&verse=1&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
710973,Deut 21:4,נַחַל,בַּנָּֽחַל׃,anap,וְעָֽרְפוּ־שָׁ֥ם אֶת־הָעֶגְלָ֖ה בַּנָּֽחַל׃,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=21&verse=4&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
710999,Deut 21:6,נַחַל,בַנָּֽחַל׃,anap,וְכֹ֗ל זִקְנֵי֙ הָעִ֣יר הַהִ֔וא הַקְּרֹבִ֖ים אֶל־הֶחָלָ֑ל יִרְחֲצוּ֙ אֶת־יְדֵיהֶ֔ם עַל־הָעֶגְלָ֖ה הָעֲרוּפָ֥ה בַנָּֽחַל׃,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=21&verse=6&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
711211,Deut 21:23,עֵץ,עַל־הָעֵ֗ץ,anap,לֹא־תָלִ֨ין נִבְלָתֹ֜ו עַל־הָעֵ֗ץ,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=21&verse=23&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
711534,Deut 22:24,עִיר,בָעִ֔יר,glob,וּסְקַלְתֶּ֨ם אֹתָ֥ם בָּאֲבָנִים֮ אֶת־הַֽנַּעֲרָ֗ה עַל־דְּבַר֙ אֲשֶׁ֣ר לֹא־צָעֲקָ֣ה בָעִ֔יר וְאֶ֨ת־הָאִ֔ישׁ עַל־דְּבַ֥ר אֲשֶׁר־עִנָּ֖ה אֶת־אֵ֣שֶׁת רֵעֵ֑הוּ,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=22&verse=24&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
711658,Deut 23:5,דֶּרֶךְ,בַּדֶּ֖רֶךְ,imme,גַּ֚ם דֹּ֣ור עֲשִׂירִ֔י לֹא־יָבֹ֥א לָהֶ֛ם בִּקְהַ֥ל יְהוָ֖ה עַד־עֹולָֽם׃ עַל־דְּבַ֞ר אֲשֶׁ֨ר לֹא־קִדְּמ֤וּ אֶתְכֶם֙ בַּלֶּ֣חֶם וּבַמַּ֔יִם בַּדֶּ֖רֶךְ בְּצֵאתְכֶ֣ם מִמִּצְרָ֑יִם וַאֲשֶׁר֩ שָׂכַ֨ר עָלֶ֜יךָ אֶת־בִּלְעָ֣ם בֶּן־בְּעֹ֗ור מִפְּתֹ֛ור אֲרַ֥ם נַהֲרַ֖יִם לְקַֽלְלֶֽךָּ׃,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=23&verse=5&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
712048,Deut 24:9,דֶּרֶךְ,בַּדֶּ֖רֶךְ,frame,זָכֹ֕ור אֵ֧ת אֲשֶׁר־עָשָׂ֛ה יְהוָ֥ה אֱלֹהֶ֖יךָ לְמִרְיָ֑ם בַּדֶּ֖רֶךְ בְּצֵאתְכֶ֥ם מִמִּצְרָֽיִם׃ ס,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=24&verse=9&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
712166,Deut 24:19,שָׂדֶה,בַּשָּׂדֶ֗ה,anap,וְשָֽׁכַחְתָּ֧ עֹ֣מֶר בַּשָּׂדֶ֗ה,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=24&verse=19&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
712403,Deut 25:17,דֶּרֶךְ,בַּדֶּ֖רֶךְ,imme,זָכֹ֕ור אֵ֛ת אֲשֶׁר־עָשָׂ֥ה לְךָ֖ עֲמָלֵ֑ק בַּדֶּ֖רֶךְ בְּצֵאתְכֶ֥ם מִמִּצְרָֽיִם׃ אֲשֶׁ֨ר קָֽרְךָ֜ בַּדֶּ֗רֶךְ וַיְזַנֵּ֤ב בְּךָ֙ כָּל־הַנֶּחֱשָׁלִ֣ים אַֽחַרֶ֔יךָ,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=25&verse=17&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
712408,Deut 25:18,דֶּרֶךְ,בַּדֶּ֗רֶךְ,imme,זָכֹ֕ור אֵ֛ת אֲשֶׁר־עָשָׂ֥ה לְךָ֖ עֲמָלֵ֑ק בַּדֶּ֖רֶךְ בְּצֵאתְכֶ֥ם מִמִּצְרָֽיִם׃ אֲשֶׁ֨ר קָֽרְךָ֜ בַּדֶּ֗רֶךְ וַיְזַנֵּ֤ב בְּךָ֙ כָּל־הַנֶּחֱשָׁלִ֣ים אַֽחַרֶ֔יךָ,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=25&verse=18&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
712873,Deut 27:18,דֶּרֶךְ,בַּדָּ֑רֶךְ,glob,אָר֕וּר מַשְׁגֶּ֥ה עִוֵּ֖ר בַּדָּ֑רֶךְ,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=27&verse=18&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
712972,Deut 28:3,עִיר,בָּעִ֑יר,glob,בָּר֥וּךְ אַתָּ֖ה בָּעִ֑יר,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=28&verse=3&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
712976,Deut 28:3,שָׂדֶה,בַּשָּׂדֶֽה׃,glob,וּבָר֥וּךְ אַתָּ֖ה בַּשָּׂדֶֽה׃,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=28&verse=3&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
713125,Deut 28:16,עִיר,בָּעִ֑יר,glob,אָר֥וּר אַתָּ֖ה בָּעִ֑יר,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=28&verse=16&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
713129,Deut 28:16,שָׂדֶה,בַּשָּׂדֶֽה׃,glob,וְאָר֥וּר אַתָּ֖ה בַּשָּׂדֶֽה׃,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=28&verse=16&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
714547,Deut 31:15,אֹהֶל,בָּאֹ֖הֶל,anap,וַיֵּרָ֧א יְהוָ֛ה בָּאֹ֖הֶל בְּעַמּ֣וּד עָנָ֑ן,https://shebanq.ancient-data.org/hebrew/text?book=Deuteronomium&chapter=31&verse=15&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
